book,context,english,zh_tw,status
HotDQ,/data/0/entries/4/entries/6/entries/1/name,Neronvain,內洛維,existing-site
HotDQ,/data/0/entries/4/entries/6/entries/2/name,"Metallic Dragons, Arise",金屬龍，覺醒,project-proposed
HotDQ,/data/0/entries/4/entries/6/entries/3/name,The Cult Strikes Back (Part 2),邪教反擊（第二部分）,project-proposed
HotDQ,/data/0/entries/4/entries/7/name,Stage 3,階段 3,project-proposed
HotDQ,/data/0/entries/4/entries/7/entries/0/name,Third Council of Waterdeep,深水城第三議會,project-proposed
HotDQ,/data/0/entries/4/entries/7/entries/1/name,Xonthal's Tower,贊薩爾之塔,project-proposed
HotDQ,/data/0/entries/4/entries/7/entries/2/name,Mission to Thay,前往賽爾的使命,project-proposed
HotDQ,/data/0/entries/4/entries/7/entries/3/name,The Cult Strikes Back (Part 3),邪教反擊（第三部分）,project-proposed
HotDQ,/data/0/entries/4/entries/8/name,Stage 4,第四階段,project-proposed
HotDQ,/data/0/entries/4/entries/8/entries/0/name,Fourth Council of Waterdeep,深水城第四議會,project-proposed
HotDQ,/data/0/entries/4/entries/8/entries/1/name,Tiamat's Return,提亞馬特的歸來,project-proposed
HotDQ,/data/0/entries/4/entries/9/name,Advancement,提升,project-proposed
HotDQ,/data/0/entries/4/entries/10/name,Adventure Hooks,冒險引子,project-proposed
HotDQ,/data/0/entries/4/entries/10/entries/2/name,Recurring Villains,反覆出現的反派,project-proposed
HotDQ,/data/0/entries/4/entries/11/name,Additional Encounters,額外遭遇,project-proposed
HotDQ,/data/0/entries/4/entries/11/entries/1/name,Monstrous Uprising,怪物起義,project-proposed
HotDQ,/data/0/entries/4/entries/11/entries/2/name,Power of the Cult,邪教的力量,project-proposed
HotDQ,/data/0/entries/4/entries/11/entries/3/name,Devilish Demands,邪惡的要求,project-proposed
HotDQ,/data/0/entries/4/entries/11/entries/4/name,Captive Cultist,俘虜的邪教徒,project-proposed
HotDQ,/data/0/entries/4/entries/11/entries/5/name,Fallen Hero,墮落的英雄,project-proposed
HotDQ,/data/0/entries/4/entries/11/entries/6/name,Death at the Council,議會之死,project-proposed
HotDQ,/data/0/entries/5/name,Running the Adventure,運作冒險,project-proposed
HotDQ,/data/0/entries/7/name,Campaign Villains,戰役反派,project-proposed
HotDQ,/data/0/entries/7/entries/1/name,The Cult of the Dragon,龍巫教,project-proposed
HotDQ,/data/0/entries/7/entries/1/entries/3/name,Daily Operations,日常運作,project-proposed
HotDQ,/data/0/entries/7/entries/1/entries/4/name,Cult Structure,邪教結構,project-proposed
HotDQ,/data/0/entries/7/entries/1/entries/5/name,Wearers of Purple,紫衣者,project-proposed
HotDQ,/data/0/entries/7/entries/1/entries/6/name,The Inner Circle,內圈,project-proposed
HotDQ,/data/0/entries/7/entries/1/entries/7/name,Dissent in the Ranks,隊伍中的異議,project-proposed
HotDQ,/data/0/entries/7/entries/1/entries/8/name,Using the Cult of the Dragon,利用龍巫教,project-proposed
HotDQ,/data/0/entries/7/entries/2/name,Red Wizards of Thay,賽爾紅袍法師,project-proposed
HotDQ,/data/0/entries/7/entries/2/entries/2/name,Rath Modar's Ambition,拉斯·莫達的野心,project-proposed
HotDQ,/data/0/entries/7/entries/2/entries/3/name,Using the Red Wizards,利用紅法師,project-proposed
HotDQ,/data/0/entries/7/entries/3/name,Hosts of the Nine Hells,九層地獄的主人,project-proposed
HotDQ,/data/0/entries/7/entries/3/entries/5/name,Using Devils,利用惡魔,project-proposed
HotDQ,/data/0/entries/7/entries/4/name,Chromatic Dragons,色彩龍,existing-site
HotDQ,/data/0/entries/7/entries/4/entries/2/name,Using Chromatic Dragons,使用色彩龍,project-proposed
HotDQ,/data/0/entries/7/entries/5/name,Giants,巨人,existing-site
HotDQ,/data/0/entries/7/entries/5/entries/2/name,Using Giants,利用巨人,project-proposed
HotDQ,/data/0/entries/8/name,Campaign Allies,戰役盟友,project-proposed
HotDQ,/data/0/entries/8/entries/2/name,The Harpers,豎琴手聯盟,existing-site
HotDQ,/data/0/entries/8/entries/2/entries/3/name,Using the Harpers,利用豎琴手聯盟,project-proposed
HotDQ,/data/0/entries/8/entries/2/entries/4/name,Remallia Haventree,蕾米莉亞·港樹,existing-site
HotDQ,/data/0/entries/8/entries/3/name,The Order of the Gauntlet,鐵手套教團,existing-site
HotDQ,/data/0/entries/8/entries/3/entries/4/name,Using the Order of the Gauntlet,運用鐵手套教團,project-proposed
HotDQ,/data/0/entries/8/entries/3/entries/5/name,Ontharr Frume,昂塔爾·弗魯姆,existing-site
HotDQ,/data/0/entries/8/entries/4/name,The Emerald Enclave,翠綠閒庭,existing-site
HotDQ,/data/0/entries/8/entries/4/entries/3/name,Using the Emerald Enclave,運用翠綠閒庭,project-proposed
HotDQ,/data/0/entries/8/entries/4/entries/4/name,Delaan Winterhound,德拉安·溫特霍德,project-proposed
HotDQ,/data/0/entries/8/entries/5/name,The Lords' Alliance,領主聯盟,existing-site
HotDQ,/data/0/entries/8/entries/5/entries/3/name,Using the Lords' Alliance,利用領主聯盟,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/4/name,On the Council,在議會上,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/5/name,Lady Laeral Silverhand,萊拉·銀手女士,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/6/name,Lord Dagult Neverember,達格魯特·無燼,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/7/name,Ambassador Connerad Brawnanvil,大使康納拉德·布朗安維爾,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/8/name,Marshall Ulder Ravengard,馬歇爾·烏爾德·鴉衛,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/9/name,King Melandrach,梅蘭德拉克國王,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/10/name,"Taern ""Thunderspells"" Hornblade",塔恩 '雷咒' 霍恩布萊德,project-proposed
HotDQ,/data/0/entries/8/entries/5/entries/11/name,Sir Isteval,伊斯提瓦爾爵士,project-proposed
HotDQ,/data/0/entries/8/entries/6/name,The Zhentarim,散塔林會,existing-site
HotDQ,/data/0/entries/8/entries/6/entries/9/name,Using the Zhentarim,利用散塔林會,project-proposed
HotDQ,/data/0/entries/8/entries/6/entries/10/name,Rian Nightshade,瑞安·夜影,project-proposed
HotDQ,/data/0/entries/8/entries/7/name,Metallic Dragons,金屬龍,existing-site
HotDQ,/data/0/entries/8/entries/7/entries/1/name,Using Metallic Dragons,使用金屬龍,project-proposed
HotDQ,/data/0/entries/8/entries/8/name,Giants,巨人,existing-site
HotDQ,/data/0/entries/8/entries/8/entries/1/name,Using Giants,利用巨人,project-proposed
HotDQ,/data/1/name,Chapter 1: Greenest in Flames,第1章：燃燒的綠野鎮,project-proposed
HotDQ,/data/1/entries/4/name,Character Hooks,角色鉤子,project-proposed
HotDQ,/data/1/entries/5/name,The Approach,接近,project-proposed
HotDQ,/data/1/entries/6/name,General Features,通用特徵,project-proposed
HotDQ,/data/1/entries/6/entries/1/entries/0/entries/0/name,Light,光線,existing-site
HotDQ,/data/1/entries/6/entries/1/entries/0/entries/1/name,Fires,火堆,project-proposed
HotDQ,/data/1/entries/6/entries/1/entries/0/entries/2/name,The Stream,小溪,project-proposed
HotDQ,/data/1/entries/6/entries/2/name,Important Characters,重要人物,project-proposed
HotDQ,/data/1/entries/6/entries/2/entries/0/name,Governor Nighthill,夜丘總督,project-proposed
HotDQ,/data/1/entries/6/entries/2/entries/1/name,Castellan Escobert the Red,紅鬚堡主埃斯科伯特,project-proposed
HotDQ,/data/1/entries/7/name,Wandering Encounters,隨機遭遇,project-proposed
HotDQ,/data/1/entries/7/entries/3/entries/0/name,Chapter 1 Encounters,第1章 遭遇,project-proposed
HotDQ,/data/1/entries/7/entries/3/entries/0/entries/3/name,Stolen Treasure,被盜的寶藏,project-proposed
HotDQ,/data/1/entries/7/entries/4/name,Seek the Keep,尋找城堡,project-proposed
HotDQ,/data/1/entries/7/entries/4/entries/8/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/name,Missions,任務,project-proposed
HotDQ,/data/1/entries/8/entries/4/name,The Old Tunnel,古老的隧道,project-proposed
HotDQ,/data/1/entries/8/entries/4/entries/2/name,Locks,鎖,project-proposed
HotDQ,/data/1/entries/8/entries/4/entries/3/name,Foes,敵人,project-proposed
HotDQ,/data/1/entries/8/entries/4/entries/4/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/entries/5/name,The Sally Port,出擊口,project-proposed
HotDQ,/data/1/entries/8/entries/5/entries/4/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/entries/6/name,Dragon Attack,龍的攻擊,project-proposed
HotDQ,/data/1/entries/8/entries/6/entries/3/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/entries/7/name,Prisoners,囚犯,project-proposed
HotDQ,/data/1/entries/8/entries/7/entries/7/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/entries/8/name,Save the Mill,拯救磨坊,project-proposed
HotDQ,/data/1/entries/8/entries/8/entries/8/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/entries/9/name,Sanctuary,庇護術,existing-site
HotDQ,/data/1/entries/8/entries/9/entries/2/name,Foes,敵人,project-proposed
HotDQ,/data/1/entries/8/entries/9/entries/3/name,Arranging a Rescue,安排救援,project-proposed
HotDQ,/data/1/entries/8/entries/9/entries/4/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/entries/10/name,Half-Dragon Champion,半龍冠軍,project-proposed
HotDQ,/data/1/entries/8/entries/10/entries/10/name,Rewards,獎勵,project-proposed
HotDQ,/data/1/entries/8/entries/10/entries/11/name,Developments,發展,project-proposed
HotDQ,/data/2/name,Chapter 2: Raiders' Camp,第2章：襲擊者營地,project-proposed
HotDQ,/data/2/entries/9/name,Tracking the Raiders,追蹤襲擊者,project-proposed
HotDQ,/data/2/entries/9/entries/3/name,Cult of the Dragon Ranks,龍巫教等級,project-proposed
HotDQ,/data/2/entries/9/entries/4/name,Stragglers,掉隊者,project-proposed
HotDQ,/data/2/entries/9/entries/4/entries/5/name,Rewards,獎勵,project-proposed
HotDQ,/data/2/entries/9/entries/5/name,Rearguard,後衛,project-proposed
HotDQ,/data/2/entries/9/entries/5/entries/6/name,Developments,發展,project-proposed
HotDQ,/data/2/entries/9/entries/5/entries/7/name,Rewards,獎勵,project-proposed
HotDQ,/data/2/entries/10/name,The Camp,營地,project-proposed
HotDQ,/data/2/entries/10/entries/2/name,General Features,通用特徵,project-proposed
HotDQ,/data/2/entries/10/entries/2/entries/0/entries/0/name,Boulders,巨石,project-proposed
HotDQ,/data/2/entries/10/entries/2/entries/0/entries/1/name,Brush,刷子,project-proposed
HotDQ,/data/2/entries/10/entries/2/entries/0/entries/2/name,Caves,洞穴,project-proposed
HotDQ,/data/2/entries/10/entries/2/entries/0/entries/3/name,Guard Towers,守衛塔,project-proposed
HotDQ,/data/2/entries/10/entries/2/entries/0/entries/4/name,Prisoners,囚犯,project-proposed
HotDQ,/data/2/entries/10/entries/2/entries/0/entries/5/name,Slopes,斜坡,project-proposed
HotDQ,/data/2/entries/10/entries/2/entries/0/entries/6/name,Tents,帳篷,project-proposed
HotDQ,/data/2/entries/10/entries/3/name,Camp Alertness,營地警覺性,project-proposed
HotDQ,/data/2/entries/10/entries/3/entries/7/name,Captured!,被俘！,project-proposed
HotDQ,/data/2/entries/10/entries/4/name,Exploring the Camp,探索營地,project-proposed
HotDQ,/data/2/entries/10/entries/5/name,Leosin Erlanthar,雷歐辛·厄蘭塔,existing-site
HotDQ,/data/2/entries/11/name,Rewards,獎勵,project-proposed
HotDQ,/data/3/name,Chapter 3: Dragon Hatchery,第3章：龍孵化場,project-proposed
HotDQ,/data/3/entries/5/name,Abandoned Camp,廢棄營地,project-proposed
HotDQ,/data/3/entries/6/name,Dragon Hatchery,龍蛋孵化場,project-proposed
HotDQ,/data/3/entries/6/entries/1/name,General Features,通用特徵,project-proposed
HotDQ,/data/3/entries/6/entries/1/entries/0/entries/0/name,Ceilings,天花板,project-proposed
HotDQ,/data/3/entries/6/entries/1/entries/0/entries/1/name,Light,光線,existing-site
HotDQ,/data/3/entries/6/entries/1/entries/0/entries/2/name,Sound,聲音,existing-site
HotDQ,/data/3/entries/6/entries/2/name,Wandering Monsters,遊蕩怪物,project-proposed
HotDQ,/data/3/entries/6/entries/2/entries/1/name,Chapter 3 Encounters,第3章 遭遇戰,project-proposed
HotDQ,/data/3/entries/6/entries/3/name,1. Cave Entrance,1. 洞穴入口,project-proposed
HotDQ,/data/3/entries/6/entries/4/name,2. Concealed Passage,2. 隱藏通道,project-proposed
HotDQ,/data/3/entries/6/entries/5/name,3. Fungus Garden,3. 真菌花園,project-proposed
HotDQ,/data/3/entries/6/entries/5/entries/3/name,Trapped Stairs,樓梯陷阱,project-proposed
HotDQ,/data/3/entries/6/entries/6/name,4. Stirge Lair,4. 吸血怪巢穴,project-proposed
HotDQ,/data/3/entries/6/entries/7/name,5. Troglodyte Incursion,5. 穴蜥人入侵,project-proposed
HotDQ,/data/3/entries/6/entries/7/entries/3/name,Treasure,寶藏,existing-site
HotDQ,/data/3/entries/6/entries/8/name,6. Meat Locker,6. 肉類冷藏室,project-proposed
HotDQ,/data/3/entries/6/entries/8/entries/5/name,Trapped Curtain,陷阱簾幕,project-proposed
HotDQ,/data/3/entries/6/entries/9/name,7. Drake Nursery,7. 幼龍育嬰室,project-proposed
HotDQ,/data/3/entries/6/entries/9/entries/5/name,Spike Trap,尖刺陷阱,project-proposed
HotDQ,/data/3/entries/6/entries/10/name,8. Kobold Barracks,8. 狗頭人營房,project-proposed
HotDQ,/data/3/entries/6/entries/10/entries/2/name,Collapsing Trap,塌陷陷阱,project-proposed
HotDQ,/data/3/entries/6/entries/10/entries/3/name,Treasure,寶藏,existing-site
HotDQ,/data/3/entries/6/entries/11/name,9. Dragon Shrine,9. 龍神殿,project-proposed
HotDQ,/data/3/entries/6/entries/11/entries/13/name,Acid Trap,酸性陷阱,project-proposed
HotDQ,/data/3/entries/6/entries/11/entries/14/name,Treasure,寶藏,existing-site
HotDQ,/data/3/entries/6/entries/12/name,10. Dragon Hatchery,10. 龍巢,project-proposed
HotDQ,/data/3/entries/6/entries/12/entries/4/name,10A. Black Dragon Eggs,10A. 黑龍蛋,project-proposed
HotDQ,/data/3/entries/6/entries/12/entries/5/name,10B. Kobolds in Hiding,10B. 隱藏的狗頭人,project-proposed
HotDQ,/data/3/entries/6/entries/12/entries/5/entries/1/name,Glue Bomb,膠水炸彈,project-proposed
HotDQ,/data/3/entries/6/entries/12/entries/5/entries/2/name,Fire Bomb,火焰炸彈,project-proposed
HotDQ,/data/3/entries/6/entries/13/name,11. Frulam Mondath's Chamber,11. 弗魯拉姆·蒙達斯的房間,project-proposed
HotDQ,/data/3/entries/6/entries/13/entries/4/name,Developments,發展,project-proposed
HotDQ,/data/3/entries/6/entries/14/name,12. Guard Barracks,12. 警衛營房,project-proposed
HotDQ,/data/3/entries/6/entries/14/entries/2/name,Treasure,寶藏,existing-site
HotDQ,/data/3/entries/6/entries/15/name,13. Treasure Storage,13. 寶藏儲藏,project-proposed
HotDQ,/data/3/entries/7/name,Rewards,獎勵,project-proposed
HotDQ,/data/4/name,Chapter 4: On the Road,第4章：在路上,project-proposed
HotDQ,/data/4/entries/4/name,Elturel,埃爾託瑞爾,project-proposed
HotDQ,/data/4/entries/4/entries/4/name,The Order of the Gauntlet,鐵手套教團,existing-site
HotDQ,/data/4/entries/4/entries/5/name,The Mission,任務,project-proposed
HotDQ,/data/4/entries/5/name,Baldur's Gate,博德之門,project-proposed
HotDQ,/data/4/entries/5/entries/3/name,Hiring Out,接受僱傭,project-proposed
HotDQ,/data/4/entries/5/entries/3/entries/6/name,Hiring Out,接受僱傭,project-proposed
HotDQ,/data/4/entries/6/name,Fellow Travelers,同行旅伴,project-proposed
HotDQ,/data/4/entries/6/entries/1/name,Key Nonplayer Characters,關鍵非玩家角色,project-proposed
HotDQ,/data/4/entries/6/entries/2/name,Other Nonplayer Characters,其他非玩家角色,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/0/name,Achreny Ulyeltin (Male Human Merchant),阿克雷尼·尤利爾廷（男性人類商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/1/name,Aldor Urnpoleshurst (Male Human Lawyer),阿爾多·厄姆普爾斯赫斯特（男性人類律師）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/2/name,Beyd Sechepol (Male Half-Elf Merchant),貝德·塞切波爾（男性半精靈商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/3/name,Edhelri Lewel (Female Moon Elf Merchant),埃德爾莉·勒韋爾（女性月精靈商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/4/name,Eldkin Agetul (Female Shield Dwarf Guard),艾爾德金·阿格圖爾（女性盾矮人守衛）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/5/name,Enom Tobun (Male Lightfoot Halfling Teamster),伊諾姆·託邦（男性輕足半身人馬車伕）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/6/name,Green Imsa (Female Human Traveler),格林·伊姆薩（女性人類旅行者）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/7/name,Lai Angesstun (Male Gold Dwarf Merchant),萊·安格斯通（男性金矮人商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/8/name,Lasfelro the Silent (Male Human Merchant),拉斯費爾羅·寂靜（男性人類商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/9/name,Leda Widris (Female Human Guard),萊達·威德里斯（女性人類守衛）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/10/name,Losvius Longnose (Male Lightfoot Halfling Teamster),洛斯維烏斯·朗諾斯（男性輕足半身人馬車伕）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/11/name,Noohar Serelim (Male Moon Elf Merchant),諾哈·塞雷林（男性月精靈商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/12/name,Nyerhite Verther (Male Human Merchant),尼爾赫特·維爾瑟（男性人類商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/13/name,Orvustia Esseren (Female Human Guard),奧維斯蒂亞·埃瑟倫（女性人類守衛）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/14/name,Oyn Evenmor (Male Human Merchant),奧因·埃文摩爾（男性人類商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/15/name,Radecere Perethun (Male Rock Gnome Traveler),拉德賽爾·佩雷瑟恩（男性岩石地侏旅行者）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/16/name,Samardag the Hoper (Male Human Merchant),薩瑪達格·希望者（男性人類商人）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/17/name,Sulesdeg the Pole (Male Human Guard),蘇勒斯德格·波爾（男性人類守衛）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/18/name,Tyjit Skesh (Female Shield Dwarf Guard),泰吉特·斯凱什（女性盾矮人守衛）,project-proposed
HotDQ,/data/4/entries/6/entries/2/entries/1/entries/19/name,Werond Torohar (Female Human Teamster),韋龍德·託羅哈爾（女性人類車伕）,project-proposed
HotDQ,/data/4/entries/7/name,Life on the Road,路上的生活,project-proposed
HotDQ,/data/4/entries/8/name,Random Road Events,隨機道路事件,project-proposed
HotDQ,/data/4/entries/8/entries/6/entries/0/name,Trade Way Events,貿易之路事件,project-proposed
HotDQ,/data/4/entries/8/entries/7/name,Adventuring Life,冒險生活,project-proposed
HotDQ,/data/4/entries/8/entries/8/name,Animal Abuse,動物虐待,project-proposed
HotDQ,/data/4/entries/8/entries/9/name,Bane of the Mountains,山嶽之敵,existing-site
HotDQ,/data/4/entries/8/entries/10/name,Contraband,走私品,project-proposed
HotDQ,/data/4/entries/8/entries/11/name,Everything Has a Price,萬物皆有價,project-proposed
HotDQ,/data/4/entries/8/entries/12/name,Fungus Humongous,巨大真菌,project-proposed
HotDQ,/data/4/entries/8/entries/13/name,The Golden Stag,金色鹿,project-proposed
HotDQ,/data/4/entries/8/entries/14/name,Payback,報復,project-proposed
HotDQ,/data/4/entries/8/entries/15/name,No Room at the Inn,客棧無空房,project-proposed
HotDQ,/data/4/entries/8/entries/16/name,Roadside Hospitality,路邊的款待,project-proposed
HotDQ,/data/4/entries/8/entries/17/name,Spider Woods,蜘蛛森林,project-proposed
HotDQ,/data/4/entries/8/entries/18/name,Stranded,擱淺,project-proposed
HotDQ,/data/4/entries/9/name,Planned Road Events,計劃中的道路事件,project-proposed
HotDQ,/data/4/entries/9/entries/1/name,Recognized!,識別成功！,project-proposed
HotDQ,/data/4/entries/9/entries/2/name,Unwanted Attention,不受歡迎的關注,project-proposed
HotDQ,/data/4/entries/9/entries/3/name,Who's Your Friend?,誰是你的朋友？,project-proposed
HotDQ,/data/4/entries/9/entries/4/name,Murder Most Foul,最惡劣的謀殺,project-proposed
HotDQ,/data/5/name,Chapter 5: Construction Ahead,第5章：前方施工,project-proposed
HotDQ,/data/5/entries/2/name,Waterdeep,深水城,project-proposed
HotDQ,/data/5/entries/3/name,"Northbound, Again",再次北行,project-proposed
HotDQ,/data/5/entries/3/entries/3/name,Encounters North of Waterdeep,深水城以北的遭遇,project-proposed
HotDQ,/data/5/entries/3/entries/3/entries/2/name,Encounters North of Waterdeep,深水城以北的遭遇,project-proposed
HotDQ,/data/5/entries/4/name,Carnath Roadhouse,卡納特客棧,project-proposed
HotDQ,/data/5/entries/4/entries/1/name,Essential Ingredients,必需成分,project-proposed
HotDQ,/data/5/entries/4/entries/2/name,1. Courtyard,1. 庭院,project-proposed
HotDQ,/data/5/entries/4/entries/3/name,2. Stables,2. 馬廄,project-proposed
HotDQ,/data/5/entries/4/entries/4/name,3. Warehouse,3. 倉庫,project-proposed
HotDQ,/data/5/entries/4/entries/5/name,4. Strong Room,4. 堅固房間,project-proposed
HotDQ,/data/5/entries/4/entries/6/name,5. Rooms,5. 房間,project-proposed
HotDQ,/data/5/entries/4/entries/7/name,6. Bog Luck's Room,6. 博格·勒克的房間,project-proposed
HotDQ,/data/5/entries/4/entries/8/name,7. Ardred Briferhew's Room,7. 阿德雷德·布里弗休的房間,project-proposed
HotDQ,/data/5/entries/4/entries/9/name,8. Kitchen,8. 廚房,project-proposed
HotDQ,/data/5/entries/5/name,Tracking the Load,追蹤貨物,project-proposed
HotDQ,/data/5/entries/6/name,Grudge Match,恩怨對決,project-proposed
HotDQ,/data/6/name,Chapter 6: Castle Naerytar,第6章：納里塔城堡,project-proposed
HotDQ,/data/6/entries/4/name,Traveling to the Castle,前往城堡,project-proposed
HotDQ,/data/6/entries/4/entries/1/entries/0/name,Day 1,第一天,project-proposed
HotDQ,/data/6/entries/4/entries/1/entries/1/name,Evening 1,第一天晚上,project-proposed
HotDQ,/data/6/entries/4/entries/1/entries/2/name,Day 2,第二天,project-proposed
HotDQ,/data/6/entries/4/entries/2/name,Mere of Dead Men Random Encounters,死水潭隨機遭遇,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/name,Mere of Dead Men Encounters,死靈之湖遭遇,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/1/name,Bullywugs,啵靈蛙,existing-site
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/2/name,Crocodiles,鱷魚,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/3/name,Giant Frogs,巨蛙,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/4/name,Giant Lizards,巨蜥,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/5/name,Giant Spiders,巨蜘蛛,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/6/name,Lizardfolk,蜥蜴人,existing-site
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/7/name,Quicksand,流沙,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/8/name,Shambling Mound,蔓生怪,existing-site
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/9/name,Will-o'-Wisps,鬼火,project-proposed
HotDQ,/data/6/entries/4/entries/2/entries/1/entries/10/name,Yuan-ti Hunting Party,蛇人狩獵隊,project-proposed
HotDQ,/data/6/entries/5/name,Castle Naerytar,納里塔城堡,project-proposed
HotDQ,/data/6/entries/5/entries/4/name,Factions,派系,project-proposed
HotDQ,/data/6/entries/5/entries/4/entries/2/name,Cult of the Dragon,龍巫教,project-proposed
HotDQ,/data/6/entries/5/entries/4/entries/3/name,Bullywugs,啵靈蛙,existing-site
HotDQ,/data/6/entries/5/entries/4/entries/4/name,Lizardfolk,蜥蜴人,existing-site
HotDQ,/data/6/entries/5/entries/4/entries/5/name,Red Wizards,紅袍巫師,project-proposed
HotDQ,/data/6/entries/5/entries/4/entries/6/name,Voaraghamanthar,沃拉加曼薩爾,project-proposed
HotDQ,/data/6/entries/6/name,Squaring Off Against the Cult of the Dragon,與龍巫教對峙,project-proposed
HotDQ,/data/6/entries/7/name,Approaching Castle Naerytar,接近納里塔城堡,project-proposed
HotDQ,/data/6/entries/8/name,Outside Castle Naerytar,在納里塔城堡之外,project-proposed
HotDQ,/data/6/entries/8/entries/3/name,1. Landing,1. 登陸,project-proposed
HotDQ,/data/6/entries/8/entries/4/name,2. Animal Stockade,2. 動物圍欄,project-proposed
HotDQ,/data/6/entries/8/entries/5/name,3. Longhouses,3. 長屋,project-proposed
