category,english,source,zh_tw,status,existing_files
creature,Acolyte,,侍僧,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,Adult black dragon,MM,成年黑龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ambush Drake,HotDQ,伏擊龍獸,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Awakened Tree,,啟蒙樹木,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Azbara Jos,HotDQ,阿茲巴拉·喬斯,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Bandit,,匪徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Barbed Devil,,蝟魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bearded Devil,,須魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Berserker,,狂戰士,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Blagothkus,HotDQ,布拉戈提庫斯,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Bullywug,,啵靈蛙,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/races.json
creature,Captain Othelstan,HotDQ,奧瑟斯坦隊長,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Chuul,,甲伏怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Commoner,,平民,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Crocodile,,鱷魚,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Cult Fanatic,,邪教狂信者,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Cultist,,邪教徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Diderius,RoT,迪德里烏斯,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Doppelganger,,變形怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/reference-pages/charcreationoptions.json
creature,Dragonclaw,HotDQ,龍爪,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Dragonfang,RoT,龍牙,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Dragonsoul,RoT,龍魂,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Dragonwing,HotDQ,龍翼,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json
creature,Dralmorrer Borngray,HotDQ,德拉莫瑞·灰生,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Earth Elemental,,土元素,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ettercap,,伊特怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ettin,,雙頭巨人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Flesh Golem,,血肉魔像,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Frulam Mondath,HotDQ,弗魯蘭·蒙達斯,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Galvan,RoT,加爾文,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Gargoyle,,石像鬼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Giant Centipede,,巨蜈蚣,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Giant Frog,,巨蛙,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Giant Lizard,,巨蜥,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Giant Spider,,巨蜘蛛,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Guard,,警衛,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,Guard Drake,HotDQ,守衛龍獸,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-vgm.json
creature,Half-blue dragon gladiator,RoT,半藍龍角鬥士,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Half-green dragon assassin,RoT,半綠龍刺客,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Half-red dragon gladiator,RoT,半紅龍角鬥士,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Harshnag,SKT,哈什納格,existing-site,data/zh-TW/bestiary/bestiary-skt.json;data/zh-TW/bestiary/fluff-bestiary-skt.json
creature,Helmed Horror,,恐怖鎧甲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Hill Giant,,山丘巨人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Hobgoblin,,大地精,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/fluff-races.json;data/zh-TW/character-options/races.json
creature,Ice Toad,RoT,冰蟾蜍,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json
creature,Ice Troll,RoT,冰巨魔,existing-site,data/zh-TW/bestiary/bestiary-idrotf.json;data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-idrotf.json
creature,Iskander,RoT,伊斯坎德爾,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json
creature,Jamna Gleamsilver,HotDQ,賈姆娜·爍銀,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Kobold,,狗頭人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/fluff-races.json;data/zh-TW/character-options/races.json
creature,Langdedrosa Cyanwrath,HotDQ,蘭德卓薩·青怒,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Leosin Erlanthar,HotDQ,雷歐辛·厄蘭塔,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Linan Swift,HotDQ,利南·斯威夫特,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json
creature,Lizardfolk,MM,蜥蜴人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/fluff-races.json;data/zh-TW/character-options/races.json
creature,Maccath the Crimson,RoT,緋紅的麥卡絲,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json
creature,Mage,,魔法師,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Mage,MM,魔法師,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Marfulb,RoT,馬伕爾布,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Mend-nets,RoT,修補網,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Merrow,MM,邁羅人魚,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-lfl.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Mezzoloth,MM,毒蟲羅斯魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Naergoth Bladelord,RoT,納爾戈斯·劍領主,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json
creature,Neronvain,RoT,內洛維,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json
creature,Noble,,貴族,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,Nycaloth,MM,征伐羅斯魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ogre,,食人魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mtf.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ontharr Frume,HotDQ,昂塔爾·弗魯姆,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Orc,,獸人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/fluff-races.json;data/zh-TW/character-options/races.json;data/zh-TW/reference-pages/fluff-languages.json;data/zh-TW/reference-pages/languages.json
creature,Peryton,,鹿鷹,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Pharblex Spattergoo,HotDQ,法佈列斯·濺黏,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Polar bear,MM,白熊,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Raggnar Redtooth,HotDQ,拉格納·紅齒,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json
creature,Rath Modar,HotDQ,拉斯·莫達,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Red Wizard,RoT,紅袍巫師會,existing-site,data/zh-TW/bestiary/bestiary-rot.json
creature,Rezmir,HotDQ,瑞茲米爾,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Sandesyl Morgia,HotDQ,桑德西爾·莫吉亞,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Scout,,斥侯,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,Scrag,TftYP,斯卡格,existing-site,data/zh-TW/bestiary/bestiary-tftyp.json
creature,Severin,RoT,賽維林,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json
creature,Shambling mound,MM,蔓生怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Specter,,惡靈,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Stirge,,蚊蝠,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Stone Giant,,石巨人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Stone Golem,,石魔像,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Talis the White,HotDQ,白袍塔利斯,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Tiamat,RoT,提亞馬特,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json;data/zh-TW/reference-pages/deities.json
creature,Trepsin,HotDQ,特雷普辛,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,Tribal Warrior,,部族武者,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Troglodyte,,穴蜥人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/races.json
creature,Troll,,巨魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mtf.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Turlang,SKT,圖爾朗,existing-site,data/zh-TW/bestiary/bestiary-skt.json
creature,Varram,RoT,瓦拉姆,existing-site,data/zh-TW/bestiary/bestiary-rot.json;data/zh-TW/bestiary/fluff-bestiary-rot.json
creature,Veteran,,老兵,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Vulture,,禿鷲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Wight,,屍妖,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Will-o'-Wisp,,鬼火,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Winged Kobold,,帶翼狗頭人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Wraith,,邪靈,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-ps-z.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-ps-z.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Wyvern,,飛龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Young blue dragon,MM,青年藍龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Young red dragon,MM,青年紅龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Yuan-ti Pureblood,,純血原體蛇人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/fluff-races.json;data/zh-TW/character-options/races.json
creature,acolyte,MM,侍僧,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,adult blue dragon,MM,成年藍龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,adult green dragon,MM,成年綠龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,adult white dragon,MM,成年白龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,air elemental,MM,氣元素,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,ambush drake,HotDQ,伏擊龍獸,existing-site,data/zh-TW/bestiary/bestiary-hotdq.json;data/zh-TW/bestiary/fluff-bestiary-hotdq.json
creature,animated armor,MM,活化盔甲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,assassin,MM,刺客,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,blue dragon wyrmling,MM,藍龍雛龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,bone devil,MM,骨魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,bullywug,MM,啵靈蛙,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/races.json
creature,chimera,MM,奇美拉,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,clay golem,MM,粘土魔像,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,commoner,MM,平民,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,cult fanatic,MM,邪教狂信者,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,cultist,MM,邪教徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,cyclops,MM,獨眼巨人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,dao,MM,土巨靈,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-warlock.json
