english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Abernathy Vernus,阿伯納西·維爾納斯,project-proposed,canonical-name,KftGV,169,data/11/entries/8/entries/7/entries/3/entries/1,3,"{@b Abernathy Vernus} (lawful evil {@creature cambion}) is a friendly, ingratiating fellow who claims to have won a free tour aboard the Concordant Express. He insists that others call him Vern. No other passengers occupy his cabin (the one marked ""a"" on {@area map 11.2|422|x}), which Vern shares with a {@creature monodrone} valet that answers to the name Higglesworth.",
About Joster Mareet,關於喬斯特·馬裡特,project-proposed,heading-only,KftGV,107,data/7/entries/7/entries/4/name,1,About Joster Mareet,
About Sythian Skalderang,關於西提安·斯考德蘭,project-proposed,heading-only,KftGV,107,data/7/entries/7/entries/3/name,1,About Sythian Skalderang,
About the Conservatory,關於音樂學院,project-proposed,heading-only,KftGV,107,data/7/entries/7/entries/2/name,1,About the Conservatory,
About the Shard Solitaire,關於鑽石孤鑽,project-proposed,heading-only,KftGV,190,data/12/entries/9/entries/5/entries/21/entries/7/items/0/name,1,About the Shard Solitaire,
About the Students,關於學生們,project-proposed,heading-only,KftGV,108,data/7/entries/7/entries/5/name,1,About the Students,
Absolution Council Meetings,赦免委員會會議,project-proposed,heading-only,KftGV,66,data/4/entries/8/entries/9/entries/21/entries/2/name,1,Absolution Council Meetings,
Acheron,修羅場,project-proposed,canonical-name,KftGV,165,data/11/entries/7/entries/7/entries/3/rows/0/1,1,"Acheron. The train flies over a vast battlefield where legions of devils clash with hordes of demons. Whenever one creature aboard the train deals damage to another creature aboard the train, both take 4 ({@dice 1d8}) psychic damage.",
Acquiring the Key,獲取鑰匙,project-proposed,heading-only,KftGV,67,data/4/entries/8/entries/10/entries/6/entries/1/items/3/entry,2,"Purple and blue knotwork and runes run down her right arm, across the back of her right hand, and down the length of each finger. The runes on her fingers, known as the keystone tattoo, form the key to the vault in Gauntlgrym. The characters must acquire this key to complete their mission (see ""{@area Acquiring the Key|18b|x}"" below).",
Across Volcanic Terrain,穿越火山地形,project-proposed,heading-only,KftGV,198,data/13/entries/7/entries/5/entries/1/items/0/name,1,Across Volcanic Terrain,
Additional Considerations,其他考慮因素,project-proposed,heading-only,KftGV,198,data/13/entries/7/entries/6/name,1,Additional Considerations,
Adrisa,阿德莉莎,project-proposed,canonical-name,KftGV,87,data/6/entries/1,23,"A group of scholars and sages known as the Cognoscenti Esoterica recently purchased a painting of Constantori, a famous courtier rumored to once have been the most beautiful man alive. The portrait supposedly has occult properties, but before the sages could study it, the painting was stolen by the Agile Hand, a thieves' guild. In this adventure, the characters must retrieve the portrait of Constantori from the Agile Hand's guildhouse and return it to Adrisa Carimorte, a member of the Cognoscenti Esoterica.",
Adrisa Carimorte,阿德莉莎·卡里莫特,project-proposed,canonical-name,KftGV,87,data/6/entries/1,7,"A group of scholars and sages known as the Cognoscenti Esoterica recently purchased a painting of Constantori, a famous courtier rumored to once have been the most beautiful man alive. The portrait supposedly has occult properties, but before the sages could study it, the painting was stolen by the Agile Hand, a thieves' guild. In this adventure, the characters must retrieve the portrait of Constantori from the Agile Hand's guildhouse and return it to Adrisa Carimorte, a member of the Cognoscenti Esoterica.",
Adulare,阿杜拉雷,project-proposed,canonical-name,KftGV,177,data/12/entries/1,19,"Every year during the winter solstice, {@creature Zorhanna Adulare|KftGV} holds a grand gala in Paliset Hall, her palatial retreat in the Feywild. The characters are hired to infiltrate the gala and steal Zorhanna's {@item Shard Solitaire (Diamond)|KftGV|shard solitaire}, a magical diamond with peculiar properties. As the evening unfolds, they learn that nothing is quite what it seems.",阿杜拉德
Adulares,阿杜拉雷家族,project-proposed,canonical-name,KftGV,179,data/12/entries/6/entries/0,7,"As they travel to Loch Wynnis in the company of Fifel, the characters can ask the satyr for information about the {@item Shard Solitaire (Diamond)|KftGV|shard solitaire}, the Adulares, the winter solstice gala, and Paliset Hall.",阿杜拉家族
Adventure Background,冒險背景,project-proposed,heading-only,KftGV,11,data/1/entries/3/name,15,Adventure Background,
Adventure Hooks,冒險引子,project-proposed,heading-only,KftGV,24,data/1/entries/8/entries/3/entries/1/entries/0,9,"If the characters bring the Murkmire Stone to Dr. Dannell before it hatches, use the following adventure hooks to continue their story.",
Affair on the Concordant Express,協和快車上的事件,project-proposed,heading-only,KftGV,5,data/0/entries/3/entries/5/entries/3/rows/10/0,3,{@adventure Affair on the Concordant Express|KftGV|11},
Afterlife Casino Locations,來世賭場地點,project-proposed,heading-only,KftGV,35,data/2/entries/7/entries/7/name,1,Afterlife Casino Locations,
Agile Hand Guildhouse,敏捷之手公會館,project-proposed,heading-only,KftGV,91,data/6/entries/8/name,1,Agile Hand Guildhouse,
Ain't Foolin' No One,不是在愚弄任何人,project-proposed,heading-only,KftGV,38,data/2/entries/7/entries/7/entries/17/entries/5/name,1,Ain't Foolin' No One,
Akharin Sangar,阿卡林桑加爾,project-proposed,canonical-name,KftGV,161,data/11/entries/3/entries/3,4,"Fiendish foes set their sights on {@creature the Stranger|KftGV}, forcing {@creature the Stranger|KftGV} to flee to the Material Plane and take refuge in the city-state of Akharin Sangar, which is ruled by a powerful angelic being. ({@adventure Akharin Sangar|JttRC|11|Akharin Sangar Gazetteer} is detailed further in {@adventure Journeys through the Radiant Citadel|JttRC}). But {@creature the Stranger|KftGV} underestimated the vigilance of Akharin Sangar's celestial host and was caught impersonating an angel. When {@creature the Stranger|KftGV} refused to divulge any information about themself, a deva enforcer named Omid was tasked with delivering {@creature the Stranger|KftGV} to Mechanus to stand trial. The prisoner was clamped in {@item dimensional shackles} and taken aboard the Concordant Express for safe transport.",
Alarm,警報術,existing-site,heading-only,KftGV,7,data/0/entries/5/entries/3/entries/1,42,"You can add a rival crew to an adventure at any time. When you do, make it clear to the characters that they have competition. The characters might see evidence of their rivals, such as an alarm that has already been disabled or an {@condition incapacitated} guard. At some point, the characters might even catch their rivals trying to steal the adventure's MacGuffin from right under their noses!",
Alarms,警報,project-proposed,heading-only,KftGV,13,data/1/entries/5/entries/5/entries/7/entries/1/entries/0,21,"Dr. Dannell gives the characters her sketch of the museum (see map 1.1) before they leave for the gala. Although she's a brilliant academic, Dr. Dannell is neither an architect nor a burglar. Her map is based on the public map of the museum's exhibits, so it is incomplete and lacks information about the museum's security measures. For instance, Dr. Dannell knows the museum is outfitted with alarms after it closes to the public, but she doesn't know where those alarms are located or how to bypass them.",
Alda,阿爾達,project-proposed,canonical-name,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/0/1,21,"Museum curator Alda Arkin hires the rivals to steal the Murkmire Stone, a curiosity she knows would fetch a high price on the black market.",艾爾達
Alda Arkin,阿爾達·阿金,project-proposed,canonical-name,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/0/1,11,"Museum curator Alda Arkin hires the rivals to steal the Murkmire Stone, a curiosity she knows would fetch a high price on the black market.",
Alda's Clutch,阿爾達的緊握,project-proposed,heading-only,KftGV,18,data/1/entries/6/entries/5/entries/7/entries/2/name,2,Alda's Clutch,
Allosaurus,異特龍,existing-site,heading-only,KftGV,22,data/1/entries/7/entries/2/entries/13/entries/0/entries/0,5,"The intact skeletons of several large prehistoric monsters are on display here, including the museum's most famous display: the beautifully preserved body of an allosaurus, its leathery skin appearing supple to the touch. An informational placard next to the dinosaur explains it died in the Murkmire millennia ago and was naturally preserved. Display cases along the room's walls hold fossils of other ancient local predators.",
Altar Deities,祭壇神祇,project-proposed,heading-only,KftGV,144,data/9/entries/10/entries/3/entries/14/entries/2/name,1,Altar Deities,
Alyrria,艾莉莉雅,project-proposed,canonical-name,KftGV,112,data/7/entries/8/entries/9/entries/2/entries/4/entries/0,1,"The painting above the mantelpiece depicts {@creature Sythian Skalderang|KftGV}'s parents, Vexxis and Alyrria. The smaller portraits in the room were painted by Joster and depict Sythian's students, past and present.",
Aminta,阿明塔,project-proposed,canonical-name,KftGV,135,data/9/entries/8/entries/0,38,"Two decades ago, an elf archivist named {@creature Rilago|KftGV} found crumbling journals and architectural plans in his family's ancestral library that mentioned a tomb beneath Oztocan. The town's mayor refused to allow {@creature Rilago|KftGV} to mount an excavation, but the mayor's daughter, Aminta, overheard their conversation and became obsessed with finding the tomb.",
Aminta Solana,阿明塔·索拉納,project-proposed,canonical-name,KftGV,137,data/9/entries/9/entries/4/entries/0,2,"Tavio and Aminta Solana are the children of the town's previous mayor, the late Nadario Solana. Oztocan has no aristocracy, but the Solana family is the next closest thing.",
Aminta's Whereabouts,阿明塔的下落,project-proposed,heading-only,KftGV,137,data/9/entries/9/entries/4/entries/2/entries/2/items/1/name,1,Aminta's Whereabouts,
Anaïs Bellefleur,阿娜伊絲·貝爾弗勒,project-proposed,canonical-name,KftGV,36,data/2/entries/7/entries/7/entries/12/entries/0/rows/0/0,3,Anaïs Bellefleur,
Angelic Statue,天使雕像,project-proposed,heading-only,KftGV,168,data/11/entries/8/entries/4/entries/3/name,1,Angelic Statue,
Angry Wraiths,憤怒的幽靈,project-proposed,heading-only,KftGV,146,data/9/entries/10/entries/3/entries/23/entries/2/name,1,Angry Wraiths,
Angryn Sheselitte,安格林·謝瑟利特,project-proposed,canonical-name,KftGV,130,data/8/entries/7/entries/3/entries/16/entries/2/entries/1/items/4/entry,1,"The card reads, ""Used to assassinate Prince Angryn Sheselitte. Nonmagical."" This dagger is unremarkable, though high quality. (The dagger is worth 1,000 gp as a collector's item.)",
Animated Armor,活化盔甲,existing-site,heading-only,KftGV,16,data/1/entries/6/entries/4/entries/5/entries/2/entries/0,10,The statues that flank the front desk in {@area area V1|035|x} and the statue next to the stairs in {@area area V12|05f|x} can animate after hours to attack intruders. These statues use the {@creature animated armor} stat block. Causing a statue to animate alerts any guards in that area.,
Animated Statues,活化雕像,existing-site,heading-only,KftGV,16,data/1/entries/6/entries/4/entries/5/entries/2/name,2,Animated Statues,
Anisetta,安妮瑟塔,project-proposed,canonical-name,KftGV,187,data/12/entries/9/entries/5/entries/9/entries/1,5,"Two {@creature Satyr||satyrs} and three {@creature Pixie||pixies} busy themselves with cooking tasks. The dour {@creature dryad} head chef, Anisetta, lords over the kitchen and barks out orders. Anisetta also carries a key for the storage closets in the cellar ({@area area P18|4a9|x}) but doesn't recall anything important being stored in them.",
Another Stone,另一塊石頭,project-proposed,heading-only,KftGV,24,data/1/entries/8/entries/3/entries/1/entries/1/name,1,Another Stone,
Approaching Brimstone Hold,接近硫磺堡,project-proposed,heading-only,KftGV,198,data/13/entries/7/entries/5/name,1,Approaching Brimstone Hold,
Approaching the Mayor,接近市長,project-proposed,heading-only,KftGV,137,data/9/entries/9/entries/4/entries/2/entries/2/items/0/name,1,Approaching the Mayor,
Approaching the Prison,抵達監獄,project-proposed,heading-only,KftGV,56,data/4/entries/6/entries/6/entries/1/items/0/entry,2,"The prison staff rotate out periodically. Varrin knows the schedule of the next rotation, and his agents are standing by to capture a number of guards and cooks so the characters can take their place (see ""{@area Approaching the Prison|150|x}"").",
Architectural Anomalies,建築異常,project-proposed,heading-only,KftGV,182,data/12/entries/9/entries/1,2,"Attempts by the Far Realm entity to escape from the {@item Shard Solitaire (Diamond)|KftGV|shard solitaire} have caused extraplanar energy to leak into Paliset Hall. This wayward energy has settled in the basement and is causing architectural anomalies to manifest briefly throughout the manor (see ""General Features"" below).",
Arrival,抵達,project-proposed,heading-only,KftGV,28,data/2/entries/5/entries/2/entries/9/entries/1/items/0/name,12,Arrival,
Arrival in Oztocan,抵達奧茲托坎,project-proposed,heading-only,KftGV,136,data/9/entries/9/entries/2/name,1,Arrival in Oztocan,
Arriving at the Casino,抵達賭場,project-proposed,heading-only,KftGV,30,data/2/entries/7/entries/2/name,1,Arriving at the Casino,
Arriving at the Mansion,到達豪宅,project-proposed,heading-only,KftGV,44,data/3/entries/9/entries/1/name,1,Arriving at the Mansion,
Arrow Slits,箭垛,project-proposed,heading-only,KftGV,59,data/4/entries/8/entries/5/entries/1/entries/0,17,"Perched on a high cliff overlooking the Sea of Moving Ice is a bleak stone fortress carved from a gigantic, blade-shaped rock. A central tower looms above the rest of the fortress, and light leaks from its arrow slits. Four smaller towers rise from the outermost corners of the fortress, and guards can be seen atop them.",
Art Department,美術部門,project-proposed,heading-only,KftGV,,data/14/entries/0/items/1/entries/0/entries/0/items/3/name,1,Art Department,
Art Director,美術指導,project-proposed,heading-only,KftGV,,data/14/entries/0/items/0/items/1/name,2,Art Director,
Ashen Creatures,灰燼生物,project-proposed,heading-only,KftGV,149,data/10/entries/3/entries/6/name,8,Ashen Creatures,
Ashen Defenders,灰燼守護者,project-proposed,heading-only,KftGV,150,data/10/entries/5/entries/4/items/0/name,1,Ashen Defenders,
Astolko,阿斯托爾科,project-proposed,canonical-name,KftGV,149,data/10/entries/1,2,"Ghalasine is under a terrible curse. An evil spellcaster has enacted a ritual to siphon life from the city's people and reduce the city itself to ash. Powering the ritual is the heart of Ghalasine's vanquished leader, {@creature King Jhaeros|KftGV} Astolko. In this adventure, the characters must infiltrate Castle Cinis and recover the king's heart to end the ritual, thereby saving Ghalasine.",
At the Brine Widow,在鹽水寡婦,project-proposed,heading-only,KftGV,27,data/2/entries/4/entries/1/entries/0,3,"""Greetings, operatives. An ally of the Golden Vault named Verity Kye had her life's savings stolen from her by a devious gambling partner. We've found an opportunity to right this wrong. This quest, should you choose to undertake it, requires you to infiltrate the Afterlife Casino and steal a statuette and a sum of money. Meet with Verity at the Brine Widow tavern to learn more details. Good luck, operatives.""",
Attending the Gala,參加晚會,project-proposed,heading-only,KftGV,16,data/1/entries/6/entries/4/entries/5/entries/3/entries/0,3,"If the characters don't carefully remove the Murkmire Stone from its pedestal in area V13, {@spell arcane lock} spells cause all doors leading to the room (including secret doors) to close and lock. As an action, a character can either try to unlock a door using thieves' tools, doing so with a successful {@dc 20} Dexterity check, or force open the door by succeeding on a {@dc 20} Strength ({@skill Athletics}) check. The characters can learn about this security measure by attending the gala (see the ""{@area Attending the Gala|02c|x}"" section).",
Attic Skylight,閣樓天窗,project-proposed,heading-only,KftGV,17,data/1/entries/6/entries/4/entries/9/entries/1/items/1/name,2,Attic Skylight,
Attic or Basement,閣樓或地下室,project-proposed,heading-only,KftGV,17,data/1/entries/6/entries/4/entries/8/entries/1/items/2/name,1,Attic or Basement,
Auberge Aurore,晨曦客棧,project-proposed,canonical-name,KftGV,181,data/12/entries/7/entries/5/entries/1/name,4,Auberge Aurore,晨曦客棧（Auberge Aurore）
Avoid Cavemouth,避開洞口區,project-proposed,heading-only,KftGV,74,data/5/entries/8/entries/4/entries/2/items/1/name,1,Avoid Cavemouth,
Avoiding Confrontation,避免衝突,project-proposed,heading-only,KftGV,198,data/13/entries/7/entries/6/entries/1/items/2/name,1,Avoiding Confrontation,
Avoiding Statues,避開雕像,project-proposed,heading-only,KftGV,16,data/1/entries/6/entries/4/entries/7/entries/1/items/0/name,1,Avoiding Statues,
Axe from the Grave,墳墓之斧,project-proposed,heading-only,KftGV,5,data/0/entries/3/entries/5/entries/3/rows/6/0,3,{@adventure Axe from the Grave|KftGV|7},
Axebreaker,碎斧,project-proposed,canonical-name,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/3/1,22,"Horath Axebreaker (lawful evil, dwarf {@creature veteran}) hires the rivals to retrieve a copy of {@creature Prisoner 13|KftGV}'s keystone tattoo so he can steal Clan Axebreaker's treasure for himself.",
B10: Efreeti Face,B10: 火巨靈之面,project-proposed,heading-only,KftGV,203,data/13/entries/8/entries/5/entries/11/name,1,B10: Efreeti Face,
B11: Guard Room,B11: 警衛室,project-proposed,heading-only,KftGV,203,data/13/entries/8/entries/5/entries/12/name,1,B11: Guard Room,
B12: Secret Passage,B12: 秘密通道,project-proposed,heading-only,KftGV,203,data/13/entries/8/entries/5/entries/13/name,1,B12: Secret Passage,
B13: Prison Cells,B13: 監獄牢房,project-proposed,heading-only,KftGV,203,data/13/entries/8/entries/5/entries/14/name,1,B13: Prison Cells,
B14: Large Prison Cell,B14: 大型監獄牢房,project-proposed,heading-only,KftGV,203,data/13/entries/8/entries/5/entries/15/name,1,B14: Large Prison Cell,
B15: Erinyes Barracks,B15: 罪魔營房,project-proposed,heading-only,KftGV,203,data/13/entries/8/entries/5/entries/16/name,1,B15: Erinyes Barracks,
B16: Common Room,B16: 公共休息室,project-proposed,heading-only,KftGV,203,data/13/entries/8/entries/5/entries/17/name,1,B16: Common Room,
B17: Kitchen,B17: 廚房,project-proposed,heading-only,KftGV,204,data/13/entries/8/entries/5/entries/18/name,1,B17: Kitchen,
B18: Duergar Barracks,B18: 灰矮人營房,project-proposed,heading-only,KftGV,204,data/13/entries/8/entries/5/entries/19/name,1,B18: Duergar Barracks,
B19: Storeroom,B19: 儲藏室,project-proposed,heading-only,KftGV,204,data/13/entries/8/entries/5/entries/20/name,1,B19: Storeroom,
B1: Bridge,B1: 橋樑,project-proposed,heading-only,KftGV,200,data/13/entries/8/entries/5/entries/2/name,1,B1: Bridge,
B20: Salamander Barracks,B20: 火蜥蜴營房,project-proposed,heading-only,KftGV,204,data/13/entries/8/entries/5/entries/21/name,1,B20: Salamander Barracks,
B21: Storeroom,B21: 儲藏室,project-proposed,heading-only,KftGV,204,data/13/entries/8/entries/5/entries/22/name,1,B21: Storeroom,
B22: Antechamber,B22: 前廳,project-proposed,heading-only,KftGV,204,data/13/entries/8/entries/5/entries/23/name,1,B22: Antechamber,
B23: Administrative Office,B23: 行政辦公室,project-proposed,heading-only,KftGV,205,data/13/entries/8/entries/5/entries/24/name,1,B23: Administrative Office,
B24: Nebukath's Chamber,B24: 內布卡斯的房間,project-proposed,heading-only,KftGV,205,data/13/entries/8/entries/5/entries/25/name,1,B24: Nebukath's Chamber,
B25: Audience Chamber,B25: 接見室,project-proposed,heading-only,KftGV,205,data/13/entries/8/entries/5/entries/26/name,1,B25: Audience Chamber,
B26: Lounge,B26: 休息室,project-proposed,heading-only,KftGV,206,data/13/entries/8/entries/5/entries/27/name,1,B26: Lounge,
B27: Vestibule,B27: 門廳,project-proposed,heading-only,KftGV,206,data/13/entries/8/entries/5/entries/28/name,1,B27: Vestibule,
B28: Jarazoun's Chamber,B28: 賈拉尊的房間,project-proposed,heading-only,KftGV,206,data/13/entries/8/entries/5/entries/29/name,1,B28: Jarazoun's Chamber,
B29: Vrakir's Chamber,B29: 弗拉基爾的房間,project-proposed,heading-only,KftGV,206,data/13/entries/8/entries/5/entries/30/name,1,B29: Vrakir's Chamber,
B2: Gatehouse,B2: 門樓,project-proposed,heading-only,KftGV,200,data/13/entries/8/entries/5/entries/3/name,1,B2: Gatehouse,
B30: Vrakir's Demiplane,B30: 弗拉基爾的半位面,project-proposed,heading-only,KftGV,207,data/13/entries/8/entries/5/entries/31/name,1,B30: Vrakir's Demiplane,
B3: Prison Tower,B3: 監獄塔,project-proposed,heading-only,KftGV,200,data/13/entries/8/entries/5/entries/4/name,1,B3: Prison Tower,
B4: Prison Yard,B4: 監獄院子,project-proposed,heading-only,KftGV,201,data/13/entries/8/entries/5/entries/5/name,1,B4: Prison Yard,
B5: Inner Yard,B5: 內院,project-proposed,heading-only,KftGV,201,data/13/entries/8/entries/5/entries/6/name,1,B5: Inner Yard,
B6: Upper Yard,B6: 上層院子,project-proposed,heading-only,KftGV,201,data/13/entries/8/entries/5/entries/7/name,1,B6: Upper Yard,
B7: Harbor,B7: 港口,project-proposed,heading-only,KftGV,202,data/13/entries/8/entries/5/entries/8/name,1,B7: Harbor,
B8: Cliff Towers,B8: 懸崖塔樓,project-proposed,heading-only,KftGV,202,data/13/entries/8/entries/5/entries/9/name,1,B8: Cliff Towers,
B9: Harbor Towers,B9: 港口塔樓,project-proposed,heading-only,KftGV,202,data/13/entries/8/entries/5/entries/10/name,1,B9: Harbor Towers,
Back in Loch Wynnis,回到洛奇·溫尼斯,project-proposed,heading-only,KftGV,192,data/12/entries/12/entries/2/name,1,Back in Loch Wynnis,
Back-Door Trap,後門陷阱,project-proposed,heading-only,KftGV,94,data/6/entries/8/entries/5/entries/12/entries/1/name,1,Back-Door Trap,
Bard's Quest,吟遊詩人的探險,project-proposed,heading-only,KftGV,105,data/7/entries/5/entries/2/entries/6/name,1,Bard's Quest,
Barlo Rageblade,巴洛·怒刃,project-proposed,canonical-name,KftGV,64,data/4/entries/8/entries/9/entries/18/entries/3/entries/2/rows/1/1,1,"Barlo Rageblade (chaotic good human), a famous adventurer convicted of reckless endangerment, has served {@dice 1d4} years of a 5-year sentence.",
Barn Visit,參觀穀倉,project-proposed,heading-only,KftGV,88,data/6/entries/6/name,1,Barn Visit,
Barred Door,橫閂門,project-proposed,heading-only,KftGV,140,data/9/entries/10/entries/3/entries/3/entries/4/name,2,Barred Door,
Basement Doors,地下室門,project-proposed,heading-only,KftGV,17,data/1/entries/6/entries/4/entries/9/entries/1/items/2/name,1,Basement Doors,
Bethra,貝絲拉,project-proposed,canonical-name,KftGV,58,data/4/entries/7/entries/0,2,"Varrin has sent word to his agents, and Bethra (chaotic good, dwarf {@creature spy}) meets the characters when they arrive in Luskan. She provides the uniforms for their chosen cover and directs them to report to a ship called the Jolly Pelican the following dawn. The ship regularly delivers a fresh rotation of prison staff to Revel's End and returns the relieved shift to the Sword Coast. The journey to Revel's End by sea is 350 miles, which a sailing ship can cover in three days under normal conditions.",
Blackmailing Goldenbeard,敲詐金鬚,project-proposed,heading-only,KftGV,131,data/8/entries/9/entries/3/name,1,Blackmailing Goldenbeard,
Blood War Balance,血戰平衡,project-proposed,heading-only,KftGV,161,data/11/entries/4/entries/1/name,1,Blood War Balance,
Blue Chair,藍色椅子,project-proposed,heading-only,KftGV,95,data/6/entries/8/entries/5/entries/14/entries/2/name,3,Blue Chair,
Bluffing,虛張聲勢,project-proposed,heading-only,KftGV,123,data/8/entries/7/entries/2/entries/3/entries/1/items/0/name,1,Bluffing,
Boarding the Train,登車,project-proposed,heading-only,KftGV,164,data/11/entries/7/entries/4/entries/4/name,1,Boarding the Train,
Boat Ride,乘船遊覽,project-proposed,heading-only,KftGV,30,data/2/entries/7/entries/2/entries/2/name,1,Boat Ride,
Boats,船隻,project-proposed,heading-only,KftGV,28,data/2/entries/5/entries/2/entries/9/entries/1/items/0/entry,12,"Wooden boats shuttle visitors and personnel to and from the casino, which is built inside a cavern. The boats ply the river that leads to the cavern. (Verity knows no other way to enter the casino.)",
Bot,博特,project-proposed,canonical-name,KftGV,169,data/11/entries/8/entries/7/entries/3/entries/2,2,"{@b Ethlynn Stalaczic} (neutral, drow {@creature mage}) is a friendly, somewhat gullible dragonologist on a planar quest to find a ""time dragon"" (which may or may not be a real thing). Until a few moments ago, Ethlynn and Quintus were cabin mates. Ethlynn currently shares her cabin (the one marked ""b"" on {@area map 11.2|422|x}) with a {@creature monodrone} valet called Bot.",
