book,context,english,zh_tw,status
KftGV,/data/1/entries/6/entries/4/entries/5/entries/3/name,Gemstone Wing,寶石翼,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/5/entries/4/name,Guards,警衛們,existing-site
KftGV,/data/1/entries/6/entries/4/entries/6/name,Guard Locations After Hours,營業時間結束後的警衛位置,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/7/name,Circumventing Security,規避安全措施,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/7/entries/1/items/0/name,Avoiding Statues,避開雕像,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/7/entries/1/items/1/name,Bypassing Alarms,繞過警報,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/7/entries/1/items/2/name,Sneaking Past Guards,悄悄溜過警衛,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/7/entries/1/items/3/name,Stealing Keys,偷鑰匙,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/8/name,Hiding in the Museum,在博物館中隱藏,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/8/entries/1/items/0/name,Cleaning Supply Storage,清潔用品儲藏室,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/8/entries/1/items/1/name,Privies,廁所,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/8/entries/1/items/2/name,Attic or Basement,閣樓或地下室,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/9/name,Reentering the Museum,重新進入博物館,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/9/entries/1/items/0/name,Front Doors,前門,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/9/entries/1/items/1/name,Attic Skylight,閣樓天窗,project-proposed
KftGV,/data/1/entries/6/entries/4/entries/9/entries/1/items/2/name,Basement Doors,地下室門,project-proposed
KftGV,/data/1/entries/6/entries/5/name,Attending the Gala,參加晚會,project-proposed
KftGV,/data/1/entries/6/entries/5/entries/7/name,Curator Alda Arkin,館長阿爾達·阿金,project-proposed
KftGV,/data/1/entries/6/entries/5/entries/7/entries/2/name,Alda's Clutch,阿爾達的緊握,project-proposed
KftGV,/data/1/entries/6/entries/5/entries/8/name,Examining the Murkmire Stone,檢查穆克米爾石,project-proposed
KftGV,/data/1/entries/6/entries/5/entries/8/entries/1/name,Gemstone Wing Security Measures,寶石翅膀安全措施,project-proposed
KftGV,/data/1/entries/7/name,Varkenbluff Museum of Natural History,瓦肯布盧夫自然歷史博物館,project-proposed
KftGV,/data/1/entries/7/entries/1/name,General Features,通用特徵,project-proposed
KftGV,/data/1/entries/7/entries/1/entries/1/items/0/name,Ceilings,天花板,existing-site
KftGV,/data/1/entries/7/entries/1/entries/1/items/1/name,Interior Doors,室內門,project-proposed
KftGV,/data/1/entries/7/entries/1/entries/1/items/2/name,Lighting,光照,existing-site
KftGV,/data/1/entries/7/entries/1/entries/1/items/3/name,Secret Doors,暗門,project-proposed
KftGV,/data/1/entries/7/entries/2/name,Museum Locations,博物館位置,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/2/name,V1: Grand Entrance,V1. 宏偉入口,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/2/entries/2/name,Alarms,警報,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/2/entries/3/name,Front Doors,前門,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/2/entries/4/name,Trap,陷阱,existing-site
KftGV,/data/1/entries/7/entries/2/entries/3/name,V2: Museum Shops,V2. 博物館商店,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/3/entries/2/name,Treasure,寶藏,existing-site
KftGV,/data/1/entries/7/entries/2/entries/4/name,V3: Ancient Plants Exhibit,V3. 古植物展區,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/4/entries/2/name,Alarms,警報,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/4/entries/3/name,Secret Doors,暗門,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/5/name,V4: Ancient Cultures Exhibit,V4. 古代文化展覽,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/5/entries/2/name,Secret Doors,暗門,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/6/name,V5: Curator's Office,V5. 館長的辦公室,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/6/entries/1/name,Alarm,警報術,existing-site
KftGV,/data/1/entries/7/entries/2/entries/6/entries/2/name,Deadly Doll,致命玩偶,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/6/entries/3/name,Guards' Patrol Routes,守衛的巡邏路線,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/7/name,V6: Records Room,V6. 檔案室,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/7/entries/1/name,Alarm,警報術,existing-site
KftGV,/data/1/entries/7/entries/2/entries/7/entries/2/name,Records,檔案,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/8/name,V7: Break Room and Storage,V7. 休息室與儲藏,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/8/entries/1/name,Alarm,警報術,existing-site
KftGV,/data/1/entries/7/entries/2/entries/8/entries/2/name,Pass Card Stash,通行證卡藏匿處,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/8/entries/3/name,Treasure,寶藏,existing-site
KftGV,/data/1/entries/7/entries/2/entries/9/name,V8: Creatures of the Past Exhibit,V8. 古代生物展覽,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/9/entries/2/name,Secret Door,暗門,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/10/name,V9: Underground Wonders Exhibit,V9. 地下奇觀展覽,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/10/entries/3/name,Fake Murkmire Stone,假穆克米爾石,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/10/entries/4/name,Secret Door,暗門,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/11/name,V10: Archaeology Display,V10. 考古學展示,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/11/entries/3/name,Treasure,寶藏,existing-site
KftGV,/data/1/entries/7/entries/2/entries/12/name,V11: Unearthed Café,V11. 挖掘咖啡館,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/12/entries/2/name,Treasure,寶藏,existing-site
KftGV,/data/1/entries/7/entries/2/entries/13/name,V12: Prehistoric Predators Exhibit,V12. 史前掠食者展覽,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/13/entries/3/name,Alarms,警報,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/13/entries/4/name,Allosaurus,異特龍,existing-site
KftGV,/data/1/entries/7/entries/2/entries/13/entries/5/name,Vent,通風口,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/14/name,V13: Gemstone Wing,V13. 寶石翼,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/14/entries/3/name,Light-Green Stone,淺綠色石頭,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/14/entries/4/name,Rigged Pedestal,陷阱基座,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/14/entries/5/name,Vent,通風口,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/14/entries/6/name,Secret Door,暗門,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/15/name,V14: Access Hallway,V14. 通道走廊,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/16/name,V15: Privies,V15. 廁所,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/17/name,V16: Basement,V16. 地下室,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/17/entries/2/name,Loading Docks,裝卸碼頭,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/17/entries/3/name,Secret Door,暗門,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/17/entries/4/name,Treasure,寶藏,existing-site
KftGV,/data/1/entries/7/entries/2/entries/18/name,V17: Attic,V17. 閣樓,project-proposed
KftGV,/data/1/entries/7/entries/2/entries/18/entries/2/name,Skylight,天窗,project-proposed
KftGV,/data/1/entries/8/name,Conclusion,結局,project-proposed
KftGV,/data/1/entries/8/entries/2/name,For the Golden Vault,對於金庫,project-proposed
KftGV,/data/1/entries/8/entries/3/name,Further Adventures,更多冒險,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/1/name,Mission Is Successful,任務成功,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/1/entries/1/name,Another Stone,另一塊石頭,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/1/entries/2/name,Investigate the Hatchling,調查幼獸,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/1/entries/3/name,Reinstate Dr. Dannell,恢復丹內爾博士的職位,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/2/name,Mission Is Unsuccessful,任務未成功,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/2/entries/1/name,A Stolen Stone,一塊被偷的石頭,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/2/entries/2/name,Museum Feeding Frenzy,博物館餵食狂潮,project-proposed
KftGV,/data/1/entries/8/entries/3/entries/2/entries/2/entries/2/entries/0/name,Spellcasting,施法,existing-site
KftGV,/data/1/entries/9/name,The Murkmire Stone,穆爾米爾石,project-proposed
KftGV,/data/2/name,The Stygian Gambit,冥河的謀略,project-proposed
KftGV,/data/2/entries/3/name,Adventure Background,冒險背景,project-proposed
KftGV,/data/2/entries/4/name,Using the Golden Vault,使用金庫,project-proposed
KftGV,/data/2/entries/5/name,Starting the Adventure,開始冒險,project-proposed
KftGV,/data/2/entries/5/entries/1/name,Roleplaying Verity Kye,扮演維莉蒂·凱,project-proposed
KftGV,/data/2/entries/5/entries/2/name,At the Brine Widow,在鹽水寡婦,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/7/name,Verity's Bag of Holding,維莉蒂的收納袋,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/8/name,Verity's Map,維莉蒂的地圖,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/9/name,What Verity Knows about the Casino,維莉蒂對賭場的瞭解,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/9/entries/1/items/0/name,Arrival,抵達,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/9/entries/1/items/1/name,Employees,僱員,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/9/entries/1/items/2/name,Employee-Only Areas,僅限員工區域,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/9/entries/1/items/3/name,Security Mirrors,安全鏡,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/9/entries/1/items/4/name,The Prize,獎品,project-proposed
KftGV,/data/2/entries/5/entries/2/entries/9/entries/2/name,Getting Caught,被抓到,project-proposed
KftGV,/data/2/entries/6/name,Planning the Heist,策劃盜竊,project-proposed
KftGV,/data/2/entries/6/entries/2/name,Disguises,偽裝,existing-site
KftGV,/data/2/entries/6/entries/3/name,Employee Pass Cards,員工通行證卡,project-proposed
KftGV,/data/2/entries/7/name,The Afterlife Casino,來世賭場,project-proposed
KftGV,/data/2/entries/7/entries/2/name,Arriving at the Casino,抵達賭場,project-proposed
KftGV,/data/2/entries/7/entries/2/entries/2/name,Boat Ride,乘船遊覽,project-proposed
KftGV,/data/2/entries/7/entries/3/name,Casino Features,賭場特色,project-proposed
KftGV,/data/2/entries/7/entries/3/entries/1/name,Cashier Stations,收銀臺,project-proposed
KftGV,/data/2/entries/7/entries/3/entries/2/name,Ceilings,天花板,existing-site
KftGV,/data/2/entries/7/entries/3/entries/3/name,Doors,門,existing-site
KftGV,/data/2/entries/7/entries/3/entries/4/name,Employee-Only Areas,僅限員工區域,project-proposed
KftGV,/data/2/entries/7/entries/3/entries/5/name,Lights and Music,燈光與音樂,project-proposed
KftGV,/data/2/entries/7/entries/3/entries/6/name,Security Guards,保安人員,project-proposed
KftGV,/data/2/entries/7/entries/3/entries/7/name,Security Mirrors,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/3/entries/8/name,Walls and Floors,牆壁和地板,project-proposed
KftGV,/data/2/entries/7/entries/3/entries/8/entries/1/name,Cheating,欺詐,project-proposed
KftGV,/data/2/entries/7/entries/4/name,Games of Chance,機會遊戲,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/1/name,Three-Dragon Ante,三龍牌,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/1/entries/1/items/0/name,Step 1,第一步,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/1/entries/1/items/1/name,Step 2,第二步,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/1/entries/1/items/2/name,Step 3,第三步,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/1/entries/1/items/3/name,Step 4,第四步,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/2/name,Life and Death,生死,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/2/entries/2/name,War,戰爭,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/2/entries/3/name,Push Your Luck,碰碰運氣,project-proposed
KftGV,/data/2/entries/7/entries/4/entries/3/name,Copper Slots,銅幣老虎機,project-proposed
KftGV,/data/2/entries/7/entries/5/name,Quentin Togglepocket,昆汀·托格波克,project-proposed
KftGV,/data/2/entries/7/entries/5/entries/4/name,Roleplaying Quentin,扮演昆汀,project-proposed
KftGV,/data/2/entries/7/entries/5/entries/5/name,Quentin's Location,昆汀的位置,project-proposed
KftGV,/data/2/entries/7/entries/6/name,Casino Patrons,賭場顧客,project-proposed
KftGV,/data/2/entries/7/entries/7/name,Afterlife Casino Locations,來世賭場地點,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/3/name,A1: Docking Area,A1. 碼頭區,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/3/entries/2/name,Rules in the Afterlife:,來世的規則：,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/4/name,A2: Avernus,A2. 阿弗納斯,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/4/entries/1/name,Security Mirrors,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/5/name,A3: Dis,A3. 迪斯,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/6/name,A4: Minauros,A4. 米瑙洛斯,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/6/entries/1/name,Security Mirrors,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/7/name,A5: Bar Malbolge,A5. 巴爾博格酒吧,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/7/entries/1/name,Security Mirror,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/8/name,A6: Phlegethosian Spa & Stygian Baths,A6. 弗萊格索斯溫泉&斯提吉安浴場,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/8/entries/2/items/0/name,Phlegethosian Spa,弗萊格索斯水療中心,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/8/entries/2/items/1/name,Stygian Baths,冥河浴場,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/9/name,A7: Laundry,A7. 洗衣房,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/10/name,A8: Cirque Maladomini,A8. 馬拉多米尼馬戲團,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/10/entries/2/name,Security Mirror,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/11/name,A9: Cania,A9. 卡尼亞,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/11/entries/2/name,Grand Minauros Invitational,米瑙洛斯盛大邀請賽,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/12/name,Tournament Seating,比賽座位,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/12/entries/2/name,Tournament Participants,錦標賽參與者,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/12/entries/3/name,Security Guard and Display Case,保安和展示櫃,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/12/entries/4/name,Security Mirror,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/13/name,A10: Waterfall Overlook,A10. 瀑布觀景臺,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/13/entries/2/name,Security Mirror,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/14/name,A11: Nessus,A11. 內瑟斯,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/14/entries/3/name,Nessus—Menu,內瑟斯—選單,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/14/entries/4/name,Security Mirror,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/15/name,A12: Staging Area and Animal Cages,A12. 集結區與動物籠,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/15/entries/6/name,Wooden Chest,木製箱子,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/16/name,A13: Employee Lounge,A13. 員工休息室,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/16/entries/4/items/0/name,Minotaur Skeleton,骷髏牛頭人,existing-site
KftGV,/data/2/entries/7/entries/7/entries/16/entries/4/items/1/name,Security Office Personnel,保安辦公室人員,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/17/name,A14: Quentin's Office,A14. 昆汀的辦公室,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/17/entries/5/name,Ain't Foolin' No One,不是在愚弄任何人,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/17/entries/6/name,Quentin's Counteroffer,昆汀的反建議,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/17/entries/7/name,Desk Drawers,辦公桌抽屜,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/17/entries/8/name,Treasure,寶藏,existing-site
KftGV,/data/2/entries/7/entries/7/entries/18/name,A15: Clerk's Office,A15. 職員辦公室,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/19/name,A16: Security Office,A16. 安全辦公室,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/19/entries/2/name,Ring of Keys,一串鑰匙,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/20/name,A17: Holding Cells,A17. 拘留室,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/20/entries/2/name,Wooden Chests,木製箱子,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/21/name,A18: Back Hallways,A18. 後走廊,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/21/entries/2/name,Security Mirrors,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/22/name,A19: Vault,A19. 金庫,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/22/entries/5/name,Iron Chests,鐵箱,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/22/entries/6/name,Security Mirror,安全鏡,project-proposed
KftGV,/data/2/entries/7/entries/7/entries/22/entries/7/name,Wardrobes,衣櫃,project-proposed
KftGV,/data/2/entries/8/name,Conclusion,結局,project-proposed
KftGV,/data/2/entries/8/entries/1/items/0/name,Returning with the Loot,帶著戰利品返回,project-proposed
KftGV,/data/2/entries/8/entries/1/items/1/name,Returning Empty-Handed,空手而歸,project-proposed
KftGV,/data/2/entries/8/entries/1/items/2/name,Returning with Quentin's Letter,帶回昆汀的信,project-proposed
KftGV,/data/2/entries/8/entries/2/name,For the Golden Vault,對於金庫,project-proposed
KftGV,/data/3/name,Reach for the Stars,伸手摘星,project-proposed
KftGV,/data/3/entries/4/name,Adventure Background,冒險背景,project-proposed
KftGV,/data/3/entries/5/name,Using the Golden Vault,使用金庫,project-proposed
KftGV,/data/3/entries/6/name,Adventure Hooks,冒險引子,project-proposed
KftGV,/data/3/entries/6/entries/1/name,Hired by Vasil,被瓦西里僱傭,project-proposed
KftGV,/data/3/entries/6/entries/1/entries/2/name,Vasil's Reward,瓦西里的獎賞,project-proposed
KftGV,/data/3/entries/6/entries/2/name,Hired by Markos's Family,被馬寇斯的家族僱傭,project-proposed
KftGV,/data/3/entries/6/entries/2/entries/1/name,Reward,獎勵,project-proposed
KftGV,/data/3/entries/7/name,Meeting Elra,會見埃爾拉,project-proposed
KftGV,/data/3/entries/8/name,Elra's Camp,埃爾拉的營地,project-proposed
KftGV,/data/3/entries/9/name,Delphi Mansion,特爾裴宅邸,project-proposed
KftGV,/data/3/entries/9/entries/1/name,Arriving at the Mansion,到達豪宅,project-proposed
KftGV,/data/3/entries/9/entries/2/name,Delphi Mansion Features,特爾裴宅邸特點,project-proposed
KftGV,/data/3/entries/9/entries/2/entries/1/items/0/name,Ceilings,天花板,existing-site
KftGV,/data/3/entries/9/entries/2/entries/1/items/1/name,Doors,門,existing-site
KftGV,/data/3/entries/9/entries/2/entries/1/items/2/name,Lighting,光照,existing-site
KftGV,/data/3/entries/9/entries/2/entries/1/items/3/name,Windows,窗戶,project-proposed
KftGV,/data/3/entries/9/entries/2/entries/2/name,Eldritch Surges,詭異波動,project-proposed
KftGV,/data/3/entries/9/entries/2/entries/2/entries/1/name,The Entity,實體,project-proposed
KftGV,/data/3/entries/9/entries/3/name,Delphi Mansion Locations,特爾裴宅邸地點,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/2/name,D1: Foyer,D1. 門廳,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/3/name,D2: Dining Hallway,D2. 餐廳走廊,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/4/name,D3: Dining Room,D3. 餐廳,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/4/entries/2/name,Hidden Room,隱藏房間,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/4/entries/3/name,Treasure,寶藏,existing-site
KftGV,/data/3/entries/9/entries/3/entries/5/name,D4: Kitchen,D4. 廚房,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/6/name,D5: Pantry,D5. 食品儲藏室,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/7/name,D6: Parlor,D6. 客廳,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/8/name,D7a: Empty Sitting Room,D7a. 空蕩的客廳,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/9/name,D7b: Room with a Secret,D7b. 有秘密的房間,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/9/entries/2/name,Hidden Room,隱藏房間,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/9/entries/3/name,Treasure,寶藏,existing-site
KftGV,/data/3/entries/9/entries/3/entries/10/name,D8a: Tower Ground Floor,D8a. 塔樓底層,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/11/name,D8b: Tower Stairs,D8b. 塔樓樓梯,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/12/name,D8c: Stargazer's Roost,D8c. 觀星者的巢穴,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/12/entries/5/name,Treasure,寶藏,existing-site
KftGV,/data/3/entries/9/entries/3/entries/13/name,D9: Guest Bedrooms,D9. 客房,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/14/name,D10: Balcony,D10. 陽臺,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/15/name,D11a: Empty Office,D11a. 空辦公室,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/16/name,D11b: Markos's Office,D11b. 馬寇斯的辦公室,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/16/entries/2/name,Correspondence,通訊,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/17/name,D12: Gallery,D12. 畫廊,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/18/name,D13: Alchemy Lab,D13. 鍊金實驗室,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/18/entries/3/name,Treasure,寶藏,existing-site
KftGV,/data/3/entries/9/entries/3/entries/19/name,D14: Meditation Room,D14. 冥想室,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/19/entries/3/name,Trapdoor,活板門,project-proposed
KftGV,/data/3/entries/9/entries/3/entries/20/name,D15: Markos's Bedroom,D15. 馬寇斯的臥室,project-proposed
