category,english,source,zh_tw,status,existing_files
condition,unconscious,PHB,昏迷,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
creature,Ashen Animated Armor,KftGV,灰燼活化盔甲,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Ashen Flying Sword,KftGV,灰燼飛行劍,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Ashen Knight,KftGV,灰燼騎士,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Ashen Shambling Mound,KftGV,灰燼蔓生怪,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json
creature,Ashen Veteran,KftGV,灰燼老兵,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Ashen Warhorse,KftGV,灰燼戰馬,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json
creature,Assassin,,刺客,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,Assassin,MM,刺客,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,Baboon,,狒狒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bandit,,匪徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bandit,MM,匪徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bandit captain,,匪幫隊長,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bandit captain,MM,匪幫隊長,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Charmayne Daymore,KftGV,夏梅恩·德墨爾,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Clockwork Defender,KftGV,發條防禦者,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Clockwork Observer,KftGV,發條觀察者,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Commoner,,平民,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Crawling Claw,,蠕行之爪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Cultist,,邪教徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Darkmantle,,暗幕魔獸,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Deep Gnome (Svirfneblin),,地底侏儒（斯涅布力）,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Doppelganger,,變形怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/reference-pages/charcreationoptions.json
creature,Dr. Cassee Dannell,KftGV,卡西·丹內爾博士,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Eldritch Horror Hatchling,KftGV,異界恐怖幼體,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json
creature,Eliphas Adulare,KftGV,伊萊法斯·阿杜拉雷,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Flying Snake,,飛蛇,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/fluff-items.json;data/zh-TW/items/items-002.json
creature,Fragment of Krokulmar,KftGV,克羅庫瑪肢節,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Frody Dartwild,KftGV,弗羅迪·達特維爾德,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json
creature,Frog,,青蛙,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ghoul,,食屍鬼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Giant Lizard,,巨蜥,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Gray Ooze,,灰泥怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Graz'zt,MPMM,格拉茲特,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-mtf.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-mtf.json;data/zh-TW/bestiary/legendarygroups.json
creature,Grell,,觸鬚怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/reference-pages/languages.json
creature,Grick,,穴居攫怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Guard,,警衛,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,Hell Hound,,地獄獵犬,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Helmed Horror,,恐怖鎧甲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Hook Horror,,恐爪怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ice Mephit,,冰魔蝠,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ignatius Inkblot,KftGV,伊格納提斯·墨跡,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Imp,,小魔鬼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Invisible Stalker,,隱形追獵者,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Jalynvyr Nir'Thinn,KftGV,賈琳維·尼爾瑟恩,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json
creature,Jarazoun,KftGV,賈拉尊,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Joster Mareet,KftGV,喬斯特·馬裡特,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Kavoda,KftGV,卡沃達,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json
creature,King Jhaeros,KftGV,國王賈埃羅斯,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Knight,,騎士,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Knight,MM,騎士,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Lizard,,蜥蜴,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Mage,,魔法師,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Mage,MM,魔法師,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Markos Delphi,KftGV,馬寇斯·特爾裴,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Mastiff,,獒犬,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-004.json
creature,Meera Raheer,KftGV,米拉·拉希爾,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Mimic,,擬身怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Monodrone,,單元冢,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Myconid Adult,,蕈人成體,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Myconid Sovereign,,蕈人王,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Naevys Tharesso,KftGV,納維斯·薩雷斯,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json
creature,Night Hag,,夜鬼婆,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/bestiary/legendarygroups.json
creature,Nixylanna Vidorant,KftGV,尼克絲拉娜·維朵蘭特,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Noble,,貴族,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,Nycaloth,,征伐羅斯魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Pentadrone,,五元冢,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Pixie,,皮克精,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Prisoner 13,KftGV,十三號囚犯,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Quadrone,,四元冢,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Quasit,,小惡魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Raven,,渡鴉,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Riding Horse,,乘用馬,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-005.json
creature,Rilago,KftGV,里拉戈,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Salamander,,火蜥蜴,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Satyr,,半羊人,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/fluff-races.json;data/zh-TW/character-options/races.json
creature,Scout,,斥侯,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,Scout,MM,斥侯,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,Shadow Demon,,幽影惡魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Skeleton,,骷髏,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/races.json
creature,Spined Devil,,棘魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Sprite,,小仙靈,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Spy,,間諜,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/reference-pages/charcreationoptions.json
creature,Spy,MM,間諜,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/reference-pages/charcreationoptions.json
creature,Stirge,,蚊蝠,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Stone Golem,,石魔像,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Sythian Skalderang,KftGV,西提安·斯考德蘭,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,The Stranger,KftGV,陌生人,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Thug,,暴徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Thug,MM,暴徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Tixie Tockworth,KftGV,蒂克西·托克沃斯,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Tridrone,,三元冢,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Unicorn,,獨角獸,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/bestiary/legendarygroups.json
creature,Veteran,,老兵,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Veteran,MM,老兵,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Winter Wolf,,冬狼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Wraith,,邪靈,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-ps-z.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-ps-z.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Zala Morphus,KftGV,薩拉·墨菲斯,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Zorhanna Adulare,KftGV,佐哈娜·阿杜拉雷,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Zorhanna's Simulacrum,KftGV,佐哈娜的擬像,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,Zorhanna's simulacrum,KftGV,佐哈娜的擬像,existing-site,data/zh-TW/bestiary/bestiary-kftgv.json;data/zh-TW/bestiary/fluff-bestiary-kftgv.json
creature,adult black dragon,,成年黑龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,adult black dragon,MM,成年黑龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,air elemental,,氣元素,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,air elemental,MM,氣元素,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,allosaurus,,異特龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,allosaurus,MM,異特龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,animated armor,,活化盔甲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
