book,context,page,type,classification_confidence,english,zh_tw
KftGV,data/0/entries/3/entries/4/entries/1,5,DM_INSTRUCTION,0.85,"Similarly, ask your players to consider creating characters suited to undertaking heists. Combat prowess is less important when sneaking through a guarded complex, for example, whereas stealth, skill with locks, social skills, clever problem-solving, and versatile character abilities will shine.",同樣，要求你的玩家們考慮建立適合執行盜竊任務的角色。例如，在潛入一個有守衛的建築群時，戰鬥能力不那麼重要，而潛行、解鎖技能、社交技能、聰明的解決問題能力和多面手角色能力將會大放異彩。
KftGV,data/0/entries/3/entries/4/entries/2,5,DM_INSTRUCTION,0.85,"Well-outfitted characters are also more likely to succeed at these adventures. Equipment such as thieves' tools, rope, and a grappling hook might mean the difference between taking a shortcut to the objective and getting caught.",裝備精良的角色在這些冒險中也更有可能成功。例如盜賊工具、繩索和抓鉤等裝備可能意味著在被抓住和找到通往目標的捷徑之間的區別。
KftGV,data/0/entries/3/entries/4/entries/3,5,DM_INSTRUCTION,0.85,"Characters can accomplish these adventures' missions in multiple ways. As the Dungeon Master, reward creative thinking!",角色們可以透過多種方式完成這些冒險任務。作為地下城主，獎勵創造性思維！
KftGV,data/0/entries/3/entries/5/name,5,HEADING_LABEL,0.99,A Campaign of Heists,一場劫案行動
KftGV,data/0/entries/3/entries/5/entries/0,5,DM_INSTRUCTION,0.85,"You can combine the adventures in this book to form a campaign. Each adventure would be an episode in the campaign, with you filling in the details of the characters' stories between jobs.",你可以將這本書中的冒險組合起來形成一個戰役。每個冒險將是戰役中的一集，由你來填充角色在任務之間的故事細節。
KftGV,data/0/entries/3/entries/5/entries/1,5,DM_INSTRUCTION,0.85,"If you go this route, encourage the players to create a crack team and a base of operations, a supporting cast of allies, and other hallmarks of a heist crew. Have your group decide on these details before play begins so the adventures progress seamlessly.",如果你選擇這條路線，鼓勵玩家們建立一個精英團隊和行動基地，一支支援性的盟友陣容，以及其他搶劫團隊的標誌。在你的團隊開始遊戲之前決定這些細節，以便冒險能夠無縫進行。
KftGV,data/0/entries/3/entries/5/entries/2,5,DM_INSTRUCTION,0.85,"To ensure the characters are always prepared for their next heist, make sure their level matches the heist's level, as shown in the Heist Adventures table. For example, the characters should be 2nd level before undertaking ""The Stygian Gambit.""",為確保角色們總是為下一次盜竊做好準備，請確保他們的等級與盜竊任務的等級相匹配，如盜竊冒險表格所示。例如，在進行《冥河的謀略》之前，角色們應該是2級。
KftGV,data/0/entries/3/entries/5/entries/3/caption,5,HEADING_LABEL,0.99,Heist Adventures,搶劫冒險
KftGV,data/0/entries/3/entries/5/entries/3/colLabels/0,5,HEADING_LABEL,0.99,Adventure,冒險
KftGV,data/0/entries/3/entries/5/entries/3/colLabels/1,5,HEADING_LABEL,0.99,Level,等級
KftGV,data/0/entries/3/entries/5/entries/3/colLabels/2,5,HEADING_LABEL,0.99,Description,描述
KftGV,data/0/entries/3/entries/5/entries/3/rows/0/0,5,TABLE,0.99,{@adventure The Murkmire Malevolence|KftGV|1},{@adventure 穆克米爾的邪惡|KftGV|1}
KftGV,data/0/entries/3/entries/5/entries/3/rows/0/1,5,TABLE,0.99,1,1
KftGV,data/0/entries/3/entries/5/entries/3/rows/0/2,5,TABLE,0.99,Retrieve a mysterious egg ensconced in a museum to avert disaster.,從博物館中取回一個神秘的蛋以避免災難。
KftGV,data/0/entries/3/entries/5/entries/3/rows/1/0,5,TABLE,0.99,{@adventure The Stygian Gambit|KftGV|2},{@adventure 冥河的謀略|KftGV|2}
KftGV,data/0/entries/3/entries/5/entries/3/rows/1/1,5,TABLE,0.99,2,2
KftGV,data/0/entries/3/entries/5/entries/3/rows/1/2,5,TABLE,0.99,Rob a Nine Hells–themed casino built with stolen money.,搶劫一個以九層地獄為主題的賭場，這個賭場是用偷來的錢建造的。
KftGV,data/0/entries/3/entries/5/entries/3/rows/2/0,5,TABLE,0.99,{@adventure Reach for the Stars|KftGV|3},{@adventure 伸手摘星|KftGV|3}
KftGV,data/0/entries/3/entries/5/entries/3/rows/2/1,5,TABLE,0.99,3,3
KftGV,data/0/entries/3/entries/5/entries/3/rows/2/2,5,TABLE,0.99,Search for The Celestial Codex in a mansion warped by the Far Realm.,在被遙遠國度扭曲的豪宅中尋找《天界法典》。
KftGV,data/0/entries/3/entries/5/entries/3/rows/3/0,5,TABLE,0.99,{@adventure Prisoner 13|KftGV|4},{@adventure 十三號囚犯|KftGV|4}
KftGV,data/0/entries/3/entries/5/entries/3/rows/3/1,5,TABLE,0.99,4,4
KftGV,data/0/entries/3/entries/5/entries/3/rows/3/2,5,TABLE,0.99,Obtain the key to a vault from a spymaster imprisoned in Revel's End.,從被囚禁在瑞維爾之末的間諜大師那裡獲得金庫之鑰。
KftGV,data/0/entries/3/entries/5/entries/3/rows/4/0,5,TABLE,0.99,{@adventure Tockworth's Clockworks|KftGV|5},{@adventure 托克沃斯的鐘表機械|KftGV|5}
KftGV,data/0/entries/3/entries/5/entries/3/rows/4/1,5,TABLE,0.99,5,5
KftGV,data/0/entries/3/entries/5/entries/3/rows/4/2,5,TABLE,0.99,Liberate a svirfneblin town besieged by clockwork automatons.,解放一個被髮條自動機械包圍的斯維爾夫布林鎮。
KftGV,data/0/entries/3/entries/5/entries/3/rows/5/0,5,TABLE,0.99,{@adventure Masterpiece Imbroglio|KftGV|6},{@adventure 傑作糾葛|KftGV|6}
KftGV,data/0/entries/3/entries/5/entries/3/rows/5/1,5,TABLE,0.99,5,5
KftGV,data/0/entries/3/entries/5/entries/3/rows/5/2,5,TABLE,0.99,Infiltrate a thieves' guild to retrieve a stolen painting.,潛入盜賊公會，取回一幅被盜的畫作。
KftGV,data/0/entries/3/entries/5/entries/3/rows/6/0,5,TABLE,0.99,{@adventure Axe from the Grave|KftGV|7},{@adventure 墳墓之斧|KftGV|7}
KftGV,data/0/entries/3/entries/5/entries/3/rows/6/1,5,TABLE,0.99,6,6
KftGV,data/0/entries/3/entries/5/entries/3/rows/6/2,5,TABLE,0.99,Recover a stolen mandolin to lay a dead bard's spirit to rest.,追回被盜的曼陀林，讓已故吟遊詩人的靈魂得以安息。
KftGV,data/0/entries/3/entries/5/entries/3/rows/7/0,5,TABLE,0.99,{@adventure Vidorant's Vault|KftGV|8},{@adventure 維朵蘭特的金庫|KftGV|8}
KftGV,data/0/entries/3/entries/5/entries/3/rows/7/1,5,TABLE,0.99,7,7
KftGV,data/0/entries/3/entries/5/entries/3/rows/7/2,5,TABLE,0.99,Retrieve a stolen diadem from the vault of a notorious thief.,從一個臭名昭著的盜賊的金庫中取回被盜的王冠。
KftGV,data/0/entries/3/entries/5/entries/3/rows/8/0,5,TABLE,0.99,{@adventure Shard of the Accursed|KftGV|9},{@adventure 被詛咒的碎片|KftGV|9}
KftGV,data/0/entries/3/entries/5/entries/3/rows/8/1,5,TABLE,0.99,8,8
KftGV,data/0/entries/3/entries/5/entries/3/rows/8/2,5,TABLE,0.99,Use a magical shard to mend a giant's broken heart and save a town from destruction.,使用一塊魔法碎片來修補巨人破碎的心，並從一個城鎮的毀滅中拯救它。
KftGV,data/0/entries/3/entries/5/entries/3/rows/9/0,5,TABLE,0.99,{@adventure Heart of Ashes|KftGV|10},{@adventure 灰燼之心|KftGV|10}
KftGV,data/0/entries/3/entries/5/entries/3/rows/9/1,5,TABLE,0.99,8,8
KftGV,data/0/entries/3/entries/5/entries/3/rows/9/2,5,TABLE,0.99,Retrieve a king's heart to save his kingdom from a terrible fate.,取回國王的心臟，以拯救他的王國免受可怕命運。
KftGV,data/0/entries/3/entries/5/entries/3/rows/10/0,5,TABLE,0.99,{@adventure Affair on the Concordant Express|KftGV|11},{@adventure 協和快車上的事件|KftGV|11}
KftGV,data/0/entries/3/entries/5/entries/3/rows/10/1,5,TABLE,0.99,9,9
KftGV,data/0/entries/3/entries/5/entries/3/rows/10/2,5,TABLE,0.99,Obtain information from a stranger traveling aboard an interplanar train.,從乘坐跨位面列車的陌生人那裡獲取資訊。
KftGV,data/0/entries/3/entries/5/entries/3/rows/11/0,5,TABLE,0.99,{@adventure Party at Paliset Hall|KftGV|12},{@adventure 帕利塞特莊園的派對|KftGV|12}
KftGV,data/0/entries/3/entries/5/entries/3/rows/11/1,5,TABLE,0.99,10,10
KftGV,data/0/entries/3/entries/5/entries/3/rows/11/2,5,TABLE,0.99,Snatch a diamond from an archmage in the Feywild.,從妖精荒野地的一位大法師手中奪走一顆鑽石。
KftGV,data/0/entries/3/entries/5/entries/3/rows/12/0,5,TABLE,0.99,{@adventure Fire and Darkness|KftGV|13},{@adventure 火與黑暗|KftGV|13}
KftGV,data/0/entries/3/entries/5/entries/3/rows/12/1,5,TABLE,0.99,11,11
KftGV,data/0/entries/3/entries/5/entries/3/rows/12/2,5,TABLE,0.99,Wrest the {@item Book of Vile Darkness (Variant)|KftGV|Book of Vile Darkness} from an efreeti and his lackeys.,從火巨靈（一種火元素生物）及其手下手中奪取《{@item Book of Vile Darkness (Variant)|KftGV|穢暗之書}》。
KftGV,data/0/entries/4/name,6,HEADING_LABEL,0.99,The Golden Vault,金庫
KftGV,data/0/entries/4/entries/0,6,DM_INSTRUCTION,0.85,"A heist crew might have a patron organization that hires the characters to undertake these adventures. If you wish to use such an organization, consider the Golden Vault.",劫案團隊可能有一個贊助組織僱傭角色們進行這些冒險。如果你希望使用這樣的組織，可以考慮金庫。
KftGV,data/0/entries/4/entries/1,6,NARRATIVE,0.8,"Rumored to be associated with metallic dragons, the Golden Vault is a secretive organization that has its base on one of the good-aligned Outer Planes. Its membership and activities are almost impossible for outsiders to track, but those in the know are aware that the organization rights moral wrongs, supports virtuous underdogs, and handles delicate situations local authorities won't touch. The Golden Vault's motto reflects its primary motivation: ""Do good, no matter the cost."" Missions from the Golden Vault are often illegal, but they always support a just, moral cause.",據傳與金屬龍有關，金庫是一個秘密組織，其基地位於善良陣營的外層位面之一。外人幾乎不可能追蹤其成員和活動，但知情者都知道該組織糾正道德錯誤，支援有德行的弱者，並處理當地權威不願觸及的微妙情況。金庫的座右銘反映了其主要動機：'行善，不論代價。'來自金庫的任務通常是非法的，但它們總是支援一個正義、道德的事業。
KftGV,data/0/entries/4/entries/2,6,NARRATIVE,0.8,"The Golden Vault's undercover operatives monitor adventuring groups from major cities on the Material Plane. An operative might be a priest, a scholar, a charity worker, a government liaison, a philanthropist, or any other upstanding local.",金庫的臥底特工監視物質位面上主要城市的冒險團體。特工可能是牧師、學者、慈善工作者、政府聯絡人、慈善家或任何其他值得尊敬的當地人。
KftGV,data/0/entries/4/entries/3,6,DM_INSTRUCTION,0.85,"Once an adventuring group proves itself effective and virtuous, an operative approaches the characters to offer Golden Vault membership. Should the group accept, its members join the ranks of the Golden Vault, and the person who invited them becomes their handler for future missions. For an example of a handler, see the ""{@area Meera Raheer|009|x}"" section.","一旦冒險團隊證明自己既有效又具有美德，一名特工就會接近角色們，提供金庫會員資格。如果團隊接受，其成員將加入金庫的行列，邀請他們的人將成為他們未來任務的負責人。有關負責人的例子，請參見""{@area 米拉·拉希爾|009|x}""部分。"
KftGV,data/0/entries/4/entries/4,6,DM_INSTRUCTION,0.85,"If the characters get stuck, the Golden Vault can provide unexpected help. For instance, if the characters lack vital information needed for a heist, their handler might share a recent discovery. If the characters need special equipment, their handler might be able to obtain it for them, provided the equipment is readily available and not too expensive.",如果角色們陷入困境，金庫可以提供意想不到的幫助。例如，如果角色們缺少搶劫所需的關鍵資訊，他們的聯絡人可能會分享最近的發現。如果角色們需要特殊裝備，他們的聯絡人可能能夠為他們獲得，前提是裝備容易獲得且價格合理。
KftGV,data/0/entries/4/entries/5,6,DM_INSTRUCTION,0.85,"If you decide to use the Golden Vault as the characters' patron organization, work with the players to determine what heroic or impressive deeds their characters performed in their backstories to gain the attention of the Golden Vault. Then improvise a roleplaying scene in which the characters meet their Golden Vault handler.",如果你決定使用金庫作為角色的贊助組織，與玩家合作確定他們的角色在背景故事中完成了哪些英勇或令人印象深刻的事蹟，以吸引金庫的注意。然後即興創作一個角色扮演場景，其中角色們會見他們的金庫負責人。
KftGV,data/0/entries/4/entries/6/name,6,HEADING_LABEL,0.99,Keys from the Golden Vault,金庫之鑰
KftGV,data/0/entries/4/entries/6/entries/0,6,DM_INSTRUCTION,0.85,"If the characters become Golden Vault operatives, they receive an ornate, key-operated music box from their handler. Each adventure in this book includes a ""Using the Golden Vault"" section, in which the Golden Vault dispatches a golden key to the group, usually via a hired courier. When the golden key is inserted into the characters' music box and turned, the box pops open and plays a message that assigns them a heist, provides basic details, and sets them on the right path. After the message plays, the box closes and the key vanishes.","如果角色成為金庫的特工，他們會從他們的聯絡人那裡收到一個裝飾華麗的、用鑰匙操作的音樂盒。這本書中的每個冒險都包括一個""使用金庫""的部分，在這部分中，金庫會透過僱傭的信使向小組傳送一把金鑰匙。當金鑰匙插入角色的音樂盒並轉動時，盒子會彈開並播放一條訊息，這條訊息會指派他們一個搶劫任務，提供基本資訊，並將他們引向正確的道路。訊息播放完畢後，盒子關閉，鑰匙消失。"
KftGV,data/0/entries/4/entries/7/name,6,HEADING_LABEL,0.99,Heroes in the Shadows,暗影中的英雄
KftGV,data/0/entries/4/entries/7/entries/0,6,DM_INSTRUCTION,0.85,"Secrecy is paramount for the Golden Vault. To protect the organization, the characters' handler never provides more information than is absolutely necessary. Similarly, Golden Vault operatives are aware of only a handful of their fellow members. This compartmentalization ensures no one individual knows enough to jeopardize the organization at large.",對於金庫來說，保密至關重要。為了保護組織，角色的聯絡人從不提供比絕對必要的更多資訊。同樣，金庫的特工們只知道少數幾個同伴的資訊。這種分割確保了沒有人知道足夠多的資訊來危及整個組織。
KftGV,data/0/entries/4/entries/7/entries/1,6,NARRATIVE,0.8,"Should operatives be caught breaking the law while serving the Golden Vault, the organization does its best to protect them. It may pull strings to ensure members aren't incarcerated—or worse—depending on the organization's resources in the area.",如果特工在為金庫服務期間被發現違法，組織會盡其所能保護他們。根據組織在該地區的資源，它可能會動用關係確保成員不會被監禁——或者更糟。
KftGV,data/0/entries/4/entries/8/name,7,HEADING_LABEL,0.99,Meera Raheer,米拉·拉希爾
KftGV,data/0/entries/4/entries/8/entries/0/title,7,NARRATIVE,0.8,{@creature Meera Raheer|KftGV},{@creature Meera Raheer|KftGV|米拉·拉希爾}
KftGV,data/0/entries/4/entries/8/entries/1,7,DM_INSTRUCTION,0.85,"{@creature Meera Raheer|KftGV} (lawful good, human {@creature commoner}) is a Golden Vault handler you can assign to oversee your players' heist crew.",{@creature Meera Raheer|KftGV|米拉·拉希爾}（守序善良，人類{@creature commoner||平民})是一位金庫的聯絡人，您可以指派她來監督您玩家的搶劫團隊。
KftGV,data/0/entries/4/entries/8/entries/2,7,NARRATIVE,0.8,"When Meera was young, her kindhearted and upstanding mothers served as city clerks. But when they began investigating financial irregularities, the unscrupulous mayor framed them for embezzlement to cover his own corruption. The only evidence of the Raheers' innocence was a packet of letters between the mayor and his conspirators. The letters were locked in the mayor's office.",當米拉還年輕時，她心地善良、正直的母親們擔任城市文員。但當她們開始調查財務不規範時，不擇手段的市長為了掩蓋自己的腐敗，誣陷她們貪汙。拉希爾家族清白的唯一證據是市長與他的同謀者之間的一包信件。這些信件被鎖在市長的辦公室裡。
KftGV,data/0/entries/4/entries/8/entries/3,7,NARRATIVE,0.8,"Luckily for the Raheers, a crew of Golden Vault operatives infiltrated city hall, retrieved the letters, and revealed the mayor's crimes. The Raheers kept fighting against government corruption, and Meera has followed in her parents' footsteps, continuing their anti-corruption work by becoming a city's clerk and a member of the Golden Vault.",幸運的是，對於拉希爾家族來說，一群金庫特工潛入了市政廳，取回了信件，並揭露了市長的罪行。拉希爾家族繼續與政府腐敗作鬥爭，米拉也追隨了她父母的足跡，透過成為一名城市的職員和金庫的成員，繼續他們的反腐敗工作。
KftGV,data/0/entries/4/entries/8/entries/4,7,NARRATIVE,0.8,"Meera lives and breathes city protocols, procedures, and statutes. She also understands that sometimes doing the right thing means operating outside the law.",米拉生活和呼吸著城市的協議、程式和法規。她也明白，有時做正確的事情意味著要在法律之外行事。
KftGV,data/0/entries/5/name,7,HEADING_LABEL,0.99,Heist Complications,搶劫複雜情況
KftGV,data/0/entries/5/entries/0,7,DM_INSTRUCTION,0.85,"Unforeseen complications are an iconic aspect of heist narratives. Whether they take the form of a rival crew appearing out of nowhere or a treasure that turns out to be fake, complications ratchet up the tension and require the characters to think on their feet.",不可預見的複雜情況是搶劫敘事中的一個標誌性方面。無論是突然出現的競爭對手團隊，還是發現財寶是假的，這些複雜情況都增加了緊張感，並要求角色們即興思考。
KftGV,data/0/entries/5/entries/1,7,DM_INSTRUCTION,0.85,"If you want to challenge your players, consider adding one of the complications below to any of this book's adventures.",如果你想挑戰你的玩家，考慮在這本書的任何冒險中新增下面的複雜情況之一。
KftGV,data/0/entries/5/entries/2/name,7,HEADING_LABEL,0.99,The Moving MacGuffin,移動的麥高芬
KftGV,data/0/entries/5/entries/2/entries/0,7,NARRATIVE,0.8,Many of this book's heists involve procuring a MacGuffin. Part of preparing for these heists is determining where the MacGuffin in question is located.,這本書中的許多劫案都涉及到獲取一個麥高芬。為這些劫案做準備的一部分是確定所討論的麥高芬位於何處。
KftGV,data/0/entries/5/entries/2/entries/1,7,DM_INSTRUCTION,0.85,"If the characters are having too easy of a time finding the MacGuffin, consider shifting its location to another place that makes sense. Or consider revealing that the MacGuffin is a fake, and the real prize is still nearby. The characters should still be able to determine where it's really located.",如果角色們發現尋找麥高芬太容易了，可以考慮將其位置轉移到另一個合理的地點。或者考慮揭示麥高芬是假的，而真正的獎品仍然在附近。角色們應該仍然能夠確定它真正的位置。
KftGV,data/0/entries/5/entries/2/entries/2,7,DM_INSTRUCTION,0.85,"For example, in ""{@adventure The Murkmire Malevolence|KftGV|1},"" perhaps the MacGuffin is no longer in the Gemstone Wing and is being stored in the museum's attic overnight. The characters could learn this detail by reading notes they discover in the curator's office or by questioning one of the museum guards.","例如，在""{@adventure 穆克米爾的邪惡|KftGV|1}""中，也許麥高芬不再存放在寶石翼，而是在博物館的閣樓上過夜。角色們可以透過閱讀他們在館長的辦公室裡發現的筆記，或者透過詢問博物館的一名警衛來瞭解這個細節。"
KftGV,data/0/entries/5/entries/2/entries/3,7,DM_INSTRUCTION,0.85,"If you use the moving MacGuffin complication, be careful of moving the MacGuffin more than once. Having trouble locating the object of the heist could unduly frustrate your players.",如果你使用移動的麥高芬複雜情況，請小心不要多次移動麥高芬。如果難以找到搶劫的物件，可能會不必要地讓你的玩家感到沮喪。
KftGV,data/0/entries/5/entries/3/name,7,HEADING_LABEL,0.99,Rival Crew,敵對團隊
KftGV,data/0/entries/5/entries/3/entries/0,7,DM_INSTRUCTION,0.85,"A rival crew vying for the same goal can increase the pressure on the characters. Regardless of your players' goal, once another crew appears, the adventure becomes a race to accomplish the objective first.",一個爭奪同一目標的對手團隊可以增加角色們的壓力。不管你的玩家目標是什麼，一旦另一個團隊出現，冒險就變成了一場首先完成目標的競賽。
KftGV,data/0/entries/5/entries/3/entries/1,7,MIXED,0.85,"You can add a rival crew to an adventure at any time. When you do, make it clear to the characters that they have competition. The characters might see evidence of their rivals, such as an alarm that has already been disabled or an {@condition incapacitated} guard. At some point, the characters might even catch their rivals trying to steal the adventure's MacGuffin from right under their noses!",你可以隨時在冒險中增加一個競爭團隊。當你這樣做時，要向角色們明確表示他們有競爭對手。角色們可能會看到對手的證據，比如已經被解除的警報或被{@condition incapacitated||無力}的警衛。在某個時候，角色們甚至可能抓到他們的對手正試圖在他們眼皮底下偷走冒險的麥高芬！
KftGV,data/0/entries/5/entries/3/entries/2,7,NARRATIVE,0.8,The rival crew could include some or all of the following members:,競爭對手團隊可能包括以下一些或全部成員：
KftGV,data/0/entries/5/entries/3/entries/3,7,NARRATIVE,0.8,{@b Arlo Kettletoe} (neutral halfling) is abrupt and direct with their compatriots. Arlo loves puns and wordplay.,{@b 阿洛·凱特爾託} 對他們的同夥說話突然而直接。阿洛喜歡雙關語和文字遊戲。
KftGV,data/0/entries/5/entries/3/entries/4,7,NARRATIVE,0.8,"{@b Enna ""The Silence"" Galakiir} (neutral elf) is an intimidating, stealthy woman who rarely speaks; when she does, her voice is a quiet hiss.","{@b 恩納""沉默""·加拉基爾}（中立精靈）是一個令人生畏、行動隱秘的女人，她很少說話；當她說話時，她的聲音是輕微的嘶嘶聲。"
KftGV,data/0/entries/5/entries/3/entries/5,7,NARRATIVE,0.8,{@b Gregir Fendelsohn} (lawful neutral human) is loyal and passionate. He insists on the crew getting paid no matter what.,{@b 格雷吉爾·芬德爾森}（守序中立人類）忠誠而熱情。他堅持無論發生什麼，團隊都必須得到報酬。
KftGV,data/0/entries/5/entries/3/entries/6,7,NARRATIVE,0.8,"{@b Sabrina ""Kill More"" Kilgore} (chaotic neutral human) is a brash, violent woman who loves thrills and sweets.","{@b 薩布麗娜""殺更多""·基爾戈爾}（混亂中立人類）是一個魯莽、暴力的女人，她喜歡刺激和甜食。"
KftGV,data/0/entries/5/entries/3/entries/7,7,NARRATIVE,0.8,"{@b Torgja Stonecrusher} (chaotic neutral dwarf) has a jovial, happy-go-lucky nature that belies her ruthlessness.",{@b 託格雅·石碎}（混亂中立矮人）擁有一個愉快、無憂無慮的性格，這掩蓋了她的無情。
KftGV,data/0/entries/5/entries/3/entries/8,7,NARRATIVE,0.8,{@b Tosh Starling} (neutral orc) is loquacious but always focused on his objective. He takes pride in his meticulously groomed appearance.,{@b 託什·星雀} 非常健談，但總是專注於他的目標。他為自己的精心打理的外表感到自豪。
KftGV,data/0/entries/5/entries/3/entries/9,7,DM_INSTRUCTION,0.85,"If a fight breaks out between the characters and a rival crew, use stat blocks for the rivals that are appropriate for the adventure's level, as indicated in the Rival Crew Statistics table. The stat blocks can be found in the {@book Monster Manual|MM}.",如果角色和競爭對手團隊之間爆發戰鬥，請使用適合冒險等級的對手具體數值塊，如競爭對手團隊具體數值表中所示。具體數值塊可以在《{@book 怪物圖鑑|MM}》中找到。
KftGV,data/0/entries/5/entries/3/entries/10/caption,7,HEADING_LABEL,0.99,Rival Crew Statistics,敵對團隊統計
KftGV,data/0/entries/5/entries/3/entries/10/colLabels/0,7,HEADING_LABEL,0.99,Rival,競爭對手
KftGV,data/0/entries/5/entries/3/entries/10/colLabels/1,7,HEADING_LABEL,0.99,Levels 1–4 Stat Blocks,等級 1-4 屬性塊
