category,english,source,zh_tw,status,existing_files
creature,Doru,CoS,多魯,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Emil Toranescu,CoS,埃米爾·託蘭涅斯庫,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Escher,CoS,伊斯切爾,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Exethanter,CoS,艾克斯桑特,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Ezmerelda d'Avenir,CoS,艾絲美拉達·德·阿維尼爾,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Gadof Blinsky,CoS,加多夫·布林斯基,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Gertruda,CoS,歌爾圖達,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Helga Ruvak,CoS,海爾嘉·露瓦克,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Henrik Van Der Voort,CoS,亨裡克·範·德·沃特,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Henrik van der Voort,CoS,亨裡克·範·德·沃特,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Ireena Kolyana,CoS,伊莉娜·考利安娜,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Ismark Kolyanovich,CoS,伊斯馬克·考利安諾維奇,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Izek Strazni,CoS,艾澤克·施特拉茲尼,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Kasimir Velikov,CoS,卡西米爾·維里科夫,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Kiril Stoyanovich,CoS,基里爾·斯托亞諾維奇,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Lady Fiona Wachter,CoS,菲奧娜·瓦赫特夫人,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Lief Lipsiege,CoS,利夫·利普西耶吉,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Ludmilla Vilisevic,CoS,魯米拉·維裡瑟威克,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Luvash,CoS,魯瓦斯,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Mad Mary,CoS,瘋瑪麗,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Madam Eva,CoS,伊娃夫人,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/bestiary-rhw.json;data/zh-TW/bestiary/fluff-bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-rhw.json
creature,Majesto,CoS,瑪傑斯託,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Marzena Belview,CoS,瑪澤娜·貝爾維,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Milivoj,CoS,米利沃伊,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Mishka Belview,CoS,米什卡·貝爾維,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Mongrelfolk,CoS,混種人,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Morgantha,CoS,摩甘薩,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Nikolai Wachter,CoS,尼古拉·瓦赫特,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Otto Belview,CoS,奧圖·貝爾維,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Parriwimple,CoS,傻帽,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Patrina Velikovna,CoS,帕特里娜·維里科芙納,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Phantom Warrior,CoS,魅影武者,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Piccolo,CoS,小笛子,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Pidlwick II,CoS,搗蛋皮德爾二世,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Rahadin,CoS,拉哈丁,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Rictavio,CoS,瑞克塔維歐,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,"Rosavalda ""Rose"" Durst",CoS,"羅莎瓦爾妲""玫瑰""·杜爾斯特",existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Sangzor,CoS,桑格佐,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Savid,CoS,薩維德,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Sir Godfrey Gwilym,CoS,高德弗裡·格威利姆爵士,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Stanimir,CoS,斯塔尼米爾,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Stella Wachter,CoS,斯特拉·瓦赫特,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Strahd von Zarovich,CoS,施特拉德·馮·扎洛維奇,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/bestiary-rhw.json;data/zh-TW/bestiary/fluff-bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-rhw.json;data/zh-TW/bestiary/fluff-bestiary-tftyp.json;data/zh-TW/bestiary/legendarygroups.json
creature,Strahd zombie,CoS,施特拉德喪屍,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Strahd's Animated Armor,CoS,施特拉德的活化盔甲,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Strahd's animated armor,CoS,施特拉德的活化盔甲,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Szoldar Szoldarovich,CoS,佐爾達·佐爾達洛維奇,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,The Abbot,CoS,修道院長,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,The Mad Mage of Mount Baratok,CoS,巴拉圖克山的瘋法師,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,"Thornboldt ""Thorn"" Durst",CoS,"索恩博爾特""荊棘""·杜爾斯特",existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Urwin Martikov,CoS,厄文·馬可夫,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Vasilka,CoS,瓦熙爾卡,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Victor Vallakovich,CoS,維克托·瓦拉科維奇,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Vilnius,CoS,維爾紐斯,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Vistana assassin,CoS,維斯塔尼刺客,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Vistana bandit,CoS,維斯塔尼人匪徒,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Vistana bandit,cos,維斯塔尼人匪徒,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Vladimir Horngaard,CoS,弗拉基米爾·霍恩嘉德,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Volenta Popofsky,CoS,瓦倫塔·波波夫斯基,existing-site,data/zh-TW/bestiary/bestiary-cos.json
creature,Wereraven,VRGR,鴉人,existing-site,data/zh-TW/bestiary/bestiary-rhw.json;data/zh-TW/bestiary/bestiary-vrgr.json;data/zh-TW/bestiary/fluff-bestiary-rhw.json;data/zh-TW/bestiary/fluff-bestiary-vrgr.json
creature,Yevgeni Krushkin,CoS,葉甫根尼·克魯什金,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Zuleika Toranescu,CoS,朱萊卡·託蘭涅斯庫,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,Zygfrek Belview,CoS,吉格芙裡克·貝爾維,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,acolyte,MM,侍僧,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,amber golem,CoS,琥珀魔像,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,animated armor,MM,活化盔甲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,arcanaloth,MM,奧法羅斯魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,archmage,MM,大法師,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,assassin,MM,刺客,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,baboon,MM,狒狒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,banshee,MM,報喪妖,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,bat,MM,蝙蝠,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,berserker,MM,狂戰士,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,black pudding,MM,黑布丁,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,broom of animated attack,CoS,活化戰鬥掃帚,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,cat,MM,貓,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-wizard.json
creature,clay golem,MM,粘土魔像,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,commoner,MM,平民,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,crawling claw,MM,蠕行之爪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,cult fanatic,MM,邪教狂信者,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,death slaad,MM,史拉亡蟾,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,deva,MM,天神使徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,dire wolf,MM,恐狼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,draft horse,MM,馱用馬,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,dretch,MM,怯魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,druid,MM,德魯伊,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-druid.json;data/zh-TW/class/fluff-class-druid.json
creature,flesh golem,MM,血肉魔像,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,flying sword,MM,凌空劍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,gargoyle,MM,石像鬼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,ghost,MM,幽魂,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/rules/variantrules.json
creature,giant goat,MM,巨山羊,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,gladiator,MM,角鬥士,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,gray ooze,MM,灰泥怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,grick,MM,穴居攫怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,guard,MM,警衛,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,guardian portrait,CoS,畫中守衛,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json;data/zh-TW/items/items-001.json
creature,imp,MM,小魔鬼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,invisible stalker,MM,隱形追獵者,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,knight,MM,騎士,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,knight of the Order,CoS,教團騎士,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,knight of the order,CoS,教團騎士,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,lich,MM,巫妖,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/bestiary/legendarygroups.json
creature,mage,MM,魔法師,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,mimic,MM,擬身怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,mongrelfolk,CoS,混種人,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,mule,MM,騾子,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-004.json
creature,night hag,MM,夜鬼婆,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/bestiary/legendarygroups.json
creature,nightmare,MM,夢魘,existing-site,data/zh-TW/bestiary/bestiary-mabjov.json;data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,noble,MM,貴族,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,phantom warrior,CoS,魅影武者,existing-site,data/zh-TW/bestiary/bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-cos.json
creature,poltergeist,MM,騷靈,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,priest,MM,祭司,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,quasit,MM,小惡魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,raven,MM,渡鴉,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,revenant,MM,還魂鬼,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-cos.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
