book,context,english,zh_tw,status
OotA,/data/0/entries/9/entries/5/entries/0/name,1. Southern Watch Post,1. 南部觀察哨,project-proposed
OotA,/data/0/entries/9/entries/5/entries/1/name,2. Barracks,2. 營房,project-proposed
OotA,/data/0/entries/9/entries/5/entries/1/entries/3/name,Treasure,寶藏,existing-site
OotA,/data/0/entries/9/entries/5/entries/2/name,3. Main Hall,3. 主廳,project-proposed
OotA,/data/0/entries/9/entries/5/entries/2/entries/2/name,Treasure,寶藏,existing-site
OotA,/data/0/entries/9/entries/5/entries/3/name,4. Elite Barracks,4. 精英兵營,project-proposed
OotA,/data/0/entries/9/entries/5/entries/3/entries/2/name,Treasure,寶藏,existing-site
OotA,/data/0/entries/9/entries/5/entries/4/name,5. Lift,5. 升降機,project-proposed
OotA,/data/0/entries/9/entries/5/entries/4/entries/2/name,Using the Lift,使用升降機,project-proposed
OotA,/data/0/entries/9/entries/5/entries/5/name,6. Shrine to Lolth,6. 羅絲神龕,project-proposed
OotA,/data/0/entries/9/entries/5/entries/5/entries/3/name,Shrine Activity,神殿活動,project-proposed
OotA,/data/0/entries/9/entries/5/entries/5/entries/4/name,Treasure,寶藏,existing-site
OotA,/data/0/entries/9/entries/5/entries/6/name,7. Ilvara's Quarters,7. 伊爾瓦拉的住處,project-proposed
OotA,/data/0/entries/9/entries/5/entries/6/entries/3/name,Trap,陷阱,existing-site
OotA,/data/0/entries/9/entries/5/entries/6/entries/4/name,Treasure,寶藏,existing-site
OotA,/data/0/entries/9/entries/5/entries/7/name,8. Shoor's Quarters,8. 修爾的住處,project-proposed
OotA,/data/0/entries/9/entries/5/entries/7/entries/3/name,Trap,陷阱,existing-site
OotA,/data/0/entries/9/entries/5/entries/7/entries/4/name,Treasure,寶藏,existing-site
OotA,/data/0/entries/9/entries/5/entries/8/name,9. Waterfall,9. 瀑布,project-proposed
OotA,/data/0/entries/9/entries/5/entries/9/name,10. Guard Tower,10. 守衛塔,project-proposed
OotA,/data/0/entries/9/entries/5/entries/9/entries/4/name,Treasure,寶藏,existing-site
OotA,/data/0/entries/9/entries/5/entries/10/name,11. Slave Pen,11. 奴隸圍欄,project-proposed
OotA,/data/0/entries/9/entries/5/entries/10/entries/2/name,Magical Wards,魔法結界,project-proposed
OotA,/data/0/entries/9/entries/5/entries/11/name,12. Quaggoth Den,12. 幽邃熊怪巢穴,project-proposed
OotA,/data/0/entries/9/entries/5/entries/12/name,13. Northern Watch Post,13. 北方觀察哨,project-proposed
OotA,/data/0/entries/9/entries/5/entries/13/name,14. Pool,14. 池塘,project-proposed
OotA,/data/0/entries/10/name,Means of Escape,逃生手段,project-proposed
OotA,/data/0/entries/10/entries/1/name,Acquisitions,收購,project-proposed
OotA,/data/0/entries/10/entries/2/name,Jorlan's Gambit,喬蘭的計劃,project-proposed
OotA,/data/0/entries/10/entries/3/name,A Flight of Demons,惡魔的飛行,project-proposed
OotA,/data/0/entries/11/name,Leaving Velkynvelve,離開維爾京維爾夫,project-proposed
OotA,/data/0/entries/11/entries/1/name,North Passage,北通道,project-proposed
OotA,/data/0/entries/11/entries/2/name,West Passage,西通道,project-proposed
OotA,/data/0/entries/11/entries/3/name,South Passage,南通道,project-proposed
OotA,/data/0/entries/12/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/1/name,Chapter 2: Into Darkness,第2章：進入黑暗,project-proposed
OotA,/data/1/entries/2/name,Where to Go?,去哪裡？,project-proposed
OotA,/data/1/entries/2/entries/3/name,On Their Own,自力更生,project-proposed
OotA,/data/1/entries/3/name,Underdark Travel,幽暗地域旅行,project-proposed
OotA,/data/1/entries/3/entries/2/name,Travel Pace,旅行步調,existing-site
OotA,/data/1/entries/3/entries/2/entries/1/name,Underdark Travel Pace,幽暗地域行進速度,project-proposed
OotA,/data/1/entries/3/entries/2/entries/2/name,Underdark Travel Times,幽暗地域旅行時間,project-proposed
OotA,/data/1/entries/3/entries/3/name,Encounter Setup,遭遇設定,project-proposed
OotA,/data/1/entries/3/entries/3/entries/1/name,Space and Marching Order,空間和行進順序,project-proposed
OotA,/data/1/entries/3/entries/3/entries/2/name,Illumination,照明,existing-site
OotA,/data/1/entries/3/entries/4/name,Noticing Threats,發覺威脅,existing-site
OotA,/data/1/entries/3/entries/4/entries/3/name,Surprise,出其不意,existing-site
OotA,/data/1/entries/3/entries/5/name,Navigating,導航,project-proposed
OotA,/data/1/entries/3/entries/6/name,Mapping,繪製地圖,project-proposed
OotA,/data/1/entries/3/entries/7/name,Foraging,覓食,project-proposed
OotA,/data/1/entries/3/entries/7/entries/2/name,Creature Food Yield,生物食物產量,project-proposed
OotA,/data/1/entries/3/entries/8/name,Time-Keeping,時間記錄,project-proposed
OotA,/data/1/entries/3/entries/9/name,Faerzress,妖光,project-proposed
OotA,/data/1/entries/4/name,Equipment,裝備,existing-site
OotA,/data/1/entries/4/entries/1/name,Crafting,手作,project-proposed
OotA,/data/1/entries/4/entries/2/name,Components,成分,existing-site
OotA,/data/1/entries/5/name,Madness,瘋狂,existing-site
OotA,/data/1/entries/5/entries/4/entries/0/name,Madness Levels,瘋狂等級,project-proposed
OotA,/data/1/entries/6/name,Death,死亡,existing-site
OotA,/data/1/entries/7/name,Fungi of the Underdark,幽暗地域的真菌,project-proposed
OotA,/data/1/entries/7/entries/2/name,Edible Fungi,可食用真菌,project-proposed
OotA,/data/1/entries/7/entries/2/entries/1/name,Barrelstalk,桶柄菇,project-proposed
OotA,/data/1/entries/7/entries/2/entries/2/name,Bluecap,藍帽,project-proposed
OotA,/data/1/entries/7/entries/2/entries/3/name,Fire Lichen,火苔,project-proposed
OotA,/data/1/entries/7/entries/2/entries/4/name,Ripplebark,漣漪樹皮,project-proposed
OotA,/data/1/entries/7/entries/2/entries/5/name,Trillimac,崔利馬克,project-proposed
OotA,/data/1/entries/7/entries/2/entries/6/name,Waterorb,水球菌,project-proposed
OotA,/data/1/entries/7/entries/2/entries/7/name,Zurkhwood,祖克木,project-proposed
OotA,/data/1/entries/7/entries/3/name,Exotic Fungi,異國真菌,project-proposed
OotA,/data/1/entries/7/entries/3/entries/1/name,Nightlight,夜光菌,project-proposed
OotA,/data/1/entries/7/entries/3/entries/2/name,Nilhogg's Nose,尼爾霍格之鼻,project-proposed
OotA,/data/1/entries/7/entries/3/entries/3/name,Ormu,歐姆苔,project-proposed
OotA,/data/1/entries/7/entries/3/entries/4/name,Timmask,提馬斯克,project-proposed
OotA,/data/1/entries/7/entries/3/entries/5/name,Tongue of Madness,瘋狂之舌,project-proposed
OotA,/data/1/entries/7/entries/3/entries/6/name,Torchstalk,火把草,project-proposed
OotA,/data/1/entries/8/name,Narrating the Journey,敘述旅程,project-proposed
OotA,/data/1/entries/9/name,Drow Pursuit,卓爾追擊,project-proposed
OotA,/data/1/entries/9/entries/2/name,Tracking the Party,追蹤隊伍,project-proposed
OotA,/data/1/entries/9/entries/3/name,Pursuit Level,追擊等級,project-proposed
OotA,/data/1/entries/9/entries/3/entries/5/name,Catching Up,趕上,project-proposed
OotA,/data/1/entries/9/entries/3/entries/6/name,Eluding Pursuit,逃避追擊,project-proposed
OotA,/data/1/entries/9/entries/3/entries/6/entries/1/name,Narrow Escapes,險惡的逃脫,project-proposed
OotA,/data/1/entries/9/entries/4/name,Capture,被捕,project-proposed
OotA,/data/1/entries/10/name,Random Encounters,隨機遭遇,existing-site
OotA,/data/1/entries/10/entries/3/name,Terrain Encounters,地形遭遇,project-proposed
OotA,/data/1/entries/10/entries/3/entries/2/name,Boneyard,骨場,project-proposed
OotA,/data/1/entries/10/entries/3/entries/3/name,Boneyard Encounter,骨場遭遇,project-proposed
OotA,/data/1/entries/10/entries/3/entries/4/name,Cliff and Ladder,懸崖和梯子,project-proposed
OotA,/data/1/entries/10/entries/3/entries/5/name,Crystal Clusters,水晶簇,project-proposed
OotA,/data/1/entries/10/entries/3/entries/6/name,Fungus Cavern,真菌洞穴,project-proposed
OotA,/data/1/entries/10/entries/3/entries/7/name,Gas Leak,氣體洩漏,project-proposed
OotA,/data/1/entries/10/entries/3/entries/8/name,Gorge,峽谷,project-proposed
OotA,/data/1/entries/10/entries/3/entries/9/name,High Ledge,高崖,project-proposed
OotA,/data/1/entries/10/entries/3/entries/10/name,Horrid Sounds,可怕的聲音,project-proposed
OotA,/data/1/entries/10/entries/3/entries/11/name,Lava Swell,熔岩高地,project-proposed
OotA,/data/1/entries/10/entries/3/entries/12/name,Muck Pit,泥潭,project-proposed
OotA,/data/1/entries/10/entries/3/entries/13/name,Rockfall,巖崩,project-proposed
OotA,/data/1/entries/10/entries/3/entries/14/name,Rope Bridge,繩橋,project-proposed
OotA,/data/1/entries/10/entries/3/entries/15/name,Ruins,功虧一簣,project-proposed
OotA,/data/1/entries/10/entries/3/entries/16/name,Shelter,避難所,project-proposed
OotA,/data/1/entries/10/entries/3/entries/17/name,Sinkhole,陷坑,project-proposed
OotA,/data/1/entries/10/entries/3/entries/18/name,Slime or Mold,粘液或黴菌,project-proposed
OotA,/data/1/entries/10/entries/3/entries/19/name,Slime or Mold Encounter,粘液或黴菌遭遇,project-proposed
OotA,/data/1/entries/10/entries/3/entries/20/name,Steam Vent,蒸汽噴口,project-proposed
OotA,/data/1/entries/10/entries/3/entries/21/name,Underground Stream,地下溪流,project-proposed
OotA,/data/1/entries/10/entries/3/entries/22/name,Warning Sign,警告標誌,project-proposed
OotA,/data/1/entries/10/entries/3/entries/23/name,Warning Sign Encounter,警告標誌遭遇,project-proposed
OotA,/data/1/entries/10/entries/3/entries/24/name,Webs,蛛網,project-proposed
OotA,/data/1/entries/10/entries/4/name,Creature Encounters,生物遭遇,project-proposed
OotA,/data/1/entries/10/entries/4/entries/2/name,Ambushers,伏擊者,existing-site
OotA,/data/1/entries/10/entries/4/entries/3/name,Ambusher Lair Discoveries,伏擊者巢穴發現,project-proposed
OotA,/data/1/entries/10/entries/4/entries/4/name,Carrion Crawler,食腐蟲,existing-site
OotA,/data/1/entries/10/entries/4/entries/5/name,Escaped Slaves,逃脫的奴隸,project-proposed
OotA,/data/1/entries/10/entries/4/entries/6/name,Fungi,真菌,existing-site
OotA,/data/1/entries/10/entries/4/entries/7/name,Beholder Memories,眼魔記憶,project-proposed
OotA,/data/1/entries/10/entries/4/entries/8/name,Giant Fire Beetles,巨火甲蟲,project-proposed
OotA,/data/1/entries/10/entries/4/entries/9/name,"Giant ""Rocktopus""","巨型""岩石章魚""",project-proposed
OotA,/data/1/entries/10/entries/4/entries/9/entries/1/name,Camouflage,偽裝,existing-site
OotA,/data/1/entries/10/entries/4/entries/10/name,Mad Creature,瘋狂的生物,project-proposed
OotA,/data/1/entries/10/entries/4/entries/11/name,Mad Creature Possessions,瘋狂生物的所有物,project-proposed
OotA,/data/1/entries/10/entries/4/entries/12/name,Ochre Jelly,赭果凍,existing-site
OotA,/data/1/entries/10/entries/4/entries/13/name,Raiders,襲擊者,project-proposed
OotA,/data/1/entries/10/entries/4/entries/14/name,Raider Leader Possessions,襲擊者領袖的財物,project-proposed
OotA,/data/1/entries/10/entries/4/entries/15/name,Scouts,斥候們,existing-site
OotA,/data/1/entries/10/entries/4/entries/16/name,Society of Brilliance,光輝協會,project-proposed
OotA,/data/1/entries/10/entries/4/entries/17/name,Spore Servants,孢子僕從,project-proposed
OotA,/data/1/entries/10/entries/4/entries/18/name,Traders,交易者,project-proposed
OotA,/data/1/entries/11/name,Summarizing Travel,旅行總結,project-proposed
OotA,/data/1/entries/12/name,Set Encounters,設定遭遇,project-proposed
OotA,/data/1/entries/13/name,The Silken Paths,絲綢之路,project-proposed
OotA,/data/1/entries/13/entries/2/name,The Web Runners,蛛網行者,project-proposed
OotA,/data/1/entries/13/entries/2/entries/7/name,Silken Paths: General Features,絲綢之路：一般特徵,project-proposed
OotA,/data/1/entries/13/entries/2/entries/7/entries/1/name,Difficult Terrain,困難地形,existing-site
OotA,/data/1/entries/13/entries/2/entries/7/entries/2/name,Falling,墜落,existing-site
OotA,/data/1/entries/13/entries/2/entries/7/entries/3/name,Light,光線,existing-site
OotA,/data/1/entries/13/entries/2/entries/7/entries/4/name,Fire,火焰,existing-site
OotA,/data/1/entries/13/entries/3/name,Silken Path Encounters,絲綢之路遭遇戰,project-proposed
OotA,/data/1/entries/13/entries/3/entries/2/name,Cocooned Halfling,被繭包裹的半身人,project-proposed
OotA,/data/1/entries/13/entries/3/entries/3/name,Darkmantles,暗幕魔獸,project-proposed
OotA,/data/1/entries/13/entries/3/entries/4/name,Drow and Quaggoth Slaves,卓爾和幽邃熊怪奴隸,project-proposed
OotA,/data/1/entries/13/entries/3/entries/5/name,Giant Spiders,巨蜘蛛,project-proposed
OotA,/data/1/entries/13/entries/3/entries/6/name,Mimic,擬身怪,existing-site
OotA,/data/1/entries/13/entries/3/entries/7/name,Spectator,觀察者眼魔,existing-site
OotA,/data/1/entries/13/entries/3/entries/8/name,Web Break,蛛網斷裂,project-proposed
OotA,/data/1/entries/14/name,Hook Horror Hunt,恐爪怪狩獵,project-proposed
OotA,/data/1/entries/14/entries/2/name,Hook Horror Lair: General Features,恐爪怪巢穴：一般特徵,project-proposed
OotA,/data/1/entries/14/entries/2/entries/1/name,Light,光線,existing-site
OotA,/data/1/entries/14/entries/2/entries/2/name,Tight Passages,狹窄通道,project-proposed
OotA,/data/1/entries/14/entries/4/name,1. Hook Horrors,1. 恐爪怪,project-proposed
OotA,/data/1/entries/14/entries/5/name,2A. Gnoll Hunters,2A. 鬣狗人獵人,project-proposed
OotA,/data/1/entries/14/entries/5/entries/2/name,Development,發展,project-proposed
OotA,/data/1/entries/14/entries/6/name,2B. Gnoll Hunters,2B. 鬣狗人獵人,project-proposed
OotA,/data/1/entries/14/entries/6/entries/1/name,Treasure,寶藏,existing-site
OotA,/data/1/entries/14/entries/7/name,3. Cornered,3. 走投無路,project-proposed
OotA,/data/1/entries/14/entries/8/name,4. Hook Horror Nest,4. 恐爪怪巢穴,project-proposed
OotA,/data/1/entries/14/entries/8/entries/2/name,Hook Horror Maturation,恐爪怪成熟過程,project-proposed
OotA,/data/1/entries/14/entries/9/name,5. Gnoll Camp,5. 鬣狗人營地,project-proposed
OotA,/data/1/entries/15/name,The Oozing Temple,流動的神廟,project-proposed
OotA,/data/1/entries/15/entries/1/name,The Oozing Temple: General Features,軟泥寺廟：一般特徵,project-proposed
OotA,/data/1/entries/15/entries/1/entries/1/name,Light,光線,existing-site
OotA,/data/1/entries/15/entries/1/entries/2/name,Air,氣,existing-site
OotA,/data/1/entries/15/entries/1/entries/3/name,Water,水,existing-site
OotA,/data/1/entries/15/entries/3/name,1. Boxed In,1. 困局,project-proposed
OotA,/data/1/entries/15/entries/4/name,2. Dripping Death,2. 滴落的死亡,project-proposed
OotA,/data/1/entries/15/entries/5/name,3. Glabbagool,3. 格拉巴布林,project-proposed
OotA,/data/1/entries/15/entries/5/entries/5/name,Treasure,寶藏,existing-site
OotA,/data/1/entries/15/entries/6/name,4. Pudding Pits,4. 布丁坑,project-proposed
OotA,/data/1/entries/15/entries/6/entries/1/name,Trap,陷阱,existing-site
OotA,/data/1/entries/15/entries/7/name,5. Fountain of Madness,5. 瘋狂之泉,project-proposed
OotA,/data/1/entries/15/entries/7/entries/2/name,Treasure,寶藏,existing-site
OotA,/data/1/entries/15/entries/8/name,6. Water Chamber,6. 水室,project-proposed
OotA,/data/1/entries/15/entries/8/entries/2/name,Development,發展,project-proposed
OotA,/data/1/entries/16/name,Lost Tomb of Khaem,遺失的卡姆墓,project-proposed
OotA,/data/1/entries/16/entries/4/name,Lost Tomb of Khaem: General Features,卡姆的失落墓穴：一般特徵,project-proposed
OotA,/data/1/entries/16/entries/4/entries/1/name,Ceilings,天花板,existing-site
OotA,/data/1/entries/16/entries/4/entries/2/name,Doors,門,existing-site
OotA,/data/1/entries/16/entries/4/entries/3/name,Light,光線,existing-site
OotA,/data/1/entries/16/entries/4/entries/4/name,Chaotic Magic,混亂魔法,project-proposed
OotA,/data/1/entries/16/entries/6/name,1. Entrance Room,1. 入口室,project-proposed
OotA,/data/1/entries/16/entries/6/entries/1/name,Staircase and Landing,樓梯和平臺,project-proposed
OotA,/data/1/entries/16/entries/7/name,2. Shrine,2. 神殿,project-proposed
OotA,/data/1/entries/16/entries/8/name,3. Servants' Sarcophagi,3. 僕人的石棺,project-proposed
OotA,/data/1/entries/16/entries/8/entries/3/name,Treasure,寶藏,existing-site
OotA,/data/1/entries/16/entries/9/name,4. False Tomb,4. 假墓,project-proposed
OotA,/data/1/entries/16/entries/9/entries/2/name,Trap,陷阱,existing-site
OotA,/data/1/entries/16/entries/10/name,5. True Tomb,5. 真正墓室,project-proposed
OotA,/data/1/entries/16/entries/10/entries/4/name,Treasure,寶藏,existing-site
OotA,/data/2/name,Chapter 3: The Darklake,第3章：黑暗湖,project-proposed
OotA,/data/2/entries/4/name,Traversing the Darklake,穿越黑暗湖,project-proposed
OotA,/data/2/entries/4/entries/1/name,Modes of Travel,旅行方式,project-proposed
OotA,/data/2/entries/4/entries/1/entries/2/name,Boat,船,project-proposed
OotA,/data/2/entries/4/entries/1/entries/3/name,Makeshift Raft,臨時筏子,project-proposed
OotA,/data/2/entries/4/entries/1/entries/4/name,Swimming,游泳,existing-site
OotA,/data/2/entries/4/entries/1/entries/5/name,Other Options,其他選項,project-proposed
OotA,/data/2/entries/4/entries/1/entries/5/entries/2/name,The Darklake: General Features,黑暗湖：一般特徵,project-proposed
OotA,/data/2/entries/4/entries/1/entries/5/entries/2/entries/1/name,Darkness,黑暗術,existing-site
OotA,/data/2/entries/4/entries/1/entries/5/entries/2/entries/2/name,Caves and Tunnels,洞穴和隧道,project-proposed
OotA,/data/2/entries/4/entries/1/entries/5/entries/2/entries/3/name,Navigation,導航,project-proposed
OotA,/data/2/entries/4/entries/1/entries/5/entries/2/entries/4/name,Foraging,覓食,project-proposed
OotA,/data/2/entries/5/name,Random Encounters,隨機遭遇,existing-site
OotA,/data/2/entries/5/entries/1/entries/0/name,Darklake Random Encounters,黑暗湖隨機遭遇,project-proposed
OotA,/data/2/entries/5/entries/2/name,Darklake Terrain Encounters,黑暗湖地形遭遇,project-proposed
OotA,/data/2/entries/5/entries/2/entries/2/name,Collision,碰撞,project-proposed
OotA,/data/2/entries/5/entries/2/entries/3/name,Falls or Locks,瀑布或水閘,project-proposed
OotA,/data/2/entries/5/entries/2/entries/4/name,Island,島嶼,project-proposed
OotA,/data/2/entries/5/entries/2/entries/5/name,Low Ceiling,低矮的天花板,project-proposed
OotA,/data/2/entries/5/entries/2/entries/6/name,Rockfall,巖崩,project-proposed
OotA,/data/2/entries/5/entries/2/entries/7/name,Rough Current,急流,project-proposed
OotA,/data/2/entries/5/entries/2/entries/8/name,Run Aground,擱淺,project-proposed
OotA,/data/2/entries/5/entries/2/entries/9/name,Stone Teeth,石牙,project-proposed
OotA,/data/2/entries/5/entries/2/entries/10/name,Tight Passage,狹窄通道,project-proposed
OotA,/data/2/entries/5/entries/2/entries/11/name,Whirlpool,漩渦,existing-site
OotA,/data/2/entries/5/entries/3/name,Darklake Creature Encounters,黑暗湖生物遭遇,project-proposed
OotA,/data/2/entries/5/entries/3/entries/2/name,Aquatic Troll,水生巨魔,existing-site
OotA,/data/2/entries/5/entries/3/entries/3/name,Darkmantles,暗幕魔獸,project-proposed
OotA,/data/2/entries/5/entries/3/entries/4/name,Duergar,灰矮人,existing-site
OotA,/data/2/entries/5/entries/3/entries/5/name,Duergar Keelboat Cargo,灰矮人龍骨船貨物,project-proposed
OotA,/data/2/entries/5/entries/3/entries/6/name,Green Hag,綠鬼婆,existing-site
OotA,/data/2/entries/5/entries/3/entries/7/name,Grell,觸鬚怪,existing-site
OotA,/data/2/entries/5/entries/3/entries/8/name,Ixitxachitl,伊希鰩魚,existing-site
OotA,/data/2/entries/5/entries/3/entries/9/name,Kuo-toa,寇濤,existing-site
OotA,/data/2/entries/5/entries/3/entries/10/name,Kuo-toa Keelboat Cargo,寇濤龍骨船貨物,project-proposed
OotA,/data/2/entries/5/entries/3/entries/11/name,Merrow,邁羅人魚,existing-site
OotA,/data/2/entries/5/entries/3/entries/12/name,Stirges,蚊蝠們,existing-site
OotA,/data/2/entries/5/entries/3/entries/13/name,Swarm of Quippers,食人魚群,existing-site
OotA,/data/2/entries/5/entries/3/entries/14/name,Water Weird,水詭,existing-site
OotA,/data/2/entries/5/entries/3/entries/15/name,Weird Discoveries,怪異的發現,project-proposed
OotA,/data/2/entries/6/name,Sloobludop,斯盧布多普,project-proposed
OotA,/data/2/entries/9/name,Sloobludop: General Features,斯盧布多普：一般特徵,project-proposed
OotA,/data/2/entries/9/entries/1/name,Light,光線,existing-site
OotA,/data/2/entries/9/entries/2/name,Bridges and Platforms,橋樑和平臺,project-proposed
OotA,/data/2/entries/9/entries/3/name,Language,語言,existing-site
OotA,/data/2/entries/10/name,Slouching Toward Sloobludop,向斯盧布多普傾斜,project-proposed
OotA,/data/2/entries/11/name,Notable Kuo-toa in Sloobludop,斯盧布多普的著名寇濤魚人,project-proposed
OotA,/data/2/entries/11/entries/1/name,Prominent Kuo-toa,顯赫的寇濤魚人,project-proposed
OotA,/data/2/entries/11/entries/1/entries/1/name,Roleplaying the Kuo-Toa,扮演寇濤魚人,project-proposed
OotA,/data/2/entries/11/entries/2/name,Shuushar Connection,舒沙爾連線,project-proposed
OotA,/data/2/entries/12/name,The Day's Catch,一天的收穫,project-proposed
OotA,/data/2/entries/12/entries/1/name,The Enemy of My Enemy,我的敵人的敵人,project-proposed
OotA,/data/2/entries/12/entries/2/name,Baiting the Hook,設定誘餌,project-proposed
OotA,/data/2/entries/12/entries/2/entries/3/name,A Kuo-Toan Koan,寇濤魚人的禪宗公案,project-proposed
OotA,/data/2/entries/13/name,1. Gate,1. 大門,project-proposed
OotA,/data/2/entries/14/name,2. Docks,2. 碼頭,project-proposed
OotA,/data/2/entries/15/name,3. Shrine of the Sea Mother,3. 海洋之母神殿,project-proposed
OotA,/data/2/entries/15/entries/5/name,Treasure,寶藏,existing-site
OotA,/data/2/entries/16/name,4. Altar of the Deep Father,4. 深父祭壇,project-proposed
OotA,/data/2/entries/16/entries/5/name,Treasure,寶藏,existing-site
OotA,/data/2/entries/17/name,The Offering,供品,project-proposed
OotA,/data/2/entries/18/name,The Ritual,儀式,project-proposed
OotA,/data/2/entries/19/name,Demogorgon Rises!,狄摩高根崛起！,project-proposed
OotA,/data/2/entries/19/entries/4/name,Escaping the Demon Lord,逃離惡魔領主,project-proposed
OotA,/data/2/entries/19/entries/4/entries/1/name,Escape by Land,陸地逃脫,project-proposed
OotA,/data/2/entries/19/entries/4/entries/2/name,Escape by Water,水上逃脫,project-proposed
OotA,/data/2/entries/19/entries/5/name,Development,發展,project-proposed
OotA,/data/2/entries/20/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/name,Chapter 4: Gracklstugh,第4章：格拉克斯圖格,project-proposed
OotA,/data/3/entries/4/name,Going to Gracklstugh,前往格拉克斯圖格,project-proposed
OotA,/data/3/entries/4/entries/5/name,Gracklstugh and Drow Pursuit,格拉克斯圖格與卓爾追擊,project-proposed
OotA,/data/3/entries/4/entries/6/name,Arriving in Gracklstugh,到達格拉克斯圖格,project-proposed
OotA,/data/3/entries/4/entries/6/entries/3/name,Gracklstugh: General Features,格拉克斯圖格: 總體特徵,project-proposed
OotA,/data/3/entries/4/entries/6/entries/3/entries/1/name,Light,光線,existing-site
OotA,/data/3/entries/4/entries/6/entries/3/entries/2/name,Noise,響聲,project-proposed
OotA,/data/3/entries/4/entries/6/entries/3/entries/3/name,Smoke and Haze,煙霧和霾,project-proposed
OotA,/data/3/entries/4/entries/7/name,Random Encounters,隨機遭遇,existing-site
OotA,/data/3/entries/4/entries/7/entries/1/name,Random Encounters in Gracklstugh,格拉克斯圖格的隨機遭遇,project-proposed
OotA,/data/3/entries/4/entries/7/entries/2/name,Abusive Duergar Guards,虐待狂灰矮人守衛,project-proposed
OotA,/data/3/entries/4/entries/7/entries/3/name,Deep Gnome Merchant,地底侏儒商人,project-proposed
