book,context,page,type,classification_confidence,english,zh_tw
OotA,data/0/entries/5/entries/1/entries/2,4,MIXED,0.85,"Slipping out of manacles requires a successful {@dc 20} Dexterity check, while breaking them requires a successful {@dc 20} Strength check. A character can unlock the manacles using thieves' tools with a successful {@dc 15} Dexterity check. The manacles have 15 hit points. The iron collars can be broken with a successful {@dc 20} Strength check. The collars have 12 hit points. A character who fails a check to break a collar, break a set of manacles, or escape from a set of manacles can't attempt checks of that kind again until he or she finishes a long rest. A character can still use the {@action Help} action to aid another character, however.",掙脫手銬需要成功透過一次 {@dc 20} 敏捷檢定，而破壞手銬則需要成功透過一次 {@dc 20} 力量檢定。角色可以使用盜賊工具透過一次成功 {@dc 15} 的敏捷檢定來解開手銬。手銬有15點生命值。鐵項圈可以透過一次成功 {@dc 20} 的力量檢定來破壞。項圈有12點生命值。如果角色在破壞項圈、破壞手銬或逃脫手銬的檢定中失敗，則必須完成一次長休後才能再次嘗試此類檢定。然而，角色仍然可以使用 {@action Help||協助} 動作來幫助其他角色。
OotA,data/0/entries/6/name,5,HEADING_LABEL,0.99,The Adventure Begins,冒險開始
OotA,data/0/entries/6/entries/0,5,DM_INSTRUCTION,0.85,"The characters begin the adventure in the slave pens of Velkynvelve. Stripped of everything but their underclothing, they are at the mercy of the dark elves and in the company of other prisoners, many of who aren't what they seem.",角色們在維爾京維爾夫的奴隸圍欄中開始他們的冒險。除了內衣之外，他們被剝奪了一切，完全受黑暗精靈的擺佈，並且與其他許多看似並非其表面所是的囚犯們在一起。
OotA,data/0/entries/6/entries/1/entries/0,5,READ_ALOUD,0.99,"Captured by the drow! You wouldn't wish this fate upon anyone, yet here you are—locked in a dark cave, the cold, heavy weight of metal tight around your throat and wrists. You are not alone. Other prisoners are trapped in here with you, in an underground outpost far from the light of the sun. Your captors include a cruel drow priestess who calls herself Mistress Ilvara of House Mizzrym. Over the past several days, you've met her several times, robed in silken garments and flanked by two male drow, one of whom has a mass of scars along one side of his face and neck. Mistress Ilvara likes to impress her will with scourge in hand and remind you that your life now belongs to her. ""Accept your fate, learn to obey, and you may survive."" Her words echo in your memory, even as you plot your escape.","被卓爾俘虜！你不會希望任何人遭受這種命運，然而你卻在這裡——被鎖在一個黑暗的洞穴裡，冰冷沉重的金屬緊緊地環繞著你的喉嚨和手腕。你並不孤單。其他囚犯也和你一起被困在這裡，在一個遠離陽光的地下前哨站。你的俘虜者包括一個殘酷的卓爾女祭司，她自稱為米茲瑞姆家族的伊爾瓦拉女士。在過去的幾天裡，你已經幾次見到她，她身穿絲綢長袍，旁邊有兩個男性卓爾，其中一個的臉部和頸部一側有大片疤痕。伊爾瓦拉女士喜歡手持鞭子來強調她的意志，並提醒你，你現在的生命屬於她。""接受你的命運，學會服從，你可能會生存下來。""她的話在你的記憶中迴響，即使你正在策劃你的逃脫。"
OotA,data/0/entries/6/entries/2,5,MIXED,0.85,"Assume that each player character has been a prisoner in Velkynvelve for {@dice 1d10} days. (Roll separately for each character.) The characters spend most of this time locked in the slave pen, emerging occasionally under heavy guard to perform menial chores for their captors' amusement (see ""Hard Labor"").","假設每個玩家角色在維爾京維爾夫已經作為囚犯待了{@dice 1d10}天。（每個角色分別擲骰。）角色們大部分時間都被鎖在奴隸圍欄裡，偶爾在重兵看守下出來，為了他們俘虜的娛樂而做一些雜務（見""苦力""）。"
OotA,data/0/entries/6/entries/3,5,MIXED,0.85,"Feel free to play out any interaction between the drow, the player characters, and the other prisoners. This is an opportunity to reveal who the characters are and to flesh out their backgrounds and personalities through roleplaying, even as you introduce some of their fellow prisoners. Ilvara's newest consort, Shoor, wants to impress his mistress, while Jorlan, her former consort, sullenly does his duty but casts a curious eye over the prisoners. Any hostile move is met with poisoned crossbow bolts from the drow, and possibly a strike from Ilvara's scourge or a {@spell ray of sickness} spell. The giant spiders attack and poison anyone who attacks the drow. The drow don't kill any of the prisoners (leaving them {@condition unconscious} at 0 hit points) but have no compunction about beating them.",請隨意演繹卓爾、玩家角色和其他囚犯之間的互動。這是一個透過角色扮演揭示角色身份、背景和個性的機會，同時也可以介紹一些他們的同伴囚犯。伊爾瓦拉的新寵修爾(修爾)想要給她的女主人留下深刻印象，而她的前寵喬蘭(喬蘭)則悶悶不樂地履行他的職責，但對囚犯們投以好奇的目光。任何敵對的舉動都會遭到卓爾的毒藥十字弓箭，以及可能來自伊爾瓦拉的鞭擊或{@spell ray of sickness||致病射線}法術。巨型蜘蛛會攻擊並毒害任何攻擊卓爾的人。卓爾不會殺死任何囚犯（將他們留置在0生命值時處於{@condition unconscious||昏迷}狀態），但對他們進行毆打卻毫不手軟。
OotA,data/0/entries/7/name,5,HEADING_LABEL,0.99,In the Slave Pen,在奴隸圍欄
OotA,data/0/entries/7/entries/0,5,NARRATIVE,0.8,"Velkynvelve's slave pen is closed with a heavy iron gate bolted into the stone. See area 11 for more information about the slave pen, including options for opening or breaking through the gate.",維爾京維爾夫的奴隸圍欄被一扇沉重的鐵門關閉，鐵門用螺栓固定在石頭上。有關奴隸圍欄的更多資訊，包括開啟或破開大門的選項，請見區域11。
OotA,data/0/entries/7/entries/1,5,NARRATIVE,0.8,"The prisoners are provided with clay chamber pots, and one of the duties of slaves is to empty them into the pool during their shift. There are no other comforts in the slave pen. Prisoners must sit or lie on the stone floor, and are fed only once each day—a thin mushroom broth served in small clay bowls passed through gaps in the bars of the gate.",囚犯們被提供陶土便器，奴隸們的一項職責是在他們的輪班期間將它們倒入池中。奴隸圍欄裡沒有其他舒適設施。囚犯們必須坐在或躺在石地板上，每天只被餵食一次——一碗稀薄的蘑菇湯，透過柵欄的縫隙用小陶碗遞送。
OotA,data/0/entries/7/entries/2/name,5,HEADING_LABEL,0.99,Scavenged Possessions,搜尋到的財物
OotA,data/0/entries/7/entries/2/entries/0,5,MIXED,0.85,"The player characters have not been idle during their captivity. Have each player roll a {@dice d20}, and add the number of days ({@dice 1d10}) that player's character has been imprisoned in Velkynvelve. The result determines what, if anything, the character has in his or her possession when the adventure begins.",角色扮演者在囚禁期間並未閒著。讓每位玩家擲一個{@dice d20}骰子，並加上角色被囚禁在維爾京維爾夫的天數（{@dice 1d10}）。結果決定當冒險開始時，角色手中擁有什麼物品，如果有的話。
OotA,data/0/entries/7/entries/2/entries/1/name,5,HEADING_LABEL,0.99,Scavenged Possessions,搜尋到的財物
OotA,data/0/entries/7/entries/2/entries/1/entries/0/colLabels/0,5,HEADING_LABEL,0.99,Result,結果
OotA,data/0/entries/7/entries/2/entries/1/entries/0/colLabels/1,5,HEADING_LABEL,0.99,Item,物品
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/0/0,5,TABLE,0.99,2–9,2–9
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/0/1,5,TABLE,0.99,—,—
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/1/0,5,TABLE,0.99,10–12,10–12
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/1/1,5,TABLE,0.99,A gold coin,一枚金幣
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/2/0,5,TABLE,0.99,13–15,13–15
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/2/1,5,TABLE,0.99,A living {@creature spider} the size of a tarantula,一隻活生生的{@creature spider||蜘蛛}，大小像一隻狼蛛
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/3/0,5,TABLE,0.99,16–18,16–18
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/3/1,5,TABLE,0.99,A 5-foot-long strand of silk rope,一根5尺長的絲綢繩索
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/4/0,5,TABLE,0.99,19–21,19–21
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/4/1,5,TABLE,0.99,A flawed carnelian gemstone worth 10 gp,一塊有瑕疵的紅玉髓寶石，價值10 gp
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/5/0,5,TABLE,0.99,22–24,22–24
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/5/1,5,TABLE,0.99,A rusted iron bar that can be used as a club,一根生鏽的鐵棒，可以用作棍棒
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/6/0,5,TABLE,0.99,25–27,25–27
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/6/1,5,TABLE,0.99,A flint shard that can be used as a dagger,一塊可以用作匕首的打火石碎片
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/7/0,5,TABLE,0.99,28–30,28–30
OotA,data/0/entries/7/entries/2/entries/1/entries/0/rows/7/1,5,TABLE,0.99,"A hand crossbow bolt coated with {@item drow poison} (see ""{@book Poisons|DMG|8|Poisons}"" in chapter 8 of the {@i Dungeon Master's Guide})",一支塗有{@item drow poison||卓爾毒藥}的手弩弩矢（參見{@book 毒藥|DMG|8|Poisons}，出自{@i 城主指南}第八章）
OotA,data/0/entries/7/entries/3/name,5,HEADING_LABEL,0.99,Fellow Prisoners,同獄囚犯
OotA,data/0/entries/7/entries/3/entries/0,5,DM_INSTRUCTION,0.85,"The characters are held with ten other prisoners, captured during various raids and likewise awaiting transportation to Menzoberranzan. Some can expect to be sold as slaves, while others await death at the hands of the drow or their pets. Regardless of what they might think of the adventurers—and each other—outside the slave pens, all the NPCs have good reason to cooperate in order to escape and survive.",角色們與另外十名囚犯一起被關押，這些囚犯在各種襲擊中被捕獲，同樣等待著被運送到魔索布萊城。一些人可能被當作奴隸出售，而其他人則等待著被卓爾或他們的寵物處死。不管他們對冒險者——以及彼此——在奴隸圍欄之外的看法如何，所有NPC都有充分的理由合作以逃脫和生存。
OotA,data/0/entries/7/entries/3/entries/1/name,5,HEADING_LABEL,0.99,Prisoners of the Drow,卓爾的囚徒
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/0/0,5,TABLE,0.99,{@creature Buppido|OotA},{@creature Buppido|OotA|布皮多}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/0/1,5,TABLE,0.99,Talkative and cunning derro,健談而狡猾的迪洛矮人
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/1/0,5,TABLE,0.99,{@creature Prince Derendil|OotA},{@creature Prince Derendil|OotA|德倫迪爾王子}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/1/1,5,TABLE,0.99,Quaggoth who claims to be a cursed elf prince,聲稱自己是被詛咒的精靈王子的幽邃熊怪
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/2/0,5,TABLE,0.99,{@creature Eldeth Feldrun|OotA},{@creature Eldeth Feldrun|OotA|艾爾德絲·費爾德倫}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/2/1,5,TABLE,0.99,Shield dwarf scout from Gauntlgrym,來自岡特格瑞姆的盾矮人偵察兵
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/3/0,5,TABLE,0.99,{@creature Jimjar|OotA},{@creature Jimjar|OotA|吉姆賈爾}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/3/1,5,TABLE,0.99,Deep gnome with a gambling problem,有賭博問題的地底侏儒
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/4/0,5,TABLE,0.99,{@creature Ront|OotA},{@creature Ront|OotA|榮特}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/4/1,5,TABLE,0.99,Orc bully,獸人惡霸
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/5/0,5,TABLE,0.99,{@creature Sarith Kzekarit|OotA},{@creature Sarith Kzekarit|OotA|薩里斯·克澤卡里特}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/5/1,5,TABLE,0.99,Drow accused of murder,被指控謀殺的卓爾
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/6/0,5,TABLE,0.99,{@creature Shuushar the Awakened|OotA},{@creature Shuushar the Awakened|OotA|覺醒者舒沙爾}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/6/1,5,TABLE,0.99,Kuo-toa hermit and mystic,寇濤隱士與神秘主義者
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/7/0,5,TABLE,0.99,{@creature Stool|OotA},{@creature Stool|OotA|圓凳}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/7/1,5,TABLE,0.99,Myconid sprout,菌人幼體
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/8/0,5,TABLE,0.99,{@creature Topsy|OotA} and {@creature Turvy|OotA},{@creature Topsy|OotA|託普西}和{@creature Turvy|OotA|特威}
OotA,data/0/entries/7/entries/3/entries/1/entries/0/rows/8/1,5,TABLE,0.99,Deep gnome wererat twins,地底侏儒鼠人雙胞胎
OotA,data/0/entries/7/entries/3/entries/2/name,6,HEADING_LABEL,0.99,Buppido,布皮多
OotA,data/0/entries/7/entries/3/entries/2/entries/0,6,NARRATIVE,0.8,"A male {@creature derro|OotA}, {@creature Buppido|OotA} is surprisingly gregarious and talkative, demonstrating a keen mind and a disarming manner. This pleasant facade conceals the soul of an insane killer. {@creature Buppido|OotA} secretly believes he is the living incarnation of the derro god Diinkarazan—an avatar of murder offering bloody sacrifices to create a path of carnage through the Underdark for his people to follow to glory. He rationalizes any setbacks (including his capture and imprisonment) as part of his ""divine plan."" His killings are carefully ritualized, following an exacting process of cutting open the victims and arranging their organs.","一名男性{@creature derro|OotA|迪洛矮人}，{@creature Buppido|OotA|布皮多}出奇地健談且善於交際，展現出敏銳心靈和令人放鬆警惕的舉止。這愉快的表象下隱藏著一個瘋狂殺手的靈魂。{@creature Buppido|OotA|布皮多}暗自相信自己是迪洛矮人之神迪因卡拉薩恩的活體化身——一個謀殺的化身，透過血腥獻祭為他的族人開闢一條穿越幽暗地域的殺戮之路，以追隨榮耀。他將任何挫折（包括被捕和禁錮術）都合理化為他""神聖計劃""的一部分。他的殺戮經過精心儀式化，遵循著精確的流程：切開受害者並排列他們的器官。"
OotA,data/0/entries/7/entries/3/entries/2/entries/1,6,NARRATIVE,0.8,"Although mad, {@creature Buppido|OotA} is cunning and capable of hiding his true nature to serve his own ends. Because he believes he is a god, he is convinced that he can't be killed (or at least that the death of his mortal form means nothing to him), so he is completely fearless. He assumes everything is part of his divine plan, and enthusiastically participates in any plot to escape from the drow so he can continue his holy work. {@creature Buppido|OotA} is happy to consider his fellow prisoners allies until such time as he no longer needs them, or becomes convinced that the omens point toward the need for one or more of them to be sacrificed to his greater glory.",儘管瘋了，{@creature Buppido|OotA|布皮多}卻是狡猾的，並且能夠隱藏他的真實本性以服務於自己的目的。因為他相信自己是神，他確信自己不會被殺死（或者至少認為他的凡人形態的死亡對他來說無關緊要），所以他是完全無畏的。他假設一切都是他神聖計劃的一部分，並熱情地參與任何從卓爾手中逃脫的陰謀，以便繼續他的聖工。{@creature Buppido|OotA|布皮多}很樂意將他的同伴囚犯視為盟友，直到他不再需要他們，或者確信徵兆指向需要犧牲他們中的一個或更多人以獲得他更大的榮耀。
OotA,data/0/entries/7/entries/3/entries/3/name,6,HEADING_LABEL,0.99,Prince Derendil,德倫迪爾王子
OotA,data/0/entries/7/entries/3/entries/3/entries/0,6,DM_INSTRUCTION,0.85,"This hulking {@creature quaggoth} is the most menacing-looking prisoner in the slave pens, and the other prisoners give him a wide berth. If any of the characters speak to him, however, the quaggoth replies in urbane Elvish. He explains that he is not, in fact, a quaggoth, but a gold elf prince polymorphed into quaggoth form by a curse. He claims to be {@creature Prince Derendil|OotA} of the kingdom of Nelrindenvane in the High Forest. His crown was usurped by the evil wizard Terrestor, who trapped him in this form and exiled him from his people.",這個龐大的{@creature quaggoth||幽邃熊怪}是奴隸圍欄中最具有威脅性的囚犯，其他囚犯都遠遠地避開他。然而，如果任何角色與他交談，幽邃熊怪會用優雅的精靈語回答。他解釋說，他實際上不是幽邃熊怪，而是一個被詛咒變成了幽邃熊怪形態的金精靈王子。他聲稱自己是高森林中奈林登凡王國的{@creature Prince Derendil|OotA|德倫迪爾王子}。他的王冠被邪惡的法師特瑞斯托篡奪，他被變成了這種形態並被流放離開他的人民。
OotA,data/0/entries/7/entries/3/entries/3/entries/1,6,NARRATIVE,0.8,"Although Derendil behaves like the highborn prince he believes himself to be, he responds to stress—and particularly threats—like a quaggoth: violently tearing foes limb from limb and rending their flesh with sharp claws and teeth. He comes back to himself only after battle, or when someone reinforces his ""true identity"" to snap him out of it. Derendil laments that he is slowly but surely losing himself to the savagery of his quaggoth form.","儘管德倫迪爾表現得像他自認為的高貴王子，但他對壓力——尤其是威脅——的反應卻像一個幽邃熊怪：暴力地將敵人撕裂四肢，用鋒利的爪子和牙齒撕扯他們的肉體。只有在戰鬥結束後，或者當有人強調他的""真實身份""來讓他恢復自我時，他才會恢復過來。德倫迪爾哀嘆自己正逐漸但確定無疑地失去自我，沉淪於他幽邃熊怪形態的野蠻之中。"
OotA,data/0/entries/7/entries/3/entries/3/entries/2,6,NARRATIVE,0.8,"In fact, Derendil is simply mad, touched by the delusions of the demon lord Fraz-Urb'luu. The kingdom of Nelrindenvane doesn't exist, and all of ""Derendil's"" recollections and personality are an illusion created by the Demon Prince of Deception. The quaggoth refuses to believe the truth, and any incontrovertible evidence as to his real nature sends him into a murderous rage.","實際上，德倫迪爾只是瘋了，被惡魔領主弗拉茲厄魯的幻覺所影響。奈林登凡王國並不存在，而""德倫迪爾""的所有回憶和個性都是由欺詐惡魔王子創造的幻象。幽邃熊怪拒絕相信真相，任何確鑿的證據關於他的真實本性都會使他陷入狂暴的憤怒。"
OotA,data/0/entries/7/entries/3/entries/4/name,6,HEADING_LABEL,0.99,Eldeth Feldrun,艾爾德絲·費爾德倫
OotA,data/0/entries/7/entries/3/entries/4/entries/0,6,NARRATIVE,0.8,"A female shield dwarf {@creature scout} from Gauntlgrym, Eldeth is high spirited and proud of both her heritage and her people's achievement in reclaiming the ancient dwarven kingdom; she suggests Gauntlgrym as a destination to escape from the Underdark. Eldeth is stubborn and hates the drow and all other ""corrupt dark dwellers"" such as the derro and duergar.","一位來自岡特格瑞姆的女性盾矮人{@creature scout||斥侯}，艾爾德絲精神飽滿，對自己祖先的遺產以及她的人民在奪回古代矮人王國方面取得的成就感到自豪；她建議岡特格瑞姆作為逃離幽暗地域的目的地。艾爾德絲固執己見，憎恨卓爾以及所有其他""腐敗的黑暗居民""，比如迪洛矮人和灰矮人。"
OotA,data/0/entries/7/entries/3/entries/4/entries/1,6,DM_INSTRUCTION,0.85,"Eldeth wants to get back home, but she is also defiant and self sacrificing—and therefore among the most likely prisoners to perish before getting the opportunity. If that happens, Eldeth asks a character she trusts to promise to carry word of her fate back to her family in Gauntlgrym, along with her shield and warhammer if they are recovered. This might win the characters the approval of Eldeth's kin when they later visit Gauntlgrym.",艾爾德絲想要回家，但她也具有反抗精神和自我犧牲的品質——因此她是最有可能在有機會之前就喪命的囚犯之一。如果發生這種情況，艾爾德絲請求她信任的角色承諾將她的命運傳回岡特格瑞姆的家人，如果找到了她的盾牌和戰錘，也一併帶回。這可能會在角色們後來訪問岡特格瑞姆時贏得艾爾德絲家人的好感。
OotA,data/0/entries/7/entries/3/entries/5/name,6,HEADING_LABEL,0.99,Jimjar,吉姆賈爾
OotA,data/0/entries/7/entries/3/entries/5/entries/0,6,DM_INSTRUCTION,0.85,"A male deep gnome {@creature spy}, {@creature Jimjar|OotA} is a feckless rogue with a devil-may-care attitude, a fondness for coin, and an obsession with betting on virtually anything and everything. Once he knows the characters, {@creature Jimjar|OotA} regularly offers them bets on things from their own efforts (""I bet you ten gold you can't get past that sentry without being seen"") to the outcomes of random events (""I bet you twenty gold this tunnel is the right way""). He sometimes uses betting to goad others into doing things, but characters can easily turn the tables knowing that {@creature Jimjar|OotA} finds it difficult to refuse a wager. His behavior is unusual for the dour deep gnomes, and others of his kind (including {@creature Topsy|OotA} and {@creature Turvy|OotA}) find {@creature Jimjar|OotA} annoying at best, and unstable and potentially mad at worst.","一個男性地底侏儒{@creature spy||間諜}，{@creature Jimjar|OotA|吉姆賈爾}是一個無憂無慮的流氓，他有一種無憂無慮的態度，對金錢的喜愛，以及對幾乎任何事情和一切事物下注的痴迷。一旦他了解了角色們，{@creature Jimjar|OotA|吉姆賈爾}就會定期向他們提供賭注，從他們自己的努力（""我賭你十金幣，你不能不被看到就透過那個哨兵""）到隨機事件的結果（""我賭你二十金幣這條隧道是正確的路""）。他有時利用下注來刺激別人做事，但角色們可以輕易地扭轉局面，知道{@creature Jimjar|OotA|吉姆賈爾}發現很難拒絕賭注。他的行為對於嚴肅的地底侏儒來說很不尋常，他的同類（包括{@creature Topsy|OotA|託普西}和{@creature Turvy|OotA|特威}）認為{@creature Jimjar|OotA|吉姆賈爾}至多煩人，最壞則不穩定且可能瘋狂。"
OotA,data/0/entries/7/entries/3/entries/5/entries/1,6,NARRATIVE,0.8,"{@creature Jimjar|OotA} is always true to his word, and he manages to keep exact track of his debits and credits in his head, paying up on his bets (or demanding payment) as soon as possible. He's not above pocketing a little extra coin when no one is watching, and he has an amazing ability to secret significant wealth on his person.",{@creature Jimjar|OotA|吉姆賈爾}總是言而有信，他能夠精確地記住自己的債務和信用，並且儘可能快地支付賭注（或要求支付）。他不排斥在沒有人注意的時候悄悄拿走一些額外的硬幣，並且他有一種驚人的能力，可以在身上秘密攜帶大量的財富。
OotA,data/0/entries/7/entries/3/entries/5/entries/2,6,NARRATIVE,0.8,"{@creature Jimjar|OotA} feels as though there's something odd about the twins {@creature Topsy|OotA} and {@creature Turvy|OotA}, but he keeps his opinion to himself unless asked. He does his best to get along with everyone, although some find his gregariousness and constant wagers grating.",{@creature Jimjar|OotA|吉姆賈爾}感覺雙胞胎{@creature Topsy|OotA|託普西}和{@creature Turvy|OotA|特威}有些奇怪，但他除非被問及，否則會保留自己的意見。他盡力與每個人相處，儘管有些人覺得他的社交能力和不斷的打賭令人煩惱。
OotA,data/0/entries/7/entries/3/entries/6/name,7,HEADING_LABEL,0.99,Ront,榮特
OotA,data/0/entries/7/entries/3/entries/6/entries/0,7,NARRATIVE,0.8,"A male {@creature orc} from the Iceshield tribe, {@creature Ront|OotA} fled from the slaughter of a band of orcs at the hands of the dwarves, falling down a shaft and wandering in the Underdark before being captured by the drow. He's ashamed of his cowardly act and knows that Gruumsh, the god of the orcs, is punishing him. But he also doesn't want to die, or at least not in drow captivity. {@creature Ront|OotA} is mean, stupid, and hateful, but he also knuckles under to authority and threats. He especially hates Eldeth, as his tribe is at war with her people.",來自冰盾部落的一位男性{@creature orc||獸人}，{@creature Ront|OotA|榮特}從一群矮人屠殺獸人的過程中逃離，掉入一個礦井，在幽暗地域中徘徊，最後被卓爾捕獲。他對自己懦弱的行為感到羞愧，並知道獸人的神格烏什正在懲罰他。但他也不想死，至少不是在卓爾的囚禁中死去。{@creature Ront|OotA|榮特}是個刻薄、愚蠢、充滿仇恨的人，但他也屈服於權威和威脅。他特別討厭艾爾德絲，因為他的部落與她的族人處於戰爭狀態。
OotA,data/0/entries/7/entries/3/entries/6/entries/1,7,NARRATIVE,0.8,{@creature Ront|OotA} engages in threatening behavior and bullying toward the other prisoners unless someone stands up to him.,{@creature Ront|OotA|榮特} 對其他囚犯進行威脅行為和欺凌，除非有人站出來反抗他。
