english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
10,10,project-proposed,heading-only,BGDIA,9,data/0/entries/5/entries/3/entries/2/items/0,465,"While traveling across Avernus, the characters glimpse a fantastic mirage: a grand palace or garden oasis that vanishes when they get within 100 feet of it.",
10. Big Smash,10. 大破壞,project-proposed,heading-only,ToA,88,data/2/entries/4/entries/48/entries/17/name,1,10. Big Smash,
10. Harem,10. 後宮,project-proposed,heading-only,ToA,120,data/4/entries/4/entries/11/name,1,10. Harem,
10. I'jin's Shrine,10. 艾金的神龕,project-proposed,heading-only,ToA,103,data/3/entries/4/entries/11/name,1,10. I'jin's Shrine,
10. Inner Bailey,10. 內堡,project-proposed,heading-only,ToA,56,data/2/entries/4/entries/12/entries/21/name,1,10. Inner Bailey,
10. Jewel Market,10. 珠寶市場,project-proposed,heading-only,ToA,21,data/1/entries/8/entries/7/entries/7/name,1,10. Jewel Market,
10. Library,10. 圖書館,project-proposed,heading-only,ToA,29,data/1/entries/10/entries/6/entries/1/name,1,10. Library,
10. Mine Cart Bay,礦車灣,project-proposed,heading-only,ToA,64,data/2/entries/4/entries/15/entries/18/name,1,10. Mine Cart Bay,
10. Obo'laka's Tomb,10. 奧博娜卡的墓,project-proposed,heading-only,ToA,135,data/5/entries/5/entries/12/name,1,10. Obo'laka's Tomb,
10A. Courtyard,10A. 庭院,project-proposed,heading-only,ToA,56,data/2/entries/4/entries/12/entries/22/name,1,10A. Courtyard,
10A. Shrine Entrance,10A. 神龕入口,project-proposed,heading-only,ToA,103,data/3/entries/4/entries/11/entries/2/name,1,10A. Shrine Entrance,
10B. Puzzle Floor,謎題地板,project-proposed,heading-only,ToA,104,data/3/entries/4/entries/11/entries/3/name,1,10B. Puzzle Floor,
10B. Raptor Pen,10B. 猛禽籠,project-proposed,heading-only,ToA,57,data/2/entries/4/entries/12/entries/23/name,1,10B. Raptor Pen,
10C. Hall,10C. 大廳,project-proposed,heading-only,ToA,57,data/2/entries/4/entries/12/entries/24/name,1,10C. Hall,
10C. Labyrinth,迷宮,project-proposed,heading-only,ToA,104,data/3/entries/4/entries/11/entries/4/name,1,10C. Labyrinth,
10D. Kitchen,10D. 廚房,project-proposed,heading-only,ToA,57,data/2/entries/4/entries/12/entries/25/name,1,10D. Kitchen,
10D. Puzzle Cube,10D. 謎題立方體,project-proposed,heading-only,ToA,104,data/3/entries/4/entries/11/entries/5/name,1,10D. Puzzle Cube,
10E. Castellan,10E. 城堡指揮官,project-proposed,heading-only,ToA,57,data/2/entries/4/entries/12/entries/26/name,1,10E. Castellan,
10F. Bell Tower,10F. 鐘樓,project-proposed,heading-only,ToA,57,data/2/entries/4/entries/12/entries/27/name,1,10F. Bell Tower,
10G. Stores,10G. 倉庫,project-proposed,heading-only,ToA,57,data/2/entries/4/entries/12/entries/28/name,1,10G. Stores,
10H. Gauntlets' Room,10H. 鐵手套房間,project-proposed,heading-only,ToA,58,data/2/entries/4/entries/12/entries/29/name,1,10H. Gauntlets' Room,
10I. Command Quarters,10I. 指揮區,project-proposed,heading-only,ToA,58,data/2/entries/4/entries/12/entries/30/name,1,10I. Command Quarters,
10J. Guest Quarters,10J. 客房,project-proposed,heading-only,ToA,58,data/2/entries/4/entries/12/entries/31/name,1,10J. Guest Quarters,
11. Chwinga Wagon,11. 怯蘊阿靈貨車,project-proposed,heading-only,ToA,104,data/3/entries/4/entries/12/name,1,11. Chwinga Wagon,
11. Family Rooms,11. 家庭房,project-proposed,heading-only,ToA,29,data/1/entries/10/entries/6/entries/2/name,1,11. Family Rooms,
11. Gas Pocket,11. 氣體囊,project-proposed,heading-only,ToA,136,data/5/entries/5/entries/13/name,1,11. Gas Pocket,
11. Royal Docks,11. 皇家碼頭,project-proposed,heading-only,ToA,22,data/1/entries/8/entries/8/entries/5/name,1,11. Royal Docks,
11. Throne Room,寶座室,project-proposed,heading-only,ToA,120,data/4/entries/4/entries/12/name,1,11. Throne Room,
11. Urds' Quarters,烏爾德區,project-proposed,heading-only,ToA,88,data/2/entries/4/entries/48/entries/18/name,1,11. Urds' Quarters,
12. Bottom of the Shaft,12. 井道底部,project-proposed,heading-only,ToA,88,data/2/entries/4/entries/48/entries/19/name,1,12. Bottom of the Shaft,
12. Master Suite,12. 主臥,project-proposed,heading-only,ToA,29,data/1/entries/10/entries/6/entries/3/name,1,12. Master Suite,
12. Ras Nsi's Lair,12. 拉茲·納斯的巢穴,project-proposed,heading-only,ToA,121,data/4/entries/4/entries/13/name,1,12. Ras Nsi's Lair,
12. Statue,12. 雕像,project-proposed,heading-only,ToA,22,data/1/entries/8/entries/8/entries/6/name,1,12. Statue,
12. Trapped Chest,12. 陷阱寶箱,project-proposed,heading-only,ToA,136,data/5/entries/5/entries/14/name,1,12. Trapped Chest,
12. Wongo's Shrine,12. 望戈的神龕,project-proposed,heading-only,ToA,105,data/3/entries/4/entries/13/name,1,12. Wongo's Shrine,
12A. Cracked Obelisks,破裂的方尖碑,project-proposed,heading-only,ToA,105,data/3/entries/4/entries/13/entries/3/name,1,12A. Cracked Obelisks,
12B. Test of Friendship,12B. 友誼的考驗,project-proposed,heading-only,ToA,105,data/3/entries/4/entries/13/entries/4/name,1,12B. Test of Friendship,
12C. Viewing Corridors,觀景走廊,project-proposed,heading-only,ToA,105,data/3/entries/4/entries/13/entries/5/name,1,12C. Viewing Corridors,
13. Amphitheater,13. 露天劇場,project-proposed,heading-only,ToA,106,data/3/entries/4/entries/14/name,1,13. Amphitheater,
13. Audience Chamber,接見室,project-proposed,heading-only,ToA,88,data/2/entries/4/entries/48/entries/20/name,1,13. Audience Chamber,
13. Guard Rooms,13. 警衛室,project-proposed,heading-only,ToA,29,data/1/entries/10/entries/6/entries/4/name,1,13. Guard Rooms,
13. Harbormaster's Office,13. 港務長辦公室,project-proposed,heading-only,ToA,22,data/1/entries/8/entries/8/entries/7/name,1,13. Harbormaster's Office,
13. Stone Skull,13. 石骷髏,project-proposed,heading-only,ToA,137,data/5/entries/5/entries/15/name,1,13. Stone Skull,
13. Storeroom,13. 儲藏室,project-proposed,heading-only,ToA,121,data/4/entries/4/entries/14/name,1,13. Storeroom,
14. Laundry Room,14. 洗衣房,project-proposed,heading-only,ToA,29,data/1/entries/10/entries/6/entries/5/name,1,14. Laundry Room,
14. Lighthouse,14. 燈塔,project-proposed,heading-only,ToA,22,data/1/entries/8/entries/8/entries/8/name,1,14. Lighthouse,
14. Moa's Tomb,14. 摩亞的墓,project-proposed,heading-only,ToA,137,data/5/entries/5/entries/16/name,1,14. Moa's Tomb,
14. Tinder's Lair,14. 廷德的巢穴,project-proposed,heading-only,ToA,89,data/2/entries/4/entries/48/entries/21/name,1,14. Tinder's Lair,
14. Tomb of the Nine Gods,九神之墓,project-proposed,heading-only,ToA,106,data/3/entries/4/entries/15/name,1,14. Tomb of the Nine Gods,
14. Venom Distillery,毒液蒸餾廠,project-proposed,heading-only,ToA,122,data/4/entries/4/entries/15/name,1,14. Venom Distillery,
15. Fort Nyanzaru,15. 尼亞扎魯堡壘,project-proposed,heading-only,ToA,22,data/1/entries/8/entries/8/entries/9/name,1,15. Fort Nyanzaru,
15. Ruined Bazaar,15. 廢墟市集,project-proposed,heading-only,ToA,106,data/3/entries/4/entries/16/name,1,15. Ruined Bazaar,
15. Servants' Quarters,15. 僕人住處,project-proposed,heading-only,ToA,29,data/1/entries/10/entries/6/entries/6/name,1,15. Servants' Quarters,
15. Snake Pit,15. 蛇坑,project-proposed,heading-only,ToA,122,data/4/entries/4/entries/16/name,1,15. Snake Pit,
15. Wind Tunnel,15. 風道,project-proposed,heading-only,ToA,138,data/5/entries/5/entries/17/name,1,15. Wind Tunnel,
16. Blood Baths,血浴,project-proposed,heading-only,ToA,122,data/4/entries/4/entries/17/name,1,16. Blood Baths,
16. Papazotl's Shrine,16. 帕帕扎圖的神龕,project-proposed,heading-only,ToA,107,data/3/entries/4/entries/17/name,1,16. Papazotl's Shrine,
16. Rain Traps,16. 雨水收集器,project-proposed,heading-only,ToA,29,data/1/entries/10/entries/6/entries/7/name,1,16. Rain Traps,
16. Warehouse District,16. 倉庫區,project-proposed,heading-only,ToA,22,data/1/entries/8/entries/8/entries/10/name,1,16. Warehouse District,
16. Wongo's Tomb,16. 望戈的墓,project-proposed,heading-only,ToA,138,data/5/entries/5/entries/18/name,1,16. Wongo's Tomb,
16A. Shrine Entrance,神殿入口,project-proposed,heading-only,ToA,107,data/3/entries/4/entries/17/entries/2/name,1,16A. Shrine Entrance,
16B. Mosaic Floor,馬賽克地板,project-proposed,heading-only,ToA,107,data/3/entries/4/entries/17/entries/3/name,1,16B. Mosaic Floor,
16C. Chamber of Command,16C. 指揮之室,project-proposed,heading-only,ToA,107,data/3/entries/4/entries/17/entries/4/name,1,16C. Chamber of Command,
16D. Hidden Room,隱藏房間,project-proposed,heading-only,ToA,108,data/3/entries/4/entries/17/entries/5/name,1,16D. Hidden Room,
17. Dry Dock,17. 幹船塢,project-proposed,heading-only,ToA,22,data/1/entries/8/entries/8/entries/11/name,1,17. Dry Dock,
17. Sauna,17. 桑拿,project-proposed,heading-only,ToA,123,data/4/entries/4/entries/18/name,1,17. Sauna,
17. Underground Waterfall,17. 地下瀑布,project-proposed,heading-only,ToA,139,data/5/entries/5/entries/19/name,1,17. Underground Waterfall,
17. Waterfall,17. 瀑布,project-proposed,heading-only,ToA,108,data/3/entries/4/entries/18/name,1,17. Waterfall,
18. Devil Pit,18. 魔鬼坑,project-proposed,heading-only,ToA,139,data/5/entries/6/entries/2/name,1,18. Devil Pit,
18. Nangnang's Shrine,娜浪的神殿,project-proposed,heading-only,ToA,108,data/3/entries/4/entries/19/name,1,18. Nangnang's Shrine,
18. Red Bazaar,18. 紅市集,project-proposed,heading-only,ToA,23,data/1/entries/8/entries/9/entries/1/name,1,18. Red Bazaar,
18. Yuan-ti Nests,遠地蛇巢,project-proposed,heading-only,ToA,123,data/4/entries/4/entries/19/name,1,18. Yuan-ti Nests,
18A. Shrine Entrance,18A. 神龕入口,project-proposed,heading-only,ToA,108,data/3/entries/4/entries/19/entries/3/name,1,18A. Shrine Entrance,
18B. Chamber of Greed,貪婪之室,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/19/entries/4/name,1,18B. Chamber of Greed,
18C. Puzzle Cube,18C. 謎題立方體,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/19/entries/5/name,1,18C. Puzzle Cube,
19. Fish Market,19. 魚市場,project-proposed,heading-only,ToA,23,data/1/entries/8/entries/9/entries/2/name,1,19. Fish Market,
19. Gravity Ring,19. 重力環,project-proposed,heading-only,ToA,139,data/5/entries/6/entries/3/name,1,19. Gravity Ring,
19. Obo'laka's Shrine,奧博娜卡的神殿,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/20/name,1,19. Obo'laka's Shrine,
19. Slave Grotto,19. 奴隸洞穴,project-proposed,heading-only,ToA,123,data/4/entries/4/entries/20/name,1,19. Slave Grotto,
19A. Shrine Entrance,19A. 神龕入口,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/20/entries/2/name,1,19A. Shrine Entrance,
19B. Gallery of Carvings,雕刻長廊,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/20/entries/3/name,1,19B. Gallery of Carvings,
19C. Sun Pool,19C. 日光池,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/20/entries/4/name,1,19C. Sun Pool,
19D. Moon Pool,月池,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/20/entries/5/name,1,19D. Moon Pool,
19E. Chamber of Sacraments,19E. 聖禮之室,project-proposed,heading-only,ToA,110,data/3/entries/4/entries/20/entries/6/name,1,19E. Chamber of Sacraments,
19F. Secret Passage,秘密通道,project-proposed,heading-only,ToA,110,data/3/entries/4/entries/20/entries/7/name,1,19F. Secret Passage,
1A. Refectory,1A. 食堂,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/11/entries/2/name,1,1A. Refectory,
1B. Prayer Hall,1B. 祈禱大廳,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/11/entries/3/name,1,1B. Prayer Hall,
1C. Masters' Quarters,1C. 導師寢室,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/11/entries/4/name,1,1C. Masters' Quarters,
1D. Antechamber,1D. 前廳,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/11/entries/5/name,1,1D. Antechamber,
1E. Shrine,1E. 神殿,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/11/entries/6/name,1,1E. Shrine,
1F. Training Hall,1F. 訓練大廳,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/11/entries/7/name,1,1F. Training Hall,
1–2,1–2,project-proposed,heading-only,BGDIA,222,data/11/entries/6/entries/2/entries/0/entries/0/rows/0/0,10,1–2,
1–3,1–3,project-proposed,heading-only,ToA,194,data/7/entries/2/entries/4/rows/19/8,4,31–33,
2. Cleansing Chambers,淨化室,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/12/name,1,2. Cleansing Chambers,
2. Executioner's Run,2. 劊子手之路,project-proposed,heading-only,ToA,18,data/1/entries/8/entries/6/entries/4/name,1,2. Executioner's Run,
2. Gallery of Tricksters,詭計長廊,project-proposed,heading-only,ToA,131,data/5/entries/5/entries/4/name,1,2. Gallery of Tricksters,
2. Gatehouse,2. 門房,project-proposed,heading-only,ToA,48,data/2/entries/4/entries/8/entries/7/name,1,2. Gatehouse,
2. Hall of War,戰爭大廳,project-proposed,heading-only,ToA,116,data/4/entries/4/entries/3/name,1,2. Hall of War,
2. Larder,食品儲藏室,project-proposed,heading-only,ToA,90,data/2/entries/4/entries/49/entries/7/name,1,2. Larder,
2. Main Entrance,2. 主入口,project-proposed,heading-only,ToA,50,data/2/entries/4/entries/10/entries/10/name,1,2. Main Entrance,
2. Ore Gate,2. 礦石門,project-proposed,heading-only,ToA,55,data/2/entries/4/entries/12/entries/13/name,1,2. Ore Gate,
2. Pier,碼頭,project-proposed,heading-only,ToA,66,data/2/entries/4/entries/18/entries/15/name,1,2. Pier,
2. Sitting Area,2. 休息區,project-proposed,heading-only,ToA,28,data/1/entries/10/entries/5/entries/2/name,1,2. Sitting Area,
2. Smelter,2. 冶煉廠,project-proposed,heading-only,ToA,61,data/2/entries/4/entries/15/entries/10/name,1,2. Smelter,
2. Soldiers' Tents,2. 士兵帳篷,project-proposed,heading-only,ToA,45,data/2/entries/4/entries/7/entries/7/name,1,2. Soldiers' Tents,
2. Staircase,2. 樓梯,project-proposed,heading-only,ToA,59,data/2/entries/4/entries/13/entries/14/name,1,2. Staircase,
2. Supply Shed,供應棚,project-proposed,heading-only,ToA,86,data/2/entries/4/entries/48/entries/7/name,1,2. Supply Shed,
2. Terraces,2. 梯田,project-proposed,heading-only,ToA,75,data/2/entries/4/entries/27/entries/10/name,1,2. Terraces,
2. Walled Compound,圍牆大院,project-proposed,heading-only,ToA,96,data/3/entries/4/entries/3/name,1,2. Walled Compound,
20. False Tomb,20. 假墓,project-proposed,heading-only,ToA,141,data/5/entries/6/entries/4/name,1,20. False Tomb,
20. Grand Coliseum,20. 大競技場,project-proposed,heading-only,ToA,23,data/1/entries/8/entries/9/entries/3/name,1,20. Grand Coliseum,
20. Royal Palace,20. 王宮,project-proposed,heading-only,ToA,110,data/3/entries/4/entries/21/name,1,20. Royal Palace,
20. Underground River,地下河,project-proposed,heading-only,ToA,124,data/4/entries/4/entries/21/name,1,20. Underground River,
20A. Main Entrance to the Fane,聖所主入口,project-proposed,heading-only,ToA,110,data/3/entries/4/entries/21/entries/3/name,1,20A. Main Entrance to the Fane,
20B. Secret Entrance to the Fane,20B. 神廟的秘密入口,project-proposed,heading-only,ToA,110,data/3/entries/4/entries/21/entries/4/name,1,20B. Secret Entrance to the Fane,
21. Hall of Gold,21. 黃金大廳,project-proposed,heading-only,ToA,23,data/1/entries/8/entries/9/entries/4/name,1,21. Hall of Gold,
21. Hydra's Lair,九頭蛇的巢穴,project-proposed,heading-only,ToA,124,data/4/entries/4/entries/22/name,1,21. Hydra's Lair,
21. Zombie Door,21. 殭屍門,project-proposed,heading-only,ToA,141,data/5/entries/6/entries/5/name,1,21. Zombie Door,
22. Fungi Cavern,22. 真菌洞穴,project-proposed,heading-only,ToA,124,data/4/entries/4/entries/23/name,1,22. Fungi Cavern,
22. Papazotl's Tomb,22. 帕帕扎圖的墓,project-proposed,heading-only,ToA,142,data/5/entries/6/entries/6/name,1,22. Papazotl's Tomb,
22. Public Bathhouse,22. 公共浴場,project-proposed,heading-only,ToA,23,data/1/entries/8/entries/9/entries/5/name,1,22. Public Bathhouse,
23. Bottled Genie,23. 瓶中精靈,project-proposed,heading-only,ToA,142,data/5/entries/6/entries/7/name,1,23. Bottled Genie,
23. Dye Works,23. 染色工坊,project-proposed,heading-only,ToA,24,data/1/entries/8/entries/9/entries/6/name,1,23. Dye Works,
23. Secret Entrance,秘密入口,project-proposed,heading-only,ToA,124,data/4/entries/4/entries/24/name,1,23. Secret Entrance,
24. Nangnang's Tomb,24. 娜浪的墓,project-proposed,heading-only,ToA,143,data/5/entries/6/entries/8/name,1,24. Nangnang's Tomb,
24. Temple of Tymora,24. 提莫拉神廟,project-proposed,heading-only,ToA,24,data/1/entries/8/entries/10/entries/2/name,1,24. Temple of Tymora,
25. Dinosaur Pens,25. 恐龍圍欄,project-proposed,heading-only,ToA,24,data/1/entries/8/entries/11/entries/2/name,1,25. Dinosaur Pens,
25. Scrying Pool,25. 占卜池,project-proposed,heading-only,ToA,144,data/5/entries/6/entries/9/name,1,25. Scrying Pool,
26. Spiral Staircase,26. 螺旋樓梯,project-proposed,heading-only,ToA,144,data/5/entries/6/entries/10/name,1,26. Spiral Staircase,
27. Forge of the Tomb Dwarves,27. 墓穴矮人的鍛造場,project-proposed,heading-only,ToA,144,data/5/entries/6/entries/11/name,1,27. Forge of the Tomb Dwarves,
28. Withers's Office,28. 威瑟斯的辦公室,project-proposed,heading-only,ToA,145,data/5/entries/6/entries/12/name,1,28. Withers's Office,
29. Jackal Mask,29. 豺狼面具,project-proposed,heading-only,ToA,146,data/5/entries/7/entries/3/name,1,29. Jackal Mask,
2A. Washroom,2A. 洗手間,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/12/entries/1/name,1,2A. Washroom,
2B. Shrine,2B. 神殿,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/12/entries/2/name,1,2B. Shrine,
3. Armorer/Weaponsmith,3. 盔甲匠/武器匠,project-proposed,heading-only,ToA,55,data/2/entries/4/entries/12/entries/14/name,1,3. Armorer/Weaponsmith,
3. Armory,3. 軍械庫,project-proposed,heading-only,ToA,62,data/2/entries/4/entries/15/entries/11/name,1,3. Armory,
3. Burned-Out Shrine,3. 燒燬的神龕,project-proposed,heading-only,ToA,45,data/2/entries/4/entries/7/entries/8/name,1,3. Burned-Out Shrine,
3. Cave Entrance,3. 洞穴入口,project-proposed,heading-only,ToA,59,data/2/entries/4/entries/13/entries/15/name,1,3. Cave Entrance,
3. Elder's House,長老的房屋,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/13/name,1,3. Elder's House,
3. False Entrance,假入口,project-proposed,heading-only,ToA,131,data/5/entries/5/entries/5/name,1,3. False Entrance,
3. Grand Hall,3. 大廳,project-proposed,heading-only,ToA,28,data/1/entries/10/entries/5/entries/3/name,1,3. Grand Hall,
3. Groak's Isle,3. 格羅克島,project-proposed,heading-only,ToA,50,data/2/entries/4/entries/10/entries/11/name,1,3. Groak's Isle,
3. Hall of Serpents,3. 蛇廳,project-proposed,heading-only,ToA,116,data/4/entries/4/entries/4/name,1,3. Hall of Serpents,
3. Kubazan's Shrine,3. 庫巴讚的神龕,project-proposed,heading-only,ToA,97,data/3/entries/4/entries/4/name,1,3. Kubazan's Shrine,
3. Officers' Quarters Ashore,岸上軍官宿舍,project-proposed,heading-only,ToA,66,data/2/entries/4/entries/18/entries/16/name,1,3. Officers' Quarters Ashore,
3. Ore Cart,3. 礦車,project-proposed,heading-only,ToA,86,data/2/entries/4/entries/48/entries/8/name,1,3. Ore Cart,
3. Queen Grabstab's Hut,3. 格拉布斯塔布女王的小屋,project-proposed,heading-only,ToA,90,data/2/entries/4/entries/49/entries/8/name,1,3. Queen Grabstab's Hut,
3. Refuse Pit,3. 垃圾坑,project-proposed,heading-only,ToA,20,data/1/entries/8/entries/6/entries/5/name,1,3. Refuse Pit,
3. Spirit Domes,靈魂穹頂,project-proposed,heading-only,ToA,77,data/2/entries/4/entries/27/entries/11/name,1,3. Spirit Domes,
3. Watchtowers,3. 瞭望塔,project-proposed,heading-only,ToA,48,data/2/entries/4/entries/8/entries/8/name,1,3. Watchtowers,
30. Iron Barrier,30. 鐵製屏障,project-proposed,heading-only,ToA,147,data/5/entries/7/entries/4/name,1,30. Iron Barrier,
31. Reflected Hall,31. 反射大廳,project-proposed,heading-only,ToA,147,data/5/entries/7/entries/5/name,1,31. Reflected Hall,
31A. Hidden Alcoves,31A. 隱藏凹室,project-proposed,heading-only,ToA,147,data/5/entries/7/entries/5/entries/5/name,1,31A. Hidden Alcoves,
31B. Curtain of Water,31B. 水簾,project-proposed,heading-only,ToA,147,data/5/entries/7/entries/5/entries/6/name,1,31B. Curtain of Water,
32. Rotating Crawlways,32. 旋轉通道,project-proposed,heading-only,ToA,148,data/5/entries/7/entries/6/name,1,32. Rotating Crawlways,
33. Chamber of Opposition,33. 對立之室,project-proposed,heading-only,ToA,148,data/5/entries/7/entries/7/name,1,33. Chamber of Opposition,
34. Peephole,34. 窺視孔,project-proposed,heading-only,ToA,149,data/5/entries/7/entries/8/name,1,34. Peephole,
35. I'jin's Tomb,35. 艾金的墓,project-proposed,heading-only,ToA,149,data/5/entries/7/entries/9/name,1,35. I'jin's Tomb,
35A. Stone Block,35A. 石塊,project-proposed,heading-only,ToA,149,data/5/entries/7/entries/9/entries/1/name,1,35A. Stone Block,
35B. Tomb,35B. 墓穴,project-proposed,heading-only,ToA,150,data/5/entries/7/entries/9/entries/2/name,1,35B. Tomb,
36. Chamber of Respite,36. 休息之室,project-proposed,heading-only,ToA,151,data/5/entries/7/entries/10/name,1,36. Chamber of Respite,
37. Winds of Pandemonium,37. 混亂之風,project-proposed,heading-only,ToA,151,data/5/entries/7/entries/11/name,1,37. Winds of Pandemonium,
38. Revolving Room Trap,38. 旋轉房間陷阱,project-proposed,heading-only,ToA,152,data/5/entries/7/entries/12/name,1,38. Revolving Room Trap,
38A. Control Room,38A. 控制室,project-proposed,heading-only,ToA,152,data/5/entries/7/entries/12/entries/2/name,1,38A. Control Room,
38B. Access Tunnel,38B. 通道,project-proposed,heading-only,ToA,152,data/5/entries/7/entries/12/entries/3/name,1,38B. Access Tunnel,
38C. Revolving Drum,38C. 旋轉鼓,project-proposed,heading-only,ToA,152,data/5/entries/7/entries/12/entries/4/name,1,38C. Revolving Drum,
39. Golem Pit,39. 魔像坑,project-proposed,heading-only,ToA,153,data/5/entries/7/entries/13/name,1,39. Golem Pit,
3A. Froghemoth Pool,巨蛙池,project-proposed,heading-only,ToA,97,data/3/entries/4/entries/4/entries/2/name,1,3A. Froghemoth Pool,
3A. Shrine,3A. 神殿,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/13/entries/1/name,1,3A. Shrine,
3B. Asharra's Quarters,3B. 阿莎爾的房間,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/13/entries/2/name,1,3B. Asharra's Quarters,
3B. Locked Gate,3B. 上鎖的大門,project-proposed,heading-only,ToA,97,data/3/entries/4/entries/4/entries/3/name,1,3B. Locked Gate,
3C. Chamber of Bravery,勇敢之室,project-proposed,heading-only,ToA,97,data/3/entries/4/entries/4/entries/4/name,1,3C. Chamber of Bravery,
3–4,3–4,project-proposed,heading-only,ToA,95,data/3/entries/3/entries/7/entries/7/entries/0/rows/1/0,9,3–4,
4. Animal Pen,4. 動物圍欄,project-proposed,heading-only,ToA,48,data/2/entries/4/entries/8/entries/9/name,1,4. Animal Pen,
4. Animal Pens,4. 動物圍欄,project-proposed,heading-only,ToA,45,data/2/entries/4/entries/7/entries/9/name,1,4. Animal Pens,
4. Armory,軍械庫,project-proposed,heading-only,ToA,116,data/4/entries/4/entries/5/name,1,4. Armory,
4. Bazaar,4. 市集,project-proposed,heading-only,ToA,55,data/2/entries/4/entries/12/entries/15/name,1,4. Bazaar,
4. Dwellings,住宅,project-proposed,heading-only,ToA,71,data/2/entries/4/entries/20/entries/14/name,1,4. Dwellings,
4. Forge,4. 鍛造車間,project-proposed,heading-only,ToA,62,data/2/entries/4/entries/15/entries/12/name,1,4. Forge,
4. Goldenthrone,4. 金王座,project-proposed,heading-only,ToA,20,data/1/entries/8/entries/7/entries/1/name,1,4. Goldenthrone,
4. Guest Rooms,4. 客房,project-proposed,heading-only,ToA,28,data/1/entries/10/entries/5/entries/4/name,1,4. Guest Rooms,
4. Ruined Palace,4. 廢墟宮殿,project-proposed,heading-only,ToA,77,data/2/entries/4/entries/27/entries/12/name,1,4. Ruined Palace,
4. Shagambi's Shrine,4. 莎根比的神龕,project-proposed,heading-only,ToA,97,data/3/entries/4/entries/5/name,1,4. Shagambi's Shrine,
4. Shrine,4. 神龕,project-proposed,heading-only,ToA,51,data/2/entries/4/entries/10/entries/12/name,1,4. Shrine,
4. True Entrance,4. 真正入口,project-proposed,heading-only,ToA,131,data/5/entries/5/entries/6/name,1,4. True Entrance,
