book,context,english,zh_tw,status
BGDIA,/data/1/entries/8/entries/3/entries/5/name,D5. Welcome to the Dungeon,D5. 歡迎來到地下城,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/5/entries/2/name,Dungeon Features,地下城特徵物,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/6/name,D6. Bloated Corpse,D6. 腫脹的屍體,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/7/name,D7. Bhaal's Altar,D7. 巴爾的祭壇,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/8/name,D8. Moldy Tapestry,D8. 發黴的掛毯,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/9/name,D9. The Dead Three Doors,D9. 死亡三神之門,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/9/entries/1/name,East Door,東門,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/9/entries/2/name,North Door,北門,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/9/entries/3/name,South Door,南門,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/10/name,D10. Necromites' Room,D10. 屍從房間,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/11/name,D11. Partially Collapsed Crypt,D11. 部分坍塌的墓穴,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/11/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/8/entries/3/entries/12/name,D12. Bane's Altar,D12. 班恩的祭壇,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/13/name,D13. Morgue,D13. 停屍房,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/13/entries/4/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/8/entries/3/entries/14/name,D14. Hungry Rat,D14. 飢餓的老鼠,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/15/name,D15. Flooded Room,D15. 被水淹沒的房間,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/16/name,D16. Flooded Crypt,D16. 被水淹沒的墓穴,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/16/entries/2/name,Trap,陷阱,existing-site
BGDIA,/data/1/entries/8/entries/3/entries/17/name,D17. Myrkul's Altar,D17. 米爾寇的祭壇,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/18/name,D18. Gas Buildup,D18. 瓦斯匯聚,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/19/name,D19. Partially Collapsed Crypt,D19. 部分坍塌的墓穴,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/20/name,D20. Half-Plundered Crypt,D20. 被掠奪過的墓穴,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/20/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/8/entries/3/entries/21/name,D21. Zombie Crypt,D21. 殭屍墓穴,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/22/name,D22. Torture Chamber,D22. 拷問室,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/23/name,D23. Secret Door and Sentry,D23. 密門和崗哨,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/24/name,D24. Myrkul's Rest,D24. 米爾寇信徒休息區,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/25/name,D25. Bane's Rest,D25. 班恩信徒休息區,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/26/name,D26. Bhaal's Rest,D26. 巴爾信徒休息區,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/27/name,D27. Echoes of Battle,D27. 戰鬥迴響,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/28/name,D28. Old Cellar,D28. 舊地窖,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/29/name,D29. Mortlock Vanthampur,D29. 摩特洛克·范薩普爾,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/30/name,D30. Tiamat's Stolen Treasure,D30. 被盜的提亞馬特寶藏,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/30/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/8/entries/3/entries/31/name,D31. Torches,D31. 火把,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/32/name,D32. Stolen Goods,D32. 失竊的貨物,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/32/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/8/entries/3/entries/33/name,D33. Covenant of the Dead Three,D33. 死亡三神的契約,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/33/entries/4/name,Bane Statue,班恩雕像,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/33/entries/5/name,Bhaal Statue,巴爾雕像,project-proposed
BGDIA,/data/1/entries/8/entries/3/entries/33/entries/6/name,Myrkul Statue,米爾寇雕像,project-proposed
BGDIA,/data/1/entries/8/entries/4/name,Surprise! Dragon Cultists!,驚喜！龍巫教徒！,project-proposed
BGDIA,/data/1/entries/8/entries/5/name,Where Next?,下一步去哪裡？,project-proposed
BGDIA,/data/1/entries/8/entries/5/entries/2/name,More Dead Three Encounters,更多死亡三神的遭遇,project-proposed
BGDIA,/data/1/entries/8/entries/5/entries/2/entries/1/name,Abduction Squad (for 3rd-level characters),綁架小隊（適合3級角色）,project-proposed
BGDIA,/data/1/entries/8/entries/5/entries/2/entries/2/name,Murder Squad (for 4th-level characters),謀殺小隊（適合4級角色）,project-proposed
BGDIA,/data/1/entries/8/entries/5/entries/2/entries/3/name,Revenge Squad (for 5th-level characters),復仇小隊（適合5級角色）,project-proposed
BGDIA,/data/1/entries/9/name,Low Lantern,矮提燈,project-proposed
BGDIA,/data/1/entries/9/entries/1/name,About the Tavern,關於酒館,project-proposed
BGDIA,/data/1/entries/9/entries/2/name,Tavern Patrons,酒館顧客,project-proposed
BGDIA,/data/1/entries/9/entries/3/name,Tavern Locations,酒館地點,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/1/name,L1. Main Deck,L1. 主甲板,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/2/name,L2. Forecastle,L2. 前甲板,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/3/name,L3. Aftcastle,L3. 後甲板,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/4/name,L4. Laraelra's Cabin,L4. 拉瑞娜的艙房,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/4/entries/6/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/9/entries/3/entries/5/name,L5. Taproom and Gambling Hall,L5. 酒吧與賭場,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/6/name,L6. Tavern Lounge,L6. 酒館休息室,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/7/name,L7. Guest Cabin,L7. 客房,project-proposed
BGDIA,/data/1/entries/9/entries/3/entries/8/name,L8. Sleeping Quarters,L8. 睡眠區,project-proposed
BGDIA,/data/1/entries/9/entries/4/name,Dealing with Amrik,和阿姆利克打交道,project-proposed
BGDIA,/data/1/entries/9/entries/5/name,Reya Mantlemorn,蕾婭·曼特勒蒙,project-proposed
BGDIA,/data/1/entries/9/entries/5/entries/4/name,Reya's Tale,蕾婭的故事,project-proposed
BGDIA,/data/1/entries/9/entries/5/entries/5/name,If Reya Joins the Party,如果蕾婭加入隊伍,project-proposed
BGDIA,/data/1/entries/10/name,Vanthampur Villa,范薩普爾別墅,project-proposed
BGDIA,/data/1/entries/10/entries/2/name,Getting to the Villa,前往別墅,project-proposed
BGDIA,/data/1/entries/10/entries/3/name,The Vanthampur Family,范薩普爾家族,project-proposed
BGDIA,/data/1/entries/10/entries/4/name,About the Villa,關於別墅,project-proposed
BGDIA,/data/1/entries/10/entries/4/entries/2/name,Servants,僕人,project-proposed
BGDIA,/data/1/entries/10/entries/5/name,Villa Locations,別墅地點,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/1/name,V1. Yard,V1. 庭院,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/2/name,V2. Stable House,V2. 馬廄,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/2/entries/1/name,Trapdoor,活板門,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/3/name,V3. Foyer,V3. 門廳,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/3/entries/4/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/4/name,V4. Servants' Quarters,V4. 僕人宿舍,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/5/name,V5. Kitchen,V5. 廚房,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/6/name,V6. Pantry,V6. 食品儲藏室,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/7/name,V7. Stairs Down,V7. 向下的樓梯,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/8/name,V8. Parlor,V8. 客廳,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/8/entries/2/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/9/name,V9. Dining Room,V9. 餐廳,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/9/entries/3/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/10/name,V10. Gallery,V10. 陳列室,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/10/entries/2/name,Wax Statue,蠟像,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/11/name,V11. Upstairs Hall,V11. 上層大廳,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/12/name,V12. Balcony,V12. 陽臺,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/13/name,V13. Thurstwell's Bedroom,V13. 瑟斯維爾的臥室,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/13/entries/4/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/14/name,V14. Mortlock's Bedroom,V14. 摩特洛克的臥室,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/15/name,V15. Amrik's Bedroom,V15. 阿姆利克的臥室,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/15/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/16/name,V16. Duke's Powder Room,V16. 公爵的化妝間,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/16/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/17/name,V17. Master Bedroom,V17. 主臥室,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/17/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/17/entries/2/name,Trap,陷阱,existing-site
BGDIA,/data/1/entries/10/entries/5/entries/18/name,V18. Duke's Study,V18. 公爵的書房,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/18/entries/2/name,Bookcases,書架,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/19/name,V19. Tower Peak,V19. 塔頂,project-proposed
BGDIA,/data/1/entries/10/entries/5/entries/19/entries/4/name,Prisoners,囚犯,project-proposed
BGDIA,/data/1/entries/11/name,Under the Villa,別墅之下,project-proposed
BGDIA,/data/1/entries/11/entries/2/name,Dungeon Features,地下城特徵物,project-proposed
BGDIA,/data/1/entries/11/entries/3/name,Dungeon Locations,地下城地區,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/2/name,V20. Cellar,V20. 地下室,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/3/name,V21. Wine Cellar,V21. 酒窖,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/3/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/11/entries/3/entries/4/name,V22. Sewer Tunnels,V22. 汙水管道,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/4/entries/2/name,Wandering Monsters,遊蕩怪物,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/5/name,V23. Cold Storage,V23. 冷藏室,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/6/name,V24. Dining Room,V24. 餐廳,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/7/name,V25. Kitchen,V25. 廚房,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/8/name,V26. Temple of Zariel,V26. 扎瑞爾的神殿,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/8/entries/1/name,Disguised Characters,偽裝的角色,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/8/entries/6/name,Statue,雕像,existing-site
BGDIA,/data/1/entries/11/entries/3/entries/8/entries/7/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/11/entries/3/entries/9/name,V27. Escape Tunnel,V27. 撤離通道,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/10/name,V28. Secret Shrine,V28. 秘密神殿,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/10/entries/5/name,Obsidian Altar,黑曜石祭壇,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/11/name,V29. Prison,V29. 監獄,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/11/entries/4/name,Falaster Fisk,福萊斯特·菲斯克,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/11/entries/5/name,Satiir Thione-Hhune,薩蒂爾·席歐妮·胡妮,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/12/name,V30. Barrier of Iron Bars,V30. 鐵柵欄,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/12/entries/2/name,Imprisoned Characters,被囚禁的角色,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/13/name,V31. Vestry,V31. 祭衣室,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/14/name,V32. Connecting Tunnel,V32. 連線隧道,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/15/name,V33. Cultists' Quarters,V33. 教徒大廳宿舍,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/16/name,V34. Ritual Chamber,V34. 儀式室,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/17/name,V35. Thavius Kreeg's Quarters,V35. 塔維斯·克雷格的房間,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/17/entries/2/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/11/entries/3/entries/18/name,V36. Vanthampur Vault,V36. 范薩普爾的寶庫,project-proposed
BGDIA,/data/1/entries/11/entries/3/entries/18/entries/6/name,Shield of the Hidden Lord,隱藏領主的盾牌,existing-site
BGDIA,/data/1/entries/11/entries/3/entries/18/entries/7/name,Treasure,寶藏,existing-site
BGDIA,/data/1/entries/12/name,Final Encounters in Baldur's Gate,博德之門的最終遭遇,project-proposed
BGDIA,/data/1/entries/12/entries/3/name,Reporting to Captain Zodge,向佐迪隊長報告,project-proposed
BGDIA,/data/1/entries/12/entries/4/name,Commander Portyr,波特爾指揮官,project-proposed
BGDIA,/data/1/entries/13/name,Journey to Candlekeep,燭堡之旅,project-proposed
BGDIA,/data/1/entries/13/entries/3/name,Wyrm's Crossing,飛龍渡,project-proposed
BGDIA,/data/1/entries/13/entries/4/name,Knights of the Shield,堅盾騎士團,project-proposed
BGDIA,/data/1/entries/13/entries/5/name,Tale of the Hellriders,地獄騎士的傳說,project-proposed
BGDIA,/data/1/entries/14/name,Candlekeep,燭堡,project-proposed
BGDIA,/data/1/entries/14/entries/4/name,The Way of the Lion,雄獅小徑,project-proposed
BGDIA,/data/1/entries/14/entries/5/name,Entering Candlekeep,進入燭堡,project-proposed
BGDIA,/data/1/entries/14/entries/5/entries/6/name,The Hearth,爐邊,project-proposed
BGDIA,/data/1/entries/14/entries/6/name,Sylvira Savikas,西爾維拉·薩維卡斯,existing-site
BGDIA,/data/1/entries/14/entries/6/entries/4/name,Candlekeep Defenses,燭堡防禦,project-proposed
BGDIA,/data/1/entries/14/entries/6/entries/5/name,Thavius and the Puzzle Box,塔維斯和謎語盒,project-proposed
BGDIA,/data/1/entries/14/entries/6/entries/6/name,Gargauth and the Shield,加葛斯和盾牌,project-proposed
BGDIA,/data/1/entries/14/entries/6/entries/7/name,Poster Map of Avernus,阿弗納斯的地圖,project-proposed
BGDIA,/data/1/entries/15/name,Getting to Avernus,前往阿弗納斯,project-proposed
BGDIA,/data/1/entries/15/entries/8/name,Traxigor's Tower,特拉克西哥的高塔,project-proposed
BGDIA,/data/1/entries/15/entries/9/name,Lulu the Hollyphant,聖象露露,project-proposed
BGDIA,/data/1/entries/15/entries/9/entries/2/name,Lulu's Background,露露的背景,project-proposed
BGDIA,/data/1/entries/15/entries/9/entries/3/name,Lulu's Memories,露露的記憶,project-proposed
BGDIA,/data/1/entries/15/entries/9/entries/4/name,Restored Memories,重建記憶,project-proposed
BGDIA,/data/1/entries/15/entries/9/entries/5/name,Roleplaying Lulu,扮演露露,project-proposed
BGDIA,/data/1/entries/15/entries/10/name,Plane Shift,位面轉移,existing-site
BGDIA,/data/2/name,Chapter 2: Elturel Has Fallen,第2章：艾爾托瑞爾已然墜落,project-proposed
BGDIA,/data/2/entries/4/name,Running This Chapter,運作本章,project-proposed
BGDIA,/data/2/entries/5/name,Arrival in Elturel,抵達艾爾托瑞爾,project-proposed
BGDIA,/data/2/entries/5/entries/8/name,Unwelcome Party,不受歡迎的聚會,project-proposed
BGDIA,/data/2/entries/5/entries/8/entries/7/name,Aftermath,後續,project-proposed
BGDIA,/data/2/entries/5/entries/8/entries/7/entries/5/name,Handling Noncombatants,處理非戰鬥人員,project-proposed
BGDIA,/data/2/entries/5/entries/9/name,More Encounters in Elturel,艾爾托瑞爾中的更多遭遇,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/4/name,Collapsed Building,倒塌的建築,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/5/name,Cry for Help,求救的呼喊,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/6/name,Ghastly Meal,恐怖大餐,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/7/name,Ghoul Pack,食屍鬼群,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/7/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/2/entries/5/entries/9/entries/8/name,Hateful Patrol,可憎巡邏隊,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/9/name,Imp Sales Pitch,小魔鬼推銷,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/9/entries/3/name,Treasure,寶藏,existing-site
BGDIA,/data/2/entries/5/entries/9/entries/9/entries/3/entries/1/name,Elturel Hazards,艾爾托瑞爾的威脅,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/9/entries/3/entries/1/entries/1/name,Falling,墜落,existing-site
BGDIA,/data/2/entries/5/entries/9/entries/9/entries/3/entries/1/entries/2/name,Lightning,閃電,existing-site
BGDIA,/data/2/entries/5/entries/9/entries/9/entries/3/entries/1/entries/3/name,Quakes,地震,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/10/name,Narzugon Cavalier,魘騎魔騎士,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/11/name,Spouts of Hellfire,地獄火噴發,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/11/entries/1/name,Treasure,寶藏,existing-site
BGDIA,/data/2/entries/5/entries/9/entries/12/name,Vrock Philosophy,鷲魔哲學,project-proposed
BGDIA,/data/2/entries/5/entries/9/entries/13/name,Zombie Horde,喪屍群落,project-proposed
BGDIA,/data/2/entries/5/entries/10/name,Torm's Bridges,託姆之橋,project-proposed
BGDIA,/data/2/entries/5/entries/10/entries/4/name,Holy Runes,神聖符文,project-proposed
BGDIA,/data/2/entries/6/name,High Hall,至高大廳,project-proposed
BGDIA,/data/2/entries/6/entries/2/name,High Hall Overview,至高大廳概述,project-proposed
BGDIA,/data/2/entries/6/entries/3/name,Approaching the High Hall,接近至高大廳,project-proposed
BGDIA,/data/2/entries/6/entries/4/name,Cathedral Assault,大教堂突擊,project-proposed
BGDIA,/data/2/entries/6/entries/4/entries/4/name,Group 1: Abishai and Cultists,第一組：亞比莎龍魔和邪教徒,project-proposed
BGDIA,/data/2/entries/6/entries/4/entries/5/name,Group 2: Crab Attack,第二組：蟹群攻擊,project-proposed
BGDIA,/data/2/entries/6/entries/4/entries/6/name,Group 3: Devilish Brigands,第三組：魔鬼強盜,project-proposed
BGDIA,/data/2/entries/6/entries/4/entries/7/name,Group 4: Hellish Hunters,第四組：地獄獵人,project-proposed
BGDIA,/data/2/entries/6/entries/5/name,High Hall Cathedral,至高大廳大教堂,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/2/name,High Hall Cathedral Features,至高大廳大教堂特徵,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/2/entries/1/name,Art,藝術品,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/2/entries/2/name,Dimensions,尺寸,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/2/entries/3/name,Doors,門,existing-site
BGDIA,/data/2/entries/6/entries/5/entries/2/entries/4/name,Illumination,照明,existing-site
BGDIA,/data/2/entries/6/entries/5/entries/2/entries/5/name,Walls,牆壁,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/2/entries/6/name,Windows,窗戶,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/3/name,H1. Hall of Heroes,H1. 英雄大廳,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/4/name,H2. Grand Foyer,H2. 大門廳,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/5/name,H3. Central Altar,H3. 中央祭壇,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/5/entries/3/name,Activating the Altar,啟用祭壇,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/5/entries/4/name,Secret Door,暗門,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/6/name,H4. Private Chapels,H4. 獨立禮拜堂,project-proposed
BGDIA,/data/2/entries/6/entries/5/entries/6/entries/1/name,Survivor,生還者,existing-site
BGDIA,/data/2/entries/6/entries/5/entries/7/name,H5. Stairs to Residences,H5. 通往住宅的樓梯,project-proposed
