book,context,page,type,classification_confidence,english,zh_tw
BGDIA,data/0/entries/2/entries/2/name,5,HEADING_LABEL,0.99,Visit to Candlekeep,燭堡之旅
BGDIA,data/0/entries/2/entries/2/entries/0,5,DM_INSTRUCTION,0.85,"In the course of dealing with {@creature Thavius Kreeg|BGDIA} and the Vanthampur family, characters are likely to acquire the {@item Shield of the Hidden Lord|BGDIA} as well as an {@item infernal puzzle box|BGDIA} that they can't open. They might also liberate a spy imprisoned in Duke Vanthampur's dungeon who works for {@creature Sylvira Savikas|BGDIA}, a tiefling expert on the Nine Hells. Determined to thwart devil worshipers in positions of power throughout the Western Heartlands, Sylvira operates out of the library of Candlekeep and has spent years monitoring devil activity in Baldur's Gate, Elturel, and the surrounding region. Her spies are after the puzzle box, which is believed to contain a copy of the fiendish contract Thavius signed to seal Elturel's doom.",在對付{@creature Thavius Kreeg|BGDIA|塔維斯·克雷格}和範薩姆普爾家族的過程中角色們可能會獲得{@item Shield of the Hidden Lord|BGDIA|隱藏領主的盾牌}和一隻他們無法開啟的{@item infernal puzzle box|BGDIA|煉獄謎盒}。他們還有可能解救一名被囚禁在範薩姆普爾公爵的地城裡的一名為九獄專家{@creature Sylvira Savikas|BGDIA|西爾維拉·薩維卡斯}工作的密探。因為決心挫敗西哈特蘭德全境身居要職的魔鬼崇拜者，西爾維拉在燭堡工作並常年監視博德之門，艾爾托瑞爾以及周邊地區的魔鬼活動。她的密探在尋找一個煉獄謎盒，該謎盒被相信裝有一份塔維斯簽署的地獄契約的副本，其確認了艾爾托瑞爾的末日。
BGDIA,data/0/entries/2/entries/2/entries/1,5,DM_INSTRUCTION,0.85,"If the characters wish to help Baldur's Gate further, they must journey to the Nine Hells and rescue {@creature Ulder Ravengard|BGDIA} from what's left of Elturel. The characters are urged to seek out {@creature Sylvira Savikas|BGDIA} in Candlekeep. Sylvira knows the secret to unlocking Thavius's puzzle box. She can also facilitate the characters' descent into Avernus and provide them with a map (albeit an unreliable one). Sylvira advises characters to leave the {@item Shield of the Hidden Lord|BGDIA} in her custody. However, there are benefits to taking the shield with them, for Gargauth can guide them through the Nine Hells in ways others cannot. With or without the shield, the characters depart Candlekeep and visit Sylvira's friend, {@creature Traxigor|BGDIA}, a wizard who can use the {@spell plane shift} spell to get them to Elturel. At this wizard's tower, they meet a {@creature hollyphant|BGDIA} named {@creature Lulu|BGDIA}.",如果角色們想要進一步幫助博德之門，他們必須前往九獄在艾爾托瑞爾的廢墟中搜救{@creature Ulder Ravengard|BGDIA|烏爾德·瑞文嘉德}。角色們被勸說去尋找燭堡的{@creature Sylvira Savikas|BGDIA|西爾維拉·薩維卡斯}。希爾維婭知道如何解鎖塔維斯的謎盒，她也可以幫助角色們進入阿弗納斯並提供一張地圖（雖然不太準確）。希爾維婭會建議角色將{@item Shield of the Hidden Lord|BGDIA|隱藏領主的盾牌}留給她保管，但是對角色們而言留著盾牌更好，因為加葛斯會以無人可比的方式引導角色們穿越九獄。無論有沒有盾牌，角色們都將離開燭堡去拜訪希爾維婭的朋友{@creature Traxigor|BGDIA|特拉克西哥}，一名可以使用法術{@spell plane shift||位面轉移}帶他們前往艾爾托瑞爾的法師。在這位法師的法師塔中，他們將遇到一隻名為{@creature Lulu|BGDIA|露露}的{@creature hollyphant|BGDIA|聖飛象}。
BGDIA,data/0/entries/2/entries/3/name,6,HEADING_LABEL,0.99,To the Nine Hells!,去九獄！
BGDIA,data/0/entries/2/entries/3/entries/0,6,DM_INSTRUCTION,0.85,"{@adventure Chapter 2|BGDIA|2} opens with the characters' arrival in Elturel, which is anchored by enormous chains and trapped under the baleful light of the Companion. If the characters do nothing, the city will be pulled down into the River Styx and bound to the Nine Hells forever. {@creature Lulu|BGDIA} tries her best to serve as the party's guide in Avernus, but the hollyphant's memories are fragmented. It becomes clear, however, that {@creature Lulu|BGDIA} has a personal connection to Zariel, dating back to the archdevil's former angelic existence.",{@adventure 第二章|BGDIA|2} 開場於角色們到達艾爾托瑞爾，這座城市被巨大的鎖鏈固定住，被困於伴陽的惡毒光線之下。如果角色們什麼都不做的話，那麼這座城市將被拉入冥河並永遠地被束縛在九獄。{@creature Lulu|BGDIA|露露}會盡其所能充當角色們在阿弗納斯的嚮導，但是她的記憶已經支離破碎。不過很明顯的是，{@creature Lulu|BGDIA|露露}和扎瑞爾之間有某種可以追溯到這名魔鬼大公曾為天使時的私人聯絡。
BGDIA,data/0/entries/2/entries/3/entries/1/title,6,NARRATIVE,0.8,Diagram 0.1: Adventure Flowchart,圖 0.1: 冒險流程
BGDIA,data/0/entries/2/entries/3/entries/2,6,DM_INSTRUCTION,0.85,"After scouring Elturel for survivors and clashing with the denizens of Avernus, the characters encounter the valiant {@creature Ulder Ravengard|BGDIA}, who has been placed in the most unusual situation of defending a city he has long opposed. The beleaguered Ravengard urges the characters to do whatever they can to free Elturel and return what's left of it to Faerûn. To do so, they must scour Avernus for the means to destroy the Companion or break the enormous chains that shackle that city, as described in {@adventure chapter 3|BGDIA|3}.",在搜尋城中的倖存者並與阿弗納斯的原住民戰鬥之後，角色們會遇到英勇的{@creature Ulder Ravengard|BGDIA|烏爾德·瑞文嘉德}，他如今被置於一個非比尋常的位置——去保衛一座他長期敵對的城市。被圍困的瑞文嘉德力勸角色們去做任何可以解放艾爾托瑞爾，令其殘存之物迴歸費倫的任何事。為了做到這一點，他們必須在阿弗納斯仔細尋找摧毀伴陽或是打破束縛城市的鎖鏈的方法，這些會在{@adventure 第三章|BGDIA|3}描述。
BGDIA,data/0/entries/2/entries/3/entries/3,6,DM_INSTRUCTION,0.85,"Avernus has long been a battlefield in the never-ending Blood War. Apart from clashing demons and devils, petty warlords scour the Avernian wastelands in search of treasure, salvage, and fuel for their infernal war machines. Characters who forge an alliance with one warlord risk alienating the others. By acquiring an infernal war machine, characters can travel quickly across Avernus—a domain rife with tortured souls, warmongers, and devils eager to tempt would-be heroes into soul-corrupting deals.",阿弗納斯長期作為無盡血戰的戰場。但除了撕殺的魔鬼與惡魔之外還有繁多的小軍閥們在阿弗納斯廢土上來回搜刮財寶，可維修的廢品以及他們地獄戰爭機器的燃料。與一名軍閥結成同盟的角色會被其他軍閥疏離。經由獲取一臺地獄戰車，角色們們可以快速的穿越阿弗納斯，這片地域充斥著備受折磨的靈魂，戰爭販子以及渴望著誘惑未來的英雄去達成會腐化其靈魂的交易的魔鬼。
BGDIA,data/0/entries/2/entries/3/entries/4,6,DM_INSTRUCTION,0.85,"The more time she spends with the characters, the more {@creature Lulu|BGDIA} begins to remember long-lost memories of the {@item Sword of Zariel|BGDIA}, an angelic weapon with the power to destroy the Companion. After Zariel's fall from grace, the sword was hidden in a stronghold called the Bleeding Citadel—a celestial sanctuary trapped in Avernus. The quest for the sword forms the crux of {@adventure chapter 4|BGDIA|7}, leading to the revelation that Zariel can be redeemed.",{@creature Lulu|BGDIA|露露}與角色們共度的時間越多，她就越能回想起有關{@item Sword of Zariel|BGDIA|扎瑞爾之劍}，一把力量足以摧毀伴陽的天使武器的記憶。在扎瑞爾從諸神的寵愛中墮落後，這把劍被藏在了一處名為湧血城砦，一處深陷阿弗納斯的天堂庇護所的要塞裡。對聖劍的追尋構成了{@adventure 第四章|BGDIA|7}的關鍵，這揭示了扎瑞爾尚能被救贖這一不可思議的事實。
BGDIA,data/0/entries/2/entries/3/entries/5,6,DM_INSTRUCTION,0.85,"The characters' success doesn't hinge on acquiring the {@item Sword of Zariel|BGDIA} or helping Zariel find redemption, as Gargauth is quick to point out should the characters consult with him. There are other ways to free Elturel, but only if the characters are willing to cut deals with Avernus's most evil denizens. The characters might broker a deal with the deposed archdevil {@creature Bel|BGDIA}, who longs to supplant Zariel and regain his title as ruler of Avernus. They might stoke the rage of a horrific demon called {@creature Crokek'toeck|BGDIA} and trick it into gnawing through Elturel's chains. They might come to terms with an evil dragonborn paladin named {@creature Arkhan the Cruel|BGDIA}, using him to broker a deal with Tiamat. By returning her stolen treasure, characters can convince Tiamat to break Elturel's chains.",角色們的成敗並不取決於尋得{@item Sword of Zariel|BGDIA|扎瑞爾之劍}或是幫助扎瑞爾找尋救贖，加葛斯很快就會指出角色們應當向他請教。解救艾爾托瑞爾還有其他的路，但是隻有角色們願意與阿弗納斯最邪惡的住民交易才行。角色們可以被免職的前任魔鬼大公{@creature Bel|BGDIA|貝爾}達成協議，他一直希望擠掉扎瑞爾重新拿回阿弗納斯統治者的頭銜：他們可可以激起一頭名為{@creature Crokek'toeck|BGDIA|克魯科克'託伊克}的可怕惡魔的怒火併誘使它咬斷艾爾托瑞爾的鎖鏈：他們可以與一名被稱為{@creature Arkhan the Cruel|BGDIA|殘酷者阿克漢}的邪惡龍裔聖武士達成協議，透過他去促成一筆與提亞馬特的交易。藉由歸還提亞馬特被偷走的財寶，角色們可以說服提亞馬特去打破艾爾托瑞爾的鎖鏈。
BGDIA,data/0/entries/2/entries/3/entries/6,6,DM_INSTRUCTION,0.85,"As tempting as such pursuits can be, the characters must be careful, for devil deals, demon lords, and Tiamat's rage number among the multiverse's greatest threats. Also, Zariel herself might become cross with the characters for daring to meddle in her diabolical affairs. How the adventure concludes depends on the choices the characters make, the chaos they foment, and the deals they forge, as discussed in {@adventure chapter 5|BGDIA|8}.",儘管這些目標如此誘人，但是角色們們必須萬分小心，要知道魔鬼的交易，惡魔的領主以及提亞馬特的怒火併稱多元宇宙中最大的威脅。同樣，扎瑞爾也可能對膽敢管她邪惡計劃的閒事的角色們產生怒火。冒險的結局取決於角色們所作出的選擇，角色們所挑動的混亂以及角色們所達成的交易；這些將在{@adventure 第五章|BGDIA|8}進行討論。
BGDIA,data/0/entries/3/name,7,HEADING_LABEL,0.99,Adventure Background,冒險背景
BGDIA,data/0/entries/3/entries/0,7,NARRATIVE,0.8,"On the plane of Mount Celestia, the angel Zariel chastised her peers for not getting involved in the Blood War. She felt that it was the responsibility of the angelic host to destroy evil in the multiverse, rather than stand back and watch demons and devils annihilate one another, destroying vast swaths of the multiverse in the process. In defiance of her superiors, Zariel left Mount Celestia and went to Elturel, where she rallied an army of warriors and trained them to fight in the Blood War. She promised them that when they were ready, she would lead them into battle on Avernus.",在天界山位面，天使扎瑞爾責怪她的同僚們對血戰無動於衷。她認為天使軍團有責任摧毀多元宇宙間的邪惡而不是袖手旁觀惡魔與魔鬼的互相攻伐，看著它們在這個過程中摧毀多元宇宙的大片土地。出於對她上級的反抗，扎瑞爾離開了天堂山前往艾爾托瑞爾，在那裡她召集了一支戰士們組成軍隊並訓練他們去參加血戰。她向他們許諾當準備萬全的時候，她會領導他們在阿弗納斯奮勇殺敵。
BGDIA,data/0/entries/3/entries/1,7,NARRATIVE,0.8,"Zariel led her army out of Elturel amid a throng of cheering well-wishers and proud citizens in 1354 DR. In an epic charge known as the Ride, Zariel's army entered Avernus and took the fight to the archdevil {@creature Bel|BGDIA} and his infernal legions. Many of Zariel's warriors fought bravely, but for others, the horrors of the Nine Hells proved too great. They fled back through the portal, sealing it behind them and never revealing their shameful retreat and betrayal. The Hellriders, as they were called, would wear this badge of shame to the grave.",扎瑞爾在歡呼的支持者和自豪的市民的注視中帶著她的軍隊在DR1354離開了艾爾托瑞爾。在被稱為呼嘯衝鋒的一次傳奇般的衝鋒中，扎瑞爾的軍隊衝入阿弗納斯與魔鬼大公{@creature Bel|BGDIA|貝爾}的地獄軍團撕殺。許多扎瑞爾的戰士英勇作戰，然而對其他人來說九獄的可怕遠超想象。他們逃回傳送門，並將其封閉而且從未洩露他們可恥的撤退與背叛。如他們的名字那樣，地獄騎手，將帶著這恥辱的標記進入墳墓。
BGDIA,data/0/entries/3/entries/2/name,7,HEADING_LABEL,0.99,Zariel's Fall,扎瑞爾的墜落
BGDIA,data/0/entries/3/entries/2/entries/0,7,NARRATIVE,0.8,"Zariel lost more than her army on Avernus. She also lost a hand, which was severed in battle. As her sword fell to the ground, Zariel ordered Yael, her most devoted general, to take the weapon and hide it, so that the devils would not destroy or corrupt it. Yael took the sword and fled, along with Zariel's faithful hollyphant companion, {@creature Lulu|BGDIA}. Zariel's other two generals, Olanthius and Haruman, refused to leave Zariel's side. All three were captured and sent to Nessus, the lowest of the Nine Hells. There, Zariel was brought before Asmodeus, who welcomed her with open arms. The Lord of the Nine commended Zariel for her battle prowess and the strength of her convictions. He offered her rulership of Avernus, much to {@creature Bel|BGDIA}'s chagrin. By swearing fealty to Asmodeus and the Nine Hells, Zariel could bring her rage to bear against the demons and continue to fight in the Blood War, with legions of devils under her command. Zariel accepted Asmodeus's terms, completing her fall from grace. Haruman followed his master into damnation willingly and was transformed into a narzugon devil, while Olanthius, who took his own life rather than bow before Asmodeus, was brought back to serve as a death knight under Zariel's burning gaze.",扎瑞爾在阿弗納斯失去的不只是軍隊；她的一隻手也在戰鬥中被斬斷。長劍落地時，她命令最忠誠的將軍耶爾帶走並藏起這件武器，免得魔鬼將它摧毀或腐化。耶爾帶著劍逃走，同行的還有扎瑞爾忠實的聖飛象夥伴{@creature Lulu|BGDIA|露露}。另外兩位將軍奧蘭蘇斯與哈魯曼拒絕離開扎瑞爾身旁，三人於是一起被俘，押往九獄最底層的奈瑟斯。扎瑞爾被帶到阿斯蒙蒂斯面前，受到他張臂歡迎。九獄之主讚揚她的戰技與堅定信念，提出讓她統治阿弗納斯，令{@creature Bel|BGDIA|貝爾}大為惱怒。只要宣誓效忠阿斯蒙蒂斯與九獄，扎瑞爾便能指揮魔鬼軍團，在血戰中繼續向惡魔宣洩怒火。她接受條件，就此徹底墮落。哈魯曼心甘情願地追隨主人走向沉淪，化為魘騎魔；奧蘭蘇斯寧願自盡也不肯向阿斯蒙蒂斯屈膝，卻在扎瑞爾熾熱的凝視下被喚回，成為效忠她的死亡騎士。
BGDIA,data/0/entries/3/entries/3/name,7,HEADING_LABEL,0.99,The Companion,伴陽
BGDIA,data/0/entries/3/entries/3/entries/0,7,NARRATIVE,0.8,"Zariel never forgot her betrayers—those who ran from the battlefield. She kept a close eye on Elturel, waiting for the day when she could enact her revenge. That day came in 1444 DR, when Elturel was conquered by a vampire lord. A priest of Torm named {@creature Thavius Kreeg|BGDIA} appealed to any power to help him save his holy city. In that instant, Zariel emerged from a pillar of fire and offered him a deal, which Thavius readily accepted.",扎瑞爾從未忘記那些逃離戰場的背叛者。她密切關注著艾爾托瑞爾，等待她能報仇雪恨的那天到來。那一天在DR1444來臨，那時艾爾托瑞爾為一名吸血鬼領主所征服。一名叫做{@creature Thavius Kreeg|BGDIA|塔維斯·克雷格}的託姆牧師向任何能幫助他拯救他的聖城的力量祈求，就在那時扎瑞爾以一道火焰之柱的形象出現，並向他提出了一份交易，而塔維斯毫不猶豫的接受了。
BGDIA,data/0/entries/3/entries/3/entries/1,7,NARRATIVE,0.8,"In the sky over Elturel, a radiant sphere called the Companion appeared, blazing like a second sun. Powered by a planetar imprisoned within it, the Companion bathed Elturel and the surrounding countryside in holy light which sent the vampire lord scrambling for the shadows and laid waste to his undead army. {@creature Thavius Kreeg|BGDIA}, who took credit for summoning the Companion, was hailed as the savior of the city and rose to become its high overseer. Under Kreeg's decades-long rule, Elturel embarked on a path to becoming not just a holy city but the holy nation of Elturgard.",艾爾托瑞爾的天空上，被稱為伴陽的一隻光芒四射的球體出現，耀眼得彷彿第二個太陽。一名異界神侍被囚禁其中以提供能量，伴陽使得艾爾托瑞爾及其周遭沐浴在神聖之光中，這讓吸血鬼領主倉皇的逃回暗影並摧毀了他的不死軍隊。{@creature Thavius Kreeg|BGDIA|塔維斯·克雷格}因召喚伴陽而名聲大噪，並稱呼為這座城市的拯救者並一躍成為它的最高監視者。在克雷格數十年的統治下，艾爾托瑞爾不僅走上了成為聖城之路，還成為了神國埃爾圖迦德。
BGDIA,data/0/entries/3/entries/4/name,8,HEADING_LABEL,0.99,Thavius's Betrayal,塔維斯的背叛
BGDIA,data/0/entries/3/entries/4/entries/0,8,NARRATIVE,0.8,"Thavius was told the exact time when the Companion would cease to protect Elturel. In the weeks leading up to this fateful hour, Thavius urged Grand Duke {@creature Ulder Ravengard|BGDIA} of Baldur's Gate to visit Elturel, to help settle some longstanding disputes between the two cities. Facing political pressure at home, Ravengard reluctantly acceded. After greeting Ravengard's delegation, {@creature Thavius Kreeg|BGDIA} fled Elturel in secret and watched from a safe distance as the Companion transformed from a radiant sun into a black orb awash with crackling energy. It ripped Elturel from the Material Plane, transporting it and all its inhabitants to Avernus. A few other city folk managed to escape before Elturel disappeared. Where it once stood, only a crater remains.",塔維斯被告知了伴陽停止保護艾爾托瑞爾的確切時間。在命定之刻到來的前幾周，他慫恿博德之門大公{@creature Ulder Ravengard|BGDIA|烏爾德·瑞文嘉德}拜訪艾爾托瑞爾以幫助解決一些兩座城市間的長期爭端。在家鄉的政治壓力之下，瑞文嘉德不情願的接受了。在迎接了瑞文嘉德的代表團之後，{@creature Thavius Kreeg|BGDIA|塔維斯·克雷格}便秘密逃離了艾爾托瑞爾，他在一個安全距離上觀看伴陽從一個光彩奪目的太陽變成一隻不斷爆發能量的黑球。它把艾爾托瑞爾從物質位面撕下，把它和它所有的居民一同傳送到了阿弗納斯。在其曾經屹立的地方，如今僅餘巨坑。
BGDIA,data/0/entries/3/entries/4/entries/1,8,NARRATIVE,0.8,"Disguised as a refugee, {@creature Thavius Kreeg|BGDIA} was one of the first of his people to arrive at Baldur's Gate with news of Elturel's ""destruction."" He slipped through the city's gates with the help of his influential friend, Duke Vanthampur, and took refuge in her home.","{@creature Thavius Kreeg|BGDIA|塔維斯·克雷格}化妝成難民，成為他的人民中第一個到達博德之門的人，還帶著艾爾托瑞爾""毀滅""的訊息。他在自己大權在握的朋友範薩姆普爾公爵的幫助下溜進城門，並在她的家裡避難。"
BGDIA,data/0/entries/4/name,8,HEADING_LABEL,0.99,Roleplaying Devils,扮演魔鬼
BGDIA,data/0/entries/4/entries/0,8,DM_INSTRUCTION,0.85,"As the DM, you can play devils as humorous, aloof, bombastic, conniving, or scatterbrained, but a general rule to follow is this: devils have no desire to do good. When dealing with mortals, devils are constantly figuring out how to exploit and corrupt them, often behind thin smiles of feigned concern and false charm.",作為DM，你可以以幽默，冷淡，浮誇，縱容或浮躁的風格扮演魔鬼，但是都有一條通用規則：魔鬼毫無善心。當與凡人交易時，在那用虛偽的關心和虛假的魅力組成的偽劣微笑的後面，魔鬼們一直在計算如何利用和腐化凡人。
BGDIA,data/0/entries/4/entries/1,8,NARRATIVE,0.8,"A devil that successfully corrupts a mortal gets the infernal equivalent of a gold star and can eagerly expect a superior to take notice and give it the promotion it so richly deserves. Meanwhile, when that mortal dies, its soul will find itself condemned to the Nine Hells where it twists into the form of a {@creature lemure} (unless it's used for some other morbid purpose). The devil doesn't care what becomes of the souls it corrupts; it just wants to be promoted to a superior form of devil. That's how, over ages, a {@creature lemure} might become a {@creature pit fiend}.",一隻成功腐化一名凡人的魔鬼會得到同樣數量的地獄等價物——一顆金星，並會熱切期待一隻上級魔鬼的注意並給予它一次理所當然的晉升。同時，當那名凡人死去，它的靈魂會發現自己被判往九獄，在那裡它的形態會被扭曲成一隻{@creature lemure||劣魔}（除非它被用於其他病態的目的）。魔鬼從不在乎他們腐化的靈魂會變成什麼；它一心只想晉升成高階魔鬼。這就是為何隨著時間流逝，一隻{@creature lemure||劣魔}可能成為{@creature pit fiend||深獄煉魔}。
