category,english,source,zh_tw,status,existing_files
background,Baldur's Gate Folk Hero,BGDIA,博德之門平民英雄,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Guild Artisan,BGDIA,博德之門公會工匠,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Hermit,BGDIA,博德之門隱士,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Noble,BGDIA,博德之門貴族,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Outlander,BGDIA,博德之門化外之民,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Sage,BGDIA,博德之門賢者,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Sailor,BGDIA,博德之門水手,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Soldier,BGDIA,博德之門士兵,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Baldur's Gate Urchin,BGDIA,博德之門流浪兒,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Cloistered Scholar,SCAG,與世隔絕的學者,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Faceless,BGDIA,無面者,existing-site,data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
background,Sage,,智者,existing-site,data/zh-TW/bestiary/bestiary-cm.json;data/zh-TW/bestiary/fluff-bestiary-cm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json;data/zh-TW/items/items-001.json
condition,blinded,,目盲,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,blinded,PHB,目盲,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,charmed,,魅惑,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,charmed,PHB,魅惑,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,exhaustion,,力竭,existing-site,data/zh-TW/rules/conditionsdiseases.json
condition,exhaustion,PHB,力竭,existing-site,data/zh-TW/rules/conditionsdiseases.json
condition,frightened,,恐懼,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,frightened,PHB,恐懼,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,grappled,,被擒,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,grappled,PHB,被擒,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,incapacitated,,無力,existing-site,data/zh-TW/rules/conditionsdiseases.json
condition,incapacitated,PHB,無力,existing-site,data/zh-TW/rules/conditionsdiseases.json
condition,invisible,,隱形,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,invisible,PHB,隱形,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,paralyzed,,麻痺,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,paralyzed,PHB,麻痺,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,petrified,,石化,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,petrified,PHB,石化,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,poisoned,,中毒,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,poisoned,PHB,中毒,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,prone,,伏地,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,prone,PHB,伏地,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,restrained,,束縛,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,restrained,PHB,束縛,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,stunned,,震懾,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,stunned,PHB,震懾,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,unconscious,,昏迷,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
condition,unconscious,PHB,昏迷,existing-site,data/zh-TW/rules/conditionsdiseases.json;data/zh-TW/rules/fluff-conditionsdiseases.json
creature,Abyssal Chicken,BGDIA,深淵雞,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Acererak,ToA,阿瑟瑞克,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Acolyte,,侍僧,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/character-options/backgrounds.json;data/zh-TW/character-options/fluff-backgrounds.json
creature,Albino Dwarf Warrior,ToA,白矮人武者,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Aldani (Lobsterfolk),ToA,阿拉尼（龍蝦人）,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Allosaurus,,異特龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Almiraj,ToA,獨角兔,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Amnizu,MTF,安祖魔,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-mtf.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-mtf.json
creature,Amrik Vanthampur,BGDIA,阿姆利克·范薩普爾,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Ankheg,,掘地蟲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ankylosaurus,,甲龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ankylosaurus,MM,甲龍,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ankylosaurus Zombie,ToA,甲龍喪屍,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Arcanaloth,,奧法羅斯魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Archduke Zariel of Avernus,BGDIA,阿弗納斯的大公扎瑞爾,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Archmage,,大法師,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Arkhan the Cruel,BGDIA,殘酷者阿克漢,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Artus Cimber,ToA,阿圖斯·辛貝爾,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Asharra,ToA,阿莎爾,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Assassin,,刺客,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-rogue.json;data/zh-TW/class/fluff-class-rogue.json
creature,Assassin Vine,ToA,刺客藤,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Atropal,ToA,萎縮者,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Axe Beak,,斧嘴鳥,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/fluff-items.json;data/zh-TW/items/items-000.json
creature,Azaka Stormfang,ToA,婀扎卡·風暴之牙,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Baboon,,狒狒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bag of Nails,ToA,釘包,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Bandit,,匪徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Baphomet,MTF,巴弗滅,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-mtf.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-mtf.json;data/zh-TW/bestiary/legendarygroups.json
creature,Barbed Devil,,蝟魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Barbed devil,,蝟魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Barbed devil,MM,蝟魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Barlgura,,惡猿魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Basilisk,,石化蜥蜴,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bearded Devil,,須魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bearded devil,,須魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bearded devil,MM,須魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bel,BGDIA,貝爾,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/bestiary-coa.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-coa.json;data/zh-TW/bestiary/legendarygroups.json
creature,Bitter Breath,BGDIA,苦痛之息,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Black Gauntlet of Bane,BGDIA,班恩之黑手,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Bodak,VGM,波達屍,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-vgm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-vgm.json
creature,Bone Devil,,骨魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bone Naga (Spirit),,骸骨納迦(精魂),existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Bone Whelk,BGDIA,骸骨螺,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Bone devil,,骨魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bone devil,MM,骨魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Bosco Daggerhand,ToA,博斯科·匕手,existing-site,data/zh-TW/bestiary/bestiary-toa.json
creature,Brontosaurus,VGM,雷龍,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-vgm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-vgm.json
creature,Bulezau,MTF,佈雷祖魔,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-mtf.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-mtf.json
creature,Carrion Crawler,,食腐蟲,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Chain Devil,,鏈魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Chain devil,,鏈魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Chain devil,MM,鏈魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Champion,VGM,勇士,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-vgm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-vgm.json;data/zh-TW/class/class-fighter.json;data/zh-TW/class/fluff-class-fighter.json;data/zh-TW/items/items-001.json
creature,Chasme,,喀嘶魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Chukka,BGDIA,楚卡,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Chwinga,ToA,怯蘊阿靈,existing-site,data/zh-TW/bestiary/bestiary-cm.json;data/zh-TW/bestiary/bestiary-idrotf.json;data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-cm.json;data/zh-TW/bestiary/fluff-bestiary-idrotf.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Clay Gladiator,ToA,粘土角鬥士,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Clonk,BGDIA,克朗克,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Commoner,,平民,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Crab,,蟹,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Crawling Claw,,蠕行之爪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Crocodile,,鱷魚,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Crokek'toeck,BGDIA,克魯科克'託伊克,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Cult Fanatic,,邪教狂信者,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Cultist,,邪教徒,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Death's Head of Bhaal,BGDIA,巴爾的死神之首,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Deinonychus,VGM,恐爪龍,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-vgm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-vgm.json
creature,Dimetrodon,VGM,異齒龍,existing-site,data/zh-TW/bestiary/bestiary-mpmm.json;data/zh-TW/bestiary/bestiary-vgm.json;data/zh-TW/bestiary/fluff-bestiary-mpmm.json;data/zh-TW/bestiary/fluff-bestiary-vgm.json
creature,Doppelganger,,變形怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/reference-pages/charcreationoptions.json
creature,Draft Horse,,馱用馬,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/items/items-001.json
creature,Dragonbait,ToA,龍餌,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Dretch,,怯魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-wtthc.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-wtthc.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Drufi,ToA,德魯菲,existing-site,data/zh-TW/bestiary/bestiary-toa.json
creature,Druid,,德魯伊,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json;data/zh-TW/class/class-druid.json;data/zh-TW/class/fluff-class-druid.json
creature,Duke Thalamra Vanthampur,BGDIA,薩納姆娜·范薩普爾公爵,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Eblis,ToA,魔王鶴,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Ekene-Afa,ToA,艾珂內-阿法,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Eku,ToA,依庫,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Elliach,BGDIA,艾拉赫,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json
creature,Elok Jaharwon,ToA,伊洛克·加哈望,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Erinyes,,罪魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Erinyes,MM,罪魔,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Ettercap,,伊特怪,existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/bestiary-xmm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-xmm.json
creature,Faerie Dragon (Green),MM,妖精龍(綠),existing-site,data/zh-TW/bestiary/bestiary-mm.json;data/zh-TW/bestiary/fluff-bestiary-mm.json
creature,Faroul,ToA,法魯爾,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Fenthaza,ToA,芬薩札,existing-site,data/zh-TW/bestiary/bestiary-toa.json;data/zh-TW/bestiary/fluff-bestiary-toa.json
creature,Feonor,BGDIA,菲奧諾,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
creature,Fiendish Flesh Golem,BGDIA,邪魔血肉魔像,existing-site,data/zh-TW/bestiary/bestiary-bgdia.json;data/zh-TW/bestiary/fluff-bestiary-bgdia.json
