english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes
Rogue,class,Rogue,,PHB; XPHB,classic; one,2,data/class/class-rogue.json,/class/0/name,class: Rogue,遊蕩者,盜賊,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Sorcerer,class,Sorcerer,,PHB; XPHB,classic; one,2,data/class/class-sorcerer.json,/class/0/name,class: Sorcerer,術士,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Spellcaster Sidekick,class,Spellcaster Sidekick,,TCE,classic,1,data/class/class-sidekick.json,/class/1/name,class: Spellcaster Sidekick,施法協力者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Warlock,class,Warlock,,PHB; XPHB,classic; one,2,data/class/class-warlock.json,/class/0/name,class: Warlock,契術師,邪術師,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Warrior Sidekick,class,Warrior Sidekick,,TCE,classic,1,data/class/class-sidekick.json,/class/2/name,class: Warrior Sidekick,武者協力者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Wizard,class,Wizard,,PHB; XPHB,classic; one,2,data/class/class-wizard.json,/class/0/name,class: Wizard,法師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Bardic Inspiration,class-feature,Bard,,PHB; XPHB,classic-or-other; one,2,data/class/class-bard.json,/classFeature/0/name,class-feature: Bardic Inspiration,吟遊激勵,吟遊激勵(d8),conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Bonus Proficiencies,class-feature,Expert Sidekick; Spellcaster Sidekick; Warrior Sidekick,,TCE,classic-or-other,3,data/class/class-sidekick.json,/classFeature/0/name,class-feature: Bonus Proficiencies,額外熟練,額外熟練項,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Improved Critical,class-feature,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/33/name,class-feature: Improved Critical,強化重擊,精通重擊,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Timeless Body,class-feature,Druid; Monk,,PHB,classic-or-other,2,data/class/class-druid.json,/classFeature/16/name,class-feature: Timeless Body,不朽身軀,不老身軀,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Bladesinging,named-rule-block,Wizard,Bladesinging,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/94/_copy/name,Bladesinging: nested named block,劍詠,劍詠傳承,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Resistance,named-rule-block,Barbarian; Druid; Monk; Ranger,Ascendant Dragon; Drakewarden; Sea; Zealot,FTD; XPHB,classic-or-other; one,4,data/class/class-barbarian.json,/subclassFeature/95/entries/3/name,Rage of the Gods: nested named block,抗性,抗力,conflict,community; legacy zh-TW,0.65,
Sleight of Hand,named-rule-block,Rogue,Thief,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/94/entries/1/entries/0/name,Fast Hands: nested named block,巧手,靈巧,conflict,Foundry zh-TW; community,0.65,
Wisdom,named-rule-block,Paladin,Redemption,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/76/entries/4/entries/0/name,Tenets of Redemption: nested named block,睿智,睿知; 感知,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Bladesinging,subclass,Wizard,Bladesinging,TCE,classic; classic-or-other,2,data/class/class-wizard.json,/subclass/22/name,subclass: Bladesinging,劍詠,劍詠傳承,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Bladesinging,subclass-feature,Wizard,Bladesinging,TCE,classic-or-other,2,data/class/class-wizard.json,/subclassFeature/59/name,subclass-feature: Bladesinging,劍詠,劍詠傳承,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Bonus Proficiencies,subclass-feature,Bard; Cleric; Fighter; Monk; Rogue,Assassin; Drunken Master; Lore; Order; Rune Knight; Swords; Tempest; Twilight; Valor; War; Zeal (PSA),PHB; PSA; TCE; XGE; XPHB,classic-or-other; one,12,data/class/class-bard.json,/subclassFeature/1/name,subclass-feature: Bonus Proficiencies,額外熟練,額外熟練項,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Improved Critical,subclass-feature,Fighter,Champion,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/22/name,subclass-feature: Improved Critical,強化重擊,精通重擊,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Psionic Power,subclass-feature,Fighter; Rogue,Psi Warrior; Soulknife,TCE; XPHB,classic-or-other; one,4,data/class/class-fighter.json,/subclassFeature/45/name,subclass-feature: Psionic Power,靈能力量,靈能天賦,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Psychic Blades,subclass-feature,Bard; Rogue,Soulknife; Whispers,TCE; XGE; XPHB,classic-or-other; one,3,data/class/class-bard.json,/subclassFeature/42/name,subclass-feature: Psychic Blades,念刃,精神之刃,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
