english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes
Divine Order,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/24/name,class-feature: Divine Order,,,pending,,0.50,
Divine Spark,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/29/name,class-feature: Divine Spark,,,pending,,0.50,
Druid Subclass,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/26/name,class-feature: Druid Subclass,,,pending,,0.50,
Eldritch Invocation Options,class-feature,Warlock,,XPHB,one,1,data/class/class-warlock.json,/classFeature/18/name,class-feature: Eldritch Invocation Options,,,pending,,0.50,
Elemental Fury,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/30/name,class-feature: Elemental Fury,,,pending,,0.50,
Empowered Strikes,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/51/name,class-feature: Empowered Strikes,,,pending,,0.50,
Epic Boon,class-feature,Artificer; Barbarian; Bard; Cleric; Druid; Fighter; Monk; Paladin; Ranger; Rogue; Sorcerer; Warlock; Wizard,,EFA; XPHB,classic-or-other; one,13,data/class/class-artificer.json,/classFeature/17/name,class-feature: Epic Boon,,,pending,,0.50,
Faithful Steed,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/34/name,class-feature: Faithful Steed,,,pending,,0.50,
Fighter Subclass,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/28/name,class-feature: Fighter Subclass,,,pending,,0.50,
Greater Divine Intervention,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/45/name,class-feature: Greater Divine Intervention,,,pending,,0.50,
Heightened Focus,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/56/name,class-feature: Heightened Focus,,,pending,,0.50,
Improved Blessed Strikes,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/41/name,class-feature: Improved Blessed Strikes,,,pending,,0.50,
Improved Brutal Strike,class-feature,Barbarian,,XPHB,one,2,data/class/class-barbarian.json,/classFeature/43/name,class-feature: Improved Brutal Strike,,,pending,,0.50,
Improved Critical,class-feature,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/33/name,class-feature: Improved Critical,強化重擊,精通重擊,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Improved Cunning Strike,class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/42/name,class-feature: Improved Cunning Strike,,,pending,,0.50,
Improved Elemental Fury,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/37/name,class-feature: Improved Elemental Fury,,,pending,,0.50,
Innate Sorcery,class-feature,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/classFeature/20/name,class-feature: Innate Sorcery,,,pending,,0.50,
Inspiring Help Improvement,class-feature,Expert Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/17/name,class-feature: Inspiring Help Improvement,,,pending,,0.50,
Knock Out (Cost: 6d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/47/name,class-feature: Knock Out (Cost: 6d6),,,pending,,0.50,
Magic Item Tinker,class-feature,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/6/name,class-feature: Magic Item Tinker,,,pending,,0.50,
Magical Cunning,class-feature,Warlock,,XPHB,one,1,data/class/class-warlock.json,/classFeature/21/name,class-feature: Magical Cunning,,,pending,,0.50,
Magician,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/20/name,class-feature: Magician,,,pending,,0.50,
Martial Arts Die,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/37/name,class-feature: Martial Arts Die,,,pending,,0.50,
Memorize Spell,class-feature,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/20/name,class-feature: Memorize Spell,,,pending,,0.50,
Monk Subclass,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/46/name,class-feature: Monk Subclass,,,pending,,0.50,
Monk's Focus,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/40/name,class-feature: Monk's Focus,,,pending,,0.50,
Mystic Arcanum,class-feature,Warlock,,XPHB,one,4,data/class/class-warlock.json,/classFeature/28/name,class-feature: Mystic Arcanum,,,pending,,0.50,
Mystic Order,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/0/name,class-feature: Mystic Order,,,pending,,0.50,
Mystic Order feature,class-feature,Mystic,,UATheMysticClass,classic-or-other,3,data/class/class-mystic.json,/classFeature/6/name,class-feature: Mystic Order feature,,,pending,,0.50,
Mystical Recovery,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/4/name,class-feature: Mystical Recovery,,,pending,,0.50,
Obscure (Cost: 3d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/48/name,class-feature: Obscure (Cost: 3d6),,,pending,,0.50,
Paladin Subclass,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/31/name,class-feature: Paladin Subclass,,,pending,,0.50,
Paladin's Smite,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/28/name,class-feature: Paladin's Smite,,,pending,,0.50,
Path feature,class-feature,Barbarian,,PHB,classic-or-other,2,data/class/class-barbarian.json,/classFeature/14/name,class-feature: Path feature,,,pending,,0.50,
Perfect Focus,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/62/name,class-feature: Perfect Focus,,,pending,,0.50,
Perfect Self,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/33/name,class-feature: Perfect Self,,,pending,,0.50,
Poison (Cost: 1d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/32/name,class-feature: Poison (Cost: 1d6),,,pending,,0.50,
Potent Psionics (1d8),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/11/name,class-feature: Potent Psionics (1d8),,,pending,,0.50,
Potent Psionics (2d8),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/17/name,class-feature: Potent Psionics (2d8),,,pending,,0.50,
Precise Hunter,class-feature,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/50/name,class-feature: Precise Hunter,,,pending,,0.50,
Primal Order,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/21/name,class-feature: Primal Order,,,pending,,0.50,
Protector,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/25/name,class-feature: Protector,,,pending,,0.50,
Psionic Body,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/22/name,class-feature: Psionic Body,,,pending,,0.50,
Psionic Disciplines and Talents,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/1/name,class-feature: Psionic Disciplines and Talents,,,pending,,0.50,
Psionic Mastery (1/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/13/name,class-feature: Psionic Mastery (1/Day),,,pending,,0.50,
Psionic Mastery (2/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/15/name,class-feature: Psionic Mastery (2/Day),,,pending,,0.50,
Psionic Mastery (3/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/18/name,class-feature: Psionic Mastery (3/Day),,,pending,,0.50,
Psionic Mastery (4/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/20/name,class-feature: Psionic Mastery (4/Day),,,pending,,0.50,
Psionics,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/2/name,class-feature: Psionics,,,pending,,0.50,
Radiant Strikes,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/40/name,class-feature: Radiant Strikes,,,pending,,0.50,
Ranger Subclass,class-feature,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/36/name,class-feature: Ranger Subclass,,,pending,,0.50,
Relentless Hunter,class-feature,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/46/name,class-feature: Relentless Hunter,,,pending,,0.50,
Replicate Magic Item,class-feature,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/2/name,class-feature: Replicate Magic Item,,,pending,,0.50,
Restoring Touch,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/42/name,class-feature: Restoring Touch,,,pending,,0.50,
Ritual Adept,class-feature,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/15/name,class-feature: Ritual Adept,,,pending,,0.50,
Rogue Subclass,class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/28/name,class-feature: Rogue Subclass,,,pending,,0.50,
Scholar,class-feature,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/17/name,class-feature: Scholar,,,pending,,0.50,
Sear Undead,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/33/name,class-feature: Sear Undead,,,pending,,0.50,
Self-Restoration,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/57/name,class-feature: Self-Restoration,,,pending,,0.50,
Song of Rest (d6),class-feature,Bard,,PHB,classic-or-other,1,data/class/class-bard.json,/classFeature/4/name,class-feature: Song of Rest (d6),,,pending,,0.50,
Sorcerer Subclass,class-feature,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/classFeature/25/name,class-feature: Sorcerer Subclass,,,pending,,0.50,
Sorcery Incarnate,class-feature,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/classFeature/29/name,class-feature: Sorcery Incarnate,,,pending,,0.50,
Strength of Mind,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/8/name,class-feature: Strength of Mind,,,pending,,0.50,
Studied Attacks,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/41/name,class-feature: Studied Attacks,,,pending,,0.50,
Subclass feature,class-feature,Artificer,,EFA,classic-or-other,3,data/class/class-artificer.json,/classFeature/5/name,class-feature: Subclass feature,,,pending,,0.50,
Superior Defense,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/65/name,class-feature: Superior Defense,,,pending,,0.50,
Tactical Master,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/36/name,class-feature: Tactical Master,,,pending,,0.50,
Tactical Mind,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/27/name,class-feature: Tactical Mind,,,pending,,0.50,
Tactical Shift,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/31/name,class-feature: Tactical Shift,,,pending,,0.50,
Telepathy,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/5/name,class-feature: Telepathy,,,pending,,0.50,
Thaumaturge,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/27/name,class-feature: Thaumaturge,,,pending,,0.50,
Three Extra Attacks,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/49/name,class-feature: Three Extra Attacks,,,pending,,0.50,
Timeless Body,class-feature,Druid; Monk,,PHB,classic-or-other,2,data/class/class-druid.json,/classFeature/16/name,class-feature: Timeless Body,不朽身軀,不老身軀,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Tinker's Magic,class-feature,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/1/name,class-feature: Tinker's Magic,,,pending,,0.50,
Trip (Cost: 1d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/33/name,class-feature: Trip (Cost: 1d6),,,pending,,0.50,
Two Extra Attacks,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/38/name,class-feature: Two Extra Attacks,,,pending,,0.50,
Uncanny Metabolism,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/44/name,class-feature: Uncanny Metabolism,,,pending,,0.50,
Using a Discipline,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/3/name,class-feature: Using a Discipline,,,pending,,0.50,
Warden,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/23/name,class-feature: Warden,,,pending,,0.50,
Warlock Subclass,class-feature,Warlock,,XPHB,one,1,data/class/class-warlock.json,/classFeature/22/name,class-feature: Warlock Subclass,,,pending,,0.50,
Weapon Mastery,class-feature,Barbarian; Fighter; Paladin; Ranger; Rogue,,XPHB,one,5,data/class/class-barbarian.json,/classFeature/27/name,class-feature: Weapon Mastery,,,pending,,0.50,
Wild Resurgence,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/28/name,class-feature: Wild Resurgence,,,pending,,0.50,
Withdraw (Cost: 1d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/35/name,class-feature: Withdraw (Cost: 1d6),,,pending,,0.50,
Wizard Subclass,class-feature,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/18/name,class-feature: Wizard Subclass,,,pending,,0.50,
Words of Creation,class-feature,Bard,,XPHB,one,1,data/class/class-bard.json,/classFeature/45/name,class-feature: Words of Creation,,,pending,,0.50,
Artificer Subclass,class-label,Artificer,,EFA,one,1,data/class/class-artificer.json,/class/1/subclassTitle,Artificer subclass title,,,pending,,0.50,
Barbarian Subclass,class-label,Barbarian,,XPHB,one,1,data/class/class-barbarian.json,/class/1/subclassTitle,Barbarian subclass title,,,pending,,0.50,
Bard Subclass,class-label,Bard,,XPHB,one,1,data/class/class-bard.json,/class/1/subclassTitle,Bard subclass title,,,pending,,0.50,
Cleric Subclass,class-label,Cleric,,XPHB,one,1,data/class/class-cleric.json,/class/1/subclassTitle,Cleric subclass title,,,pending,,0.50,
Druid Subclass,class-label,Druid,,XPHB,one,1,data/class/class-druid.json,/class/1/subclassTitle,Druid subclass title,,,pending,,0.50,
Fighter Subclass,class-label,Fighter,,XPHB,one,1,data/class/class-fighter.json,/class/1/subclassTitle,Fighter subclass title,,,pending,,0.50,
Infusions,class-label,Artificer,,TCE,classic,1,data/class/class-artificer.json,/class/0/optionalfeatureProgression/0/name,Artificer optional feature progression,,,pending,,0.50,
Monk Subclass,class-label,Monk,,XPHB,one,1,data/class/class-monk.json,/class/1/subclassTitle,Monk subclass title,,,pending,,0.50,
Mystic Order,class-label,Mystic,,UATheMysticClass,classic,1,data/class/class-mystic.json,/class/0/subclassTitle,Mystic subclass title,,,pending,,0.50,
Paladin Subclass,class-label,Paladin,,XPHB,one,1,data/class/class-paladin.json,/class/1/subclassTitle,Paladin subclass title,,,pending,,0.50,
Ranger Subclass,class-label,Ranger,,XPHB,one,1,data/class/class-ranger.json,/class/1/subclassTitle,Ranger subclass title,,,pending,,0.50,
Rogue Subclass,class-label,Rogue,,XPHB,one,1,data/class/class-rogue.json,/class/1/subclassTitle,Rogue subclass title,,,pending,,0.50,
Sorcerer Subclass,class-label,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/class/1/subclassTitle,Sorcerer subclass title,,,pending,,0.50,
Warlock Subclass,class-label,Warlock,,XPHB,one,1,data/class/class-warlock.json,/class/1/subclassTitle,Warlock subclass title,,,pending,,0.50,
Wizard Subclass,class-label,Wizard,,XPHB,one,1,data/class/class-wizard.json,/class/1/subclassTitle,Wizard subclass title,,,pending,,0.50,
A Bard's Repertoire,named-rule-block,Bard,,XPHB,one,1,data/class/class-bard.json,/classFeature/31/entries/2/name,Jack of All Trades: nested named block,,,pending,,0.50,
Actions over Words,named-rule-block,Paladin,Glory,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/47/entries/1/name,Tenets of Glory: nested named block,,,pending,,0.50,
Addle,named-rule-block,Monk,Open Hand,XPHB,one,1,data/class/class-monk.json,/subclassFeature/73/entries/1/name,Open Hand Technique: nested named block,,,pending,,0.50,
Agility,named-rule-block,Wizard,Bladesinger,FRHoF,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/81/entries/3/name,Bladesong: nested named block,,,pending,,0.50,
Alchemical Eruption,named-rule-block,Artificer,Alchemist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/6/entries/1/name,Chemical Mastery: nested named block,,,pending,,0.50,
Ambition Domain (PSA),named-rule-block,Cleric,Ambition (PSA),PSA,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/164/_copy/name,Ambition Domain (PSA): nested named block,,,pending,,0.50,
Ambusher's Leap,named-rule-block,Ranger,Gloom Stalker,XPHB,one,1,data/class/class-ranger.json,/subclassFeature/87/entries/1/name,Dread Ambusher: nested named block,,,pending,,0.50,
Ancient Armor,named-rule-block,Ranger,Hollow Warden,RHW,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/71/entries/1/name,Wrath of the Wild: nested named block,,,pending,,0.50,
Aquatic Adaptation,named-rule-block,Sorcerer,Aberrant,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/84/entries/1/entries/0/name,Revelation in Flesh: nested named block,,,pending,,0.50,
Arcane Conduit,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/45/entries/1/name,Strange Modifications: nested named block,,,pending,,0.50,
Arcane Empowerment,named-rule-block,Artificer,Battle Smith,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/25/entries/1/name,Battle Ready: nested named block,,,pending,,0.50,
Arcane Necrosis,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/57/entries/1/name,Grave Touched: nested named block,,,pending,,0.50,
Area Reading,named-rule-block,Cleric,Knowledge,PHB,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/14/entries/3/entries/0/name,Visions of the Past: nested named block,,,pending,,0.50,
Armor Crafting,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/14/entries/3/name,Tools of the Trade: nested named block,,,pending,,0.50,
Armor of the Spirit,named-rule-block,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/32/entries/3/name,Awakened Astral Self: nested named block,,,pending,,0.50,
Armor Replication,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/16/entries/1/name,Improved Armorer: nested named block,,,pending,,0.50,
Armor Training,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/14/entries/1/name,Tools of the Trade: nested named block,,,pending,,0.50,
Astral Barrage,named-rule-block,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/32/entries/4/name,Awakened Astral Self: nested named block,,,pending,,0.50,
At Higher Levels,named-rule-block,Bard,,XPHB,one,1,data/class/class-bard.json,/classFeature/28/entries/1/entries/2/name,Bardic Inspiration: nested named block,,,pending,,0.50,
Attack,named-rule-block,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/93/entries/1/name,Rallying Surge: nested named block,,,pending,,0.50,
Attacker,named-rule-block,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/30/entries/2/items/0/name,Martial Role: nested named block,,,pending,,0.50,
Attunement,named-rule-block,Rogue,Thief,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/98/entries/1/name,Use Magic Device: nested named block,,,pending,,0.50,
Augment Breath,named-rule-block,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/5/entries/2/items/0/name,Ascendant Aspect: nested named block,,,pending,,0.50,
Awareness,named-rule-block,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/33/entries/2/name,Adventurer's Atlas: nested named block,,,pending,,0.50,
Bird,named-rule-block,Wizard,Bladesinging,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/60/entries/3/name,Bladesinger Styles: nested named block,,,pending,,0.50,
Bite,named-rule-block,Barbarian,Beast,TCE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/39/entries/3/items/0/name,Form of the Beast: nested named block,,,pending,,0.50,
Biting Cold,named-rule-block,Ranger,Winter Walker,FRHoF,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/62/entries/1/name,Frigid Explorer: nested named block,,,pending,,0.50,
Bladesinging,named-rule-block,Wizard,Bladesinging,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/94/_copy/name,Bladesinging: nested named block,劍詠,劍詠傳承,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Bladework,named-rule-block,Wizard,Bladesinger,FRHoF,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/81/entries/4/name,Bladesong: nested named block,,,pending,,0.50,
Blindsight,named-rule-block,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/5/entries/2/items/1/name,Ascendant Aspect: nested named block,,,pending,,0.50,
Bloated,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/47/entries/1/name,Macabre Modifications: nested named block,,,pending,,0.50,
Bolstered Rally,named-rule-block,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/95/entries/1/name,Inspiring Commander: nested named block,,,pending,,0.50,
Breath of Winter (17th Level Required),named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/8/entries/1/entries/0/name,Elemental Disciplines: nested named block,,,pending,,0.50,
Burning Life Force,named-rule-block,Sorcerer,Spellfire,FRHoF,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/64/entries/1/name,Crown of Spellfire: nested named block,,,pending,,0.50,
